Entry,oann_c1,oann_c2,oann_c3,oann_c6,oann_c7,oann_c8,oann_d1,oann_d3,oann_d6,oann_d7,oann_d8
Q8TAQ5,43,51,0,55,10,0,34,17,31,82,14
Q8TAT6,3,8,3,17,28,13,12,7,20,27,15
Q8TB22,291,481,187,437,340,233,322,227,105,365,225
Q8TB37,162,292,132,216,253,126,116,149,41,174,171
Q8TB40,74,121,93,175,146,75,82,122,309,101,103
Q8TB52,75,89,31,135,124,41,65,55,39,95,47
Q8TB72,28,28,17,136,79,36,101,55,146,246,36
Q8TB96,9,8,7,11,15,9,5,7,24,40,5
Q8TBE0,284,264,210,425,281,188,243,168,127,178,212
Q8TBF5,49,79,46,58,47,26,39,33,6,45,38
Q8TBF8,29,19,16,31,28,14,31,6,10,46,20
Q8TBG4,33,42,29,103,49,50,58,50,84,179,32
Q8TBN0,245,444,218,449,375,212,350,353,146,289,185
Q8TBP0,291,538,332,463,517,259,412,350,174,163,343
Q8TBZ3,502,498,311,519,447,247,404,267,195,347,267
Q8TBZ9,125,343,76,128,157,55,338,277,63,121,105
Q8TC07,164,212,194,262,240,138,203,238,71,132,133
Q8TC21,46,66,58,51,97,36,22,61,6,0,21
Q8TC29,126,487,102,216,223,178,506,344,128,215,176
Q8TC84,156,100,87,159,164,119,384,174,162,72,128
Q8TCB7,20,32,13,67,40,27,49,17,21,22,33
Q8TCF1,0,0,0,7,1,0,0,8,0,5,0
Q8TCJ2,590,964,285,1125,962,619,623,363,550,920,690
Q8TCS8,90,53,11,116,237,63,61,21,13,43,79
Q8TCT0,338,574,292,724,616,512,681,575,619,927,399
Q8TD10,176,94,54,118,139,79,162,132,42,71,79
Q8TD16,0,0,2,1,0,0,0,4,2,0,0
Q8TD19,312,483,244,577,721,295,170,229,81,448,274
Q8TD22,81,72,41,67,131,55,110,71,10,26,67
Q8TD35,427,782,298,516,460,277,754,622,163,337,362
Q8TD57,89,82,27,156,184,69,108,44,56,227,84
Q8TD84,19,111,55,34,166,75,10,19,9,82,104
Q8TDD1,0,3,0,2,0,2,0,0,0,0,4
Q8TDG4,0,0,0,4,0,2,0,0,1,3,0
Q8TDJ6,46,41,24,156,94,28,43,32,53,105,46
Q8TDN4,26,7,3,44,30,7,19,0,0,2,19
Q8TDP1,93,136,141,181,119,111,170,183,180,163,102
Q8TDR2,0,1,0,0,0,0,2,0,0,1,3
Q8TDW7,0,4,3,16,14,10,12,7,12,86,5
Q8TDX6,32,6,8,27,31,6,9,8,4,27,18
Q8TDX7,44,64,66,91,49,13,74,126,65,93,26
Q8TE56,81,165,96,146,107,42,13,27,22,44,56
Q8TE57,0,1,6,13,23,2,6,4,8,19,1
Q8TE59,155,217,78,377,390,130,107,43,100,269,154
Q8TE60,3,0,5,7,12,10,8,0,20,18,10
Q8TE73,898,1067,297,1223,1105,575,1256,540,450,1526,652
Q8TEB1,436,474,336,565,560,386,388,384,274,573,335
Q8TEB9,167,249,152,326,243,151,185,175,145,131,120
Q8TEK3,5,2,5,7,1,2,0,1,36,9,4
Q8TEL6,83,82,20,225,117,35,91,58,69,104,82
Q8TEM1,0,0,0,2,0,0,0,0,0,0,0
Q8TEP8,93,23,2,94,59,20,70,13,17,33,40
Q8TEQ8,1,6,0,6,1,0,0,0,0,6,9
Q8TER0,5,9,21,22,7,5,8,22,35,8,17
Q8TEU8,0,0,0,10,1,0,2,0,0,0,1
Q8TEX9,9,1,0,10,3,0,9,2,6,14,9
Q8TF09,47,31,17,78,29,35,186,60,107,28,30
Q8TF20,291,215,186,792,316,202,229,149,239,149,313
Q8TF40,88,38,49,112,117,31,144,30,75,90,47
Q8TF61,333,593,410,547,633,290,343,391,42,185,454
Q8TF62,0,0,0,3,0,3,0,0,4,3,0
Q8TF66,0,0,0,3,0,1,0,0,0,0,0
Q8TF71,77,91,36,232,21,13,26,13,4,3,41
Q8TGM5,1043,159,1768,551,5478,1573,3855,2402,346,2481,510
Q8TGM7,18511,12854,23203,20006,55233,52913,66408,30703,35919,61439,15288
Q8TJK1,130,148,31,194,138,77,96,37,36,176,68
Q8UUG8,5,0,0,1,1,7,0,0,0,0,0
Q8UUP2,129,143,94,200,177,106,128,83,35,24,113
Q8UUU2,1346,1315,969,2626,1949,645,1259,939,213,679,1318
Q8UUZ1,12,3,1,9,22,5,7,1,2,34,17
Q8UVC1,75,93,85,173,135,72,118,85,32,77,93
Q8UVK2,15,22,8,57,36,19,49,20,54,88,29
Q8UVR5,424,401,287,521,441,279,328,166,157,291,255
Q8UVX0,130,54,0,77,121,66,63,18,6,59,66
Q8UW76,83,91,81,365,102,114,147,104,98,96,134
Q8UWA5,351,291,251,244,233,170,143,53,35,159,191
Q8VBT1,265,414,272,378,336,220,387,314,125,168,187
Q8VBV3,271,338,139,323,310,196,347,201,108,337,137
Q8VBV4,322,471,109,219,342,141,472,284,108,217,211
Q8VBX0,44,196,158,167,90,45,28,196,18,19,58
Q8VBX6,6,17,16,31,10,7,20,18,17,54,15
Q8VC12,123,187,236,288,273,250,253,299,327,443,150
Q8VC31,0,1,0,9,9,6,1,0,5,20,5
Q8VC51,0,0,0,3,1,0,1,0,0,0,0
Q8VC57,0,4,0,0,3,2,0,4,0,5,0
Q8VC60,0,5,1,3,0,0,0,0,0,0,1
Q8VC74,12,6,0,47,24,13,15,7,21,18,23
Q8VCC1,42,73,91,119,310,147,760,847,304,181,132
Q8VCD7,49,10,6,53,20,24,13,6,13,71,31
Q8VCE1,26,33,17,13,56,10,17,11,10,16,10
Q8VCE2,607,397,323,774,644,441,504,272,201,380,415
Q8VCK5,2141,2910,1678,3193,2614,2232,3058,1970,2045,3340,1624
Q8VCL5,110,81,44,224,54,29,76,59,75,151,45
Q8VCM3,200,196,122,231,240,111,181,153,83,261,115
Q8VCR7,22,23,13,30,32,7,22,40,7,11,10
Q8VCX6,53,52,49,156,144,73,95,23,12,29,92
Q8VCY6,41,11,25,56,34,17,52,14,12,35,19
Q8VD04,98,151,80,195,310,109,161,90,59,145,177
Q8VD48,3,2,0,12,9,6,0,6,0,13,14
Q8VD53,0,2,0,0,1,0,1,0,0,0,2
Q8VD66,43,29,20,81,74,23,82,12,76,43,28
Q8VD72,60,71,58,88,67,55,107,125,74,79,36
Q8VD75,0,2,0,0,0,0,0,0,0,0,0
Q8VDB2,112,125,118,148,214,119,133,99,75,79,105
Q8VDB9,30,15,23,62,62,48,62,31,80,48,44
Q8VDL4,4,5,7,24,7,0,10,7,38,19,15
Q8VDM4,92,155,67,161,101,77,164,83,83,42,74
Q8VDM6,2279,2216,1464,4096,3059,1580,1851,1266,834,1577,1904
Q8VDP6,286,407,260,422,483,249,304,186,44,257,253
Q8VDR5,0,0,0,0,0,7,6,0,0,0,3
Q8VDU0,57,26,8,70,38,22,86,9,16,60,20
Q8VDY9,168,195,76,318,213,125,144,86,62,122,102
Q8VE19,1,0,2,3,7,0,0,0,0,14,0
Q8VE65,262,423,152,417,385,247,417,261,360,416,212
Q8VE97,436,197,67,1054,929,281,485,150,500,501,460
Q8VEC4,11,0,63,0,104,35,8,11,3,140,26
Q8VEE0,29,3,31,39,47,13,39,13,12,36,17
Q8VEG4,18,44,26,49,42,32,43,17,17,30,30
Q8VEG6,574,757,453,761,934,636,645,569,422,1252,568
Q8VEL2,5,2,0,5,7,4,4,7,18,17,2
Q8VEM8,1803,2680,839,1869,1745,1365,2608,1149,1480,3736,1099
Q8VHB5,465,10,73,23,259,223,3,8,0,46,190
Q8VHE0,19,24,0,53,21,7,34,9,41,38,11
Q8VHE6,52,64,12,104,375,66,159,39,77,458,60
Q8VHF0,56,43,49,116,66,55,70,16,116,181,34
Q8VHG2,0,1,0,13,8,0,0,0,0,6,3
Q8VHH7,68,38,24,38,49,35,51,14,5,21,19
Q8VHI3,36,38,23,64,141,40,68,9,27,61,57
Q8VHJ4,51,37,20,364,362,86,81,0,133,112,83
Q8VHK8,0,0,0,5,0,0,0,0,0,0,2
Q8VHN7,12,30,0,58,36,25,20,6,12,66,13
Q8VHQ7,382,294,186,788,504,234,388,212,227,554,238
Q8VHQ9,50,4,9,18,26,21,24,0,0,1,13
Q8VHR5,322,354,274,706,888,421,259,405,177,506,602
Q8VHT6,1314,2006,1116,1606,1425,936,1136,931,485,1024,994
Q8VHZ8,0,5,3,3,2,1,2,0,0,5,0
Q8VI02,470,345,234,736,594,267,454,245,208,458,345
Q8VI56,148,43,117,658,334,174,138,170,401,599,219
Q8VI63,477,800,464,784,921,482,334,486,169,865,462
Q8VI75,274,344,155,511,486,199,314,206,95,247,286
Q8VI84,0,3,0,1,3,0,0,0,0,0,0
Q8VID6,0,0,4,9,0,1,1,3,9,3,3
Q8VIF7,361,658,455,1286,628,620,378,577,598,770,514
Q8VIG0,6,8,2,15,7,0,7,0,6,2,13
Q8VIG3,96,169,84,99,144,145,501,287,160,297,87
Q8VIH3,22,8,4,18,14,3,8,3,8,2,9
Q8VIJ5,673,619,490,1288,1140,475,681,374,204,871,577
Q8VIJ6,329,514,218,519,426,303,383,261,229,287,306
Q8VIJ8,206,276,161,360,243,134,208,195,59,96,140
Q8VIK5,16,57,31,50,4,21,5,3,0,0,18
Q8VXY7,158,171,87,262,233,114,143,105,77,177,93
Q8VZH2,0,1,0,0,0,0,0,0,0,5,1
Q8VZI2,270,469,218,468,364,211,471,172,219,370,212
Q8W1K8,107,411,109,167,135,86,114,221,53,28,96
Q8W2N5,235,244,231,983,434,311,672,571,614,810,318
Q8WML3,199,143,97,461,315,196,223,74,80,292,163
Q8WMS0,56,95,55,142,87,94,59,88,128,171,87
Q8WMX5,11,3,10,24,9,0,10,0,7,8,2
Q8WN22,0,1,0,1,4,2,0,0,0,2,8
Q8WND5,195,231,151,363,303,133,225,119,65,118,177
Q8WPA2,62,56,64,282,113,64,241,125,204,111,76
Q8WPD0,21,48,12,25,64,32,21,18,0,12,67
Q8WPW2,738,726,191,407,576,317,696,85,289,359,341
Q8WR63,1890,1874,1095,2803,2241,1341,2922,1595,1236,2268,1283
Q8WRF3,26,51,16,166,20,0,27,0,28,0,9
Q8WSR4,0,3,9,10,6,16,9,8,16,17,9
Q8WTW3,4,3,0,12,5,7,7,8,9,16,4
Q8WU10,12,15,0,32,4,16,0,0,0,103,89
Q8WU39,172,496,87,241,262,148,212,186,107,128,174
Q8WU66,526,917,660,842,850,433,624,775,351,421,474
Q8WU67,440,170,102,512,315,116,319,82,214,254,91
Q8WU76,125,170,78,278,156,60,132,80,24,43,113
Q8WUA2,49,44,33,91,46,33,76,39,30,103,50
Q8WUF5,330,229,174,444,384,179,325,166,92,196,190
Q8WUM0,251,612,775,657,517,253,259,907,85,95,447
Q8WUM4,645,1053,617,1251,873,680,1118,1028,961,846,531
Q8WUQ7,217,131,230,305,212,79,147,196,55,82,125
Q8WUW1,31,30,32,48,34,22,55,16,28,29,11
Q8WV37,364,474,287,691,217,135,419,355,175,210,140
Q8WV41,0,0,50,0,292,182,0,100,0,100,134
Q8WV83,4,0,0,12,14,4,5,0,6,0,12
Q8WV92,16,17,7,38,39,11,6,15,11,45,21
Q8WV93,383,332,87,318,367,166,275,131,328,291,169
Q8WVE0,109,54,0,188,195,28,55,58,15,23,97
Q8WVM7,3,1,0,21,16,14,6,2,3,12,10
Q8WVM8,6,3,1,42,22,10,13,3,1,2,6
Q8WVN8,1205,1357,917,1971,1696,1132,1210,1152,885,1734,1037
Q8WW12,151,235,183,169,202,113,150,206,36,111,128
Q8WW35,10,16,3,33,30,11,33,35,21,53,8
Q8WWB3,62,42,30,138,82,58,133,128,54,418,62
Q8WWI1,5,1,1,3,3,0,1,0,4,13,0
Q8WWN9,1,0,0,6,0,3,1,2,4,8,5
Q8WWQ0,441,273,354,661,617,239,400,212,62,237,376
Q8WWQ8,5,12,9,20,25,1,3,6,19,38,12
Q8WWZ4,0,0,0,10,0,2,0,0,17,0,1
Q8WWZ7,9,0,0,29,5,0,0,1,5,4,3
Q8WWZ8,0,4,4,10,0,0,0,0,0,0,1
Q8WX92,132,66,78,211,74,112,58,43,62,286,65
Q8WX94,16,30,13,33,12,1,3,7,0,3,6
Q8WXA9,1106,1510,850,1560,1144,560,1227,869,619,437,971
Q8WXB1,25,59,13,32,44,18,29,36,5,32,17
Q8WXD9,315,350,204,529,520,227,320,237,249,251,267
Q8WXE9,69,23,19,69,31,23,18,8,15,112,26
Q8WXF0,1044,1733,988,1627,1946,837,1052,1084,288,501,1351
Q8WXG6,3,7,0,8,9,3,1,1,16,9,1
Q8WXG9,5,4,1,36,6,9,3,7,42,60,10
Q8WXI4,4,0,0,2,1,0,4,0,0,0,0
Q8WXR4,4,10,3,36,15,2,0,0,0,10,13
Q8WXS8,29,12,2,34,55,20,23,1,34,30,51
Q8WXU2,51,39,40,67,74,27,42,65,29,33,32
Q8WXW3,68,42,46,141,84,48,87,40,16,27,43
Q8WXX0,986,1359,377,1286,1315,682,1804,815,413,930,853
Q8WY07,1,0,0,1,8,2,0,0,0,0,0
Q8WY64,217,353,145,522,292,176,148,122,126,180,205
Q8WYA6,6,4,3,9,23,6,12,3,10,6,11
Q8WYK1,0,9,1,16,7,9,5,19,66,15,11
Q8WYP5,0,5,0,18,11,1,2,0,3,16,12
Q8WYR4,9,5,0,10,10,4,3,0,2,10,1
Q8WZ42,1714,1885,1203,5855,2424,1866,2156,1807,2464,4540,1469
Q8WZ74,4,8,9,22,10,9,49,25,49,8,9
Q8WZA1,0,0,0,4,0,0,4,0,4,0,1
Q8WZA2,1,0,0,0,0,0,0,0,0,0,0
Q8YA32,116,151,106,124,161,90,135,70,21,130,106
Q8YJ95,75,166,71,174,150,94,112,92,44,79,95
Q8YRI1,253,209,135,325,247,184,257,161,66,256,157
Q8YTC2,457,426,277,651,685,248,443,320,160,572,340
Q8YV57,183,273,146,184,207,106,185,132,112,104,162
Q8ZAL4,662,267,307,1117,406,231,198,240,113,813,153
Q8ZWC4,4,2,3,9,11,6,2,1,3,20,6
Q8ZXT3,3,0,0,0,8,4,5,0,0,6,4
Q90240,23,47,12,96,19,7,5,4,38,67,8
Q90243,14815,21649,3806,33157,13259,10358,16959,7195,28387,19095,9508
Q90330,0,0,0,4,1,0,0,0,0,0,0
Q90341,615,758,706,1272,1188,756,1859,1587,253,981,765
Q90416,130,121,14,159,86,59,74,45,90,52,50
Q90419,310,474,262,438,514,315,539,716,281,421,274
Q90481,396,328,394,324,536,347,554,423,451,298,369
Q90511,18,19,3,18,29,5,29,7,5,23,26
Q90512,75,195,61,238,127,70,128,76,78,104,76
Q90593,1700,8872,761,2311,1646,888,2736,684,1648,1055,951
Q90600,0,0,0,6,6,1,1,0,2,4,3
Q90610,3,0,0,1,0,0,0,0,0,0,1
Q90623,25,9,11,7,11,11,16,1,1,3,8
Q90631,41,36,1,130,88,22,52,13,58,108,46
Q90632,11,0,2,26,8,4,11,1,8,5,6
Q90640,2,4,3,15,2,5,1,0,0,3,1
Q90678,41,10,11,21,28,9,24,7,13,8,10
Q90687,948,1364,725,1517,1354,795,1302,1180,807,1117,788
Q90690,139,56,66,144,156,159,134,68,34,42,101
Q90693,99,70,70,188,194,108,96,60,19,31,112
Q90705,7526,12665,4615,11339,12497,6700,18159,7916,7058,30675,5127
Q90744,515,589,290,668,844,433,780,353,309,653,486
Q90751,0,0,0,0,0,0,12,0,6,7,1
Q90773,122,247,175,218,217,122,173,156,112,231,140
Q90837,4577,4416,3439,11239,8744,4782,10061,4126,8729,6678,5449
Q90839,34,18,43,26,162,253,121,70,119,238,207
Q90867,0,0,0,4,0,0,0,2,6,0,0
Q90875,0,0,0,2,8,1,0,0,0,8,1
Q90876,493,565,403,1201,372,192,274,344,114,457,276
Q90941,25,11,8,108,35,23,23,2,31,85,22
Q90953,0,0,0,0,4,0,2,0,0,7,0
Q90W04,12,43,19,18,5,1,9,15,4,0,13
Q90W79,0,0,0,4,2,1,3,11,0,10,3
Q90W95,10,2,2,16,5,17,6,8,6,0,1
Q90WA0,0,0,1,4,1,0,0,0,7,0,3
Q90WR8,481,368,274,853,671,304,492,325,110,569,350
Q90WU3,419,454,297,561,622,323,437,239,147,215,370
Q90X38,35,44,27,73,39,16,32,37,2,45,34
Q90X46,1,3,0,6,2,5,1,1,0,4,0
Q90X67,86,26,12,63,165,47,32,63,259,29,54
Q90XD2,103,219,123,192,159,191,114,114,63,210,191
Q90XF2,5,7,2,2,1,0,3,0,17,3,5
Q90Y54,0,0,0,0,0,0,0,0,0,6,1
Q90Y57,451,704,142,881,426,434,601,155,275,456,427
Q90YB1,32,8,27,67,22,16,31,7,6,28,15
Q90YH9,334,369,302,644,504,261,577,272,318,513,285
Q90YI8,10,12,6,20,13,18,27,0,0,7,23
Q90YK3,547,234,85,786,884,196,341,33,360,872,209
Q90YM8,181,677,142,372,311,137,176,133,60,124,182
Q90YS0,11512,18048,10221,13270,16017,11881,15780,15552,7617,28940,7596
Q90YS3,16029,25149,14170,17284,25485,17226,22250,21398,12853,37037,11504
Q90YT3,7526,11409,6925,7045,13443,8067,10435,11822,5780,16591,5068
Q90YU6,3256,5602,4806,3414,3972,3595,5117,8202,2742,9618,2155
Q90Z00,11,29,16,52,54,20,15,7,0,46,21
Q90Z10,11127,23612,11850,12050,20262,14488,16872,20830,9669,28339,9464
Q90Z12,407,473,416,831,628,365,305,277,182,379,387
Q90ZD5,4,32,26,17,3,2,27,12,14,13,25
Q90ZK6,74,64,78,127,130,64,60,60,21,155,66
Q91035,91,64,22,140,36,27,52,14,42,130,27
Q91147,10,49,5,5,19,6,12,4,2,9,13
Q91175,43,49,69,68,111,70,44,21,31,53,51
Q91285,322,305,162,382,311,235,427,340,217,313,149
Q91287,379,175,74,864,324,164,316,39,103,564,186
Q91288,10,18,0,8,25,10,5,8,13,8,19
Q91293,33,21,2,36,63,39,12,17,6,97,63
Q91309,189,301,157,403,300,199,201,160,274,308,193
Q91312,137,290,168,298,132,157,110,103,143,118,80
Q91365,8,4,0,4,0,0,3,0,5,0,4
Q91398,433,569,362,608,453,398,442,385,398,545,378
Q91428,344,473,206,577,816,316,506,227,159,446,411
Q91437,657,417,403,840,530,333,449,385,123,288,407
Q91447,554,628,158,775,659,374,641,231,262,654,429
Q91559,16,5,0,1,2,9,1,0,1,0,10
Q91713,0,0,0,0,0,0,0,0,15,0,0
Q91717,2967,2919,1465,3029,1744,1483,491,385,236,443,1415
Q91736,221,189,82,191,119,90,236,76,166,115,101
Q91743,515,1205,380,889,766,428,644,471,349,504,469
Q91754,74,76,61,111,74,60,78,66,18,95,42
Q91755,9,1,6,13,0,10,0,3,0,0,18
Q91756,0,0,0,0,0,2,0,0,0,0,0
Q91770,426,539,376,720,412,349,624,721,415,342,302
Q91819,183,194,150,121,252,143,181,106,25,133,129
Q91820,59,101,25,297,102,110,98,39,65,120,68
Q91821,272,125,99,341,257,122,182,97,98,318,163
Q91827,722,770,849,1576,1179,819,1418,1165,1087,856,871
Q91918,56,53,54,55,84,42,55,14,0,37,49
Q91924,295,380,468,515,602,302,681,385,260,244,303
Q91955,23,16,23,12,30,21,17,21,11,7,19
Q91994,23,18,19,75,0,12,98,21,42,0,0
Q91V01,332,405,264,604,451,259,243,245,164,237,233
Q91V14,142,178,215,115,209,88,143,167,27,43,177
Q91V37,750,1025,577,1265,885,592,1162,707,1404,1468,505
Q91V57,4,18,0,13,6,4,14,13,15,22,3
Q91V83,4,1,4,23,7,12,6,2,1,31,10
Q91VC9,64,95,44,183,91,45,100,87,52,113,47
Q91VE0,52,35,14,62,65,21,32,11,16,55,18
Q91VJ5,98,29,30,78,23,23,74,32,19,21,17
Q91VN0,0,4,0,10,2,1,5,2,0,12,6
Q91VN6,117,178,71,216,238,119,201,125,108,178,81
Q91VP7,61,59,37,118,74,66,77,27,57,132,54
Q91VS7,172,115,148,139,158,253,209,237,325,305,154
Q91VS8,455,576,334,800,487,328,461,387,297,523,366
Q91VU1,13,13,14,40,40,17,10,4,12,38,28
Q91VW5,422,149,78,753,428,198,318,155,162,763,244
Q91VY9,78,53,10,122,71,34,118,37,67,113,40
Q91VZ6,30,0,0,17,7,4,17,0,1,3,5
Q91W36,12,19,13,39,19,6,5,7,31,14,16
Q91W39,340,276,207,838,463,228,419,253,321,430,319
Q91W40,26,11,4,33,51,14,17,17,9,9,19
Q91W43,36,23,15,69,30,32,46,35,145,94,57
Q91W50,3331,3913,2789,5910,4430,2622,3694,2625,1601,2976,3184
Q91W82,4,1,2,19,6,3,13,22,1,39,2
Q91W89,140,214,84,414,281,135,137,91,91,178,175
Q91W98,0,5,0,1,0,0,0,0,0,0,0
Q91WA3,51,46,24,94,73,30,33,28,17,97,19
Q91WC1,97,90,53,118,128,60,124,76,39,40,108
Q91WC3,2,3,0,11,4,0,9,0,3,0,0
Q91WC7,521,822,728,878,1063,510,501,704,322,738,624
Q91WC9,3,0,0,12,11,6,0,0,5,0,6
Q91WD1,210,204,103,244,214,143,131,151,87,128,135
Q91WD4,96,104,43,129,100,16,123,96,43,77,92
Q91WE2,78,82,48,106,119,84,78,45,25,111,95
Q91WF7,24,6,1,41,36,27,13,5,5,18,29
Q91WJ8,572,628,252,1039,833,318,736,346,277,461,459
Q91WK0,766,869,574,984,919,608,871,540,401,667,561
Q91WK5,596,431,317,607,702,293,557,342,205,422,296
Q91WK7,0,1,0,7,0,0,0,0,5,5,0
Q91WN1,52,48,20,48,35,39,49,22,13,35,19
Q91WQ3,296,482,397,518,626,322,290,391,312,192,434
Q91WQ5,3,0,0,2,3,0,0,0,0,0,0
Q91WU5,166,104,89,294,342,153,189,52,44,94,176
Q91X17,19,28,24,18,27,7,76,10,52,33,14
Q91X20,136,163,145,245,196,105,147,114,38,46,127
Q91X78,2,0,0,0,0,0,0,0,0,3,0
Q91X96,262,465,186,412,376,209,214,221,121,207,237
Q91XF0,340,83,24,250,207,43,84,32,267,51,22
Q91XJ1,25,17,10,33,30,14,26,7,12,8,18
Q91XP5,28,41,62,98,129,42,55,64,12,12,97
Q91XQ0,1,0,1,4,0,3,1,0,12,3,0
Q91XU0,80,49,25,108,61,33,63,17,2,44,26
Q91XV4,35,59,33,68,54,39,67,33,19,61,39
Q91Y47,1,2,0,3,0,3,3,0,0,0,2
Q91Y77,83,2,1,33,55,0,34,4,20,12,6
Q91Y86,4,21,3,23,1,4,12,14,13,36,17
Q91YA9,340,192,105,488,392,106,190,95,70,193,174
Q91YE6,170,261,166,358,295,175,243,251,74,173,129
Q91YI0,3,0,0,12,3,0,0,4,5,0,2
Q91YI6,52,148,72,212,58,61,47,84,22,89,41
Q91YJ2,215,186,115,404,244,104,208,94,102,106,112
Q91YK0,69,74,34,169,174,73,65,64,56,219,149
Q91YL7,0,0,5,5,7,1,3,4,5,5,0
Q91YN0,103,136,65,142,135,90,114,134,60,101,106
Q91YN5,74,123,27,188,196,128,224,161,432,325,74
Q91YQ1,18,5,19,55,28,12,10,11,70,40,17
Q91YT2,407,525,236,470,510,298,431,339,244,546,335
Q91YU8,425,353,174,597,443,314,366,156,111,216,478
Q91Z92,15,25,0,31,10,28,24,5,10,7,18
Q91Z96,0,0,0,3,0,0,0,0,0,6,0
Q91ZA3,9,1,6,3,5,2,6,2,12,10,6
Q91ZA6,0,0,0,4,0,0,0,0,4,1,0
Q91ZH7,37,74,112,74,42,37,27,121,21,21,43
Q91ZI0,5,0,0,2,1,4,14,4,2,23,0
Q91ZN5,112,96,36,225,162,83,94,48,143,349,57
Q91ZQ0,162,224,101,511,220,103,109,118,79,149,161
Q91ZR3,1125,1362,1040,2025,2242,562,931,515,103,450,1441
Q91ZR4,461,569,418,1220,616,441,536,603,552,741,448
Q91ZU0,174,128,84,374,188,166,166,73,136,338,132
Q91ZU6,8926,11981,6459,15431,13055,8136,7307,5615,4026,13316,9314
Q91ZW1,19,25,20,62,30,24,14,25,9,63,19
Q91ZW7,3,1,0,4,0,0,3,0,3,0,0
Q91ZW8,2525,184,699,413,398,261,54,93,35,50,367
Q91ZX6,0,3,5,4,0,1,0,1,0,9,0
Q91ZY6,28,34,26,35,35,24,23,6,9,12,26
Q91ZZ5,6,10,1,7,12,3,1,2,0,4,7
Q92047,6,0,0,2,20,9,2,0,2,0,4
Q92051,297,320,241,740,389,251,217,295,235,541,238
Q92072,64,76,59,98,112,64,45,22,1,47,72
Q92095,142,102,100,246,120,61,228,111,90,112,58
Q920A1,2,3,0,1,3,0,2,0,0,0,0
Q920A5,1171,1466,801,974,1001,799,1071,685,578,978,550
Q920B9,34,9,9,49,37,4,16,29,14,4,32
Q920F3,33,15,26,91,52,33,35,46,88,117,33
Q920J3,187,136,186,247,180,123,109,131,31,58,167
Q920L7,87,82,57,144,139,53,73,91,19,128,70
Q920M9,181,281,114,312,238,194,206,151,135,284,125
Q920N2,116,192,140,316,334,165,118,149,47,115,208
Q920N5,20,14,0,39,46,9,35,11,32,30,27
Q920N7,1,2,0,0,7,0,2,0,0,2,8
Q920Q2,0,0,0,8,0,5,0,0,0,10,4
Q920Q4,381,473,251,632,705,367,424,204,159,399,338
Q920Q8,770,1031,483,1269,1096,820,1157,838,1318,1188,636
Q920R0,5,5,0,13,14,5,9,1,3,18,26
Q92110,0,73,9,3,1,21,81,14,90,1,5
Q92113,421,445,188,674,419,299,316,149,98,672,286
Q92177,5,1,4,49,3,2,19,13,5,24,2
Q921A2,102,68,42,173,175,81,88,39,58,58,99
Q921C3,15,1,0,20,4,2,0,2,4,14,1
Q921C5,147,204,131,278,194,204,156,82,80,197,126
Q921G7,0,0,0,0,0,0,0,0,0,0,0
Q921G8,3,3,0,16,0,4,6,0,11,13,3
Q921L7,0,0,2,3,3,6,1,0,0,8,0
Q921M3,0,0,0,5,3,5,0,4,18,0,5
Q921M4,510,703,416,746,705,327,463,306,149,563,409
Q921N6,555,391,669,767,700,389,515,685,142,213,486
Q921Y2,32,16,11,59,56,40,36,8,13,64,28
Q922B6,221,211,168,338,286,159,195,153,126,192,238
Q922D8,1,0,0,13,2,1,4,3,5,5,4
Q922E4,15,36,15,37,28,28,24,47,46,59,14
Q922H9,0,0,16,3,10,0,19,0,9,4,1
Q922K7,166,244,234,304,216,141,238,253,44,106,167
Q922Q1,170,100,92,158,178,93,205,105,57,122,81
Q922Q5,111,148,45,163,168,87,110,105,44,89,77
Q922Q6,2,6,0,1,0,0,0,0,0,0,1
Q922R8,400,1681,303,626,508,344,722,272,227,468,300
Q923D2,55,51,42,80,72,37,51,26,27,109,47
Q923D5,234,546,337,496,434,241,308,344,162,358,235
Q923G2,71,146,58,90,83,64,74,59,23,70,57
Q923J1,33,38,17,71,94,19,37,7,7,31,31
Q923J6,0,2,6,0,11,2,3,0,5,14,3
Q923L3,107,178,101,215,269,130,425,257,309,315,137
Q923Q2,461,352,348,870,462,278,387,239,1044,246,275
Q923S9,66,133,66,156,151,78,126,110,349,16,70
Q923Y1,104,145,71,137,164,72,91,66,32,62,115
Q923Y3,4,4,2,10,1,1,5,5,5,3,4
Q923Y6,126,93,52,89,36,33,70,25,29,16,51
Q923Z4,170,168,132,100,202,180,127,125,138,83,159
Q92484,15,2,17,69,22,21,23,73,56,39,27
Q92485,63,74,51,122,34,29,11,48,4,2,28
Q924A2,7,13,15,49,18,9,12,22,43,43,9
Q924H0,252,347,180,496,318,207,247,170,161,281,234
Q924L9,270,269,186,262,272,90,128,118,31,33,221
Q924M5,0,1,0,0,0,0,0,0,0,0,3
Q924S5,82,60,15,166,72,55,46,16,58,57,34
Q924T3,27,19,16,18,20,17,16,5,0,21,17
Q924V1,0,2,0,0,2,0,2,5,2,0,2
Q924W5,1,2,6,5,0,1,0,0,3,1,0
Q924X7,10,13,1,15,5,6,11,2,26,41,9
Q924Y0,6,3,1,14,6,10,17,2,8,6,6
Q92503,14,13,21,40,13,14,18,21,175,41,14
Q92506,39,139,40,105,123,54,92,60,67,126,90
