Entry,oann_c1,oann_c2,oann_c3,oann_c6,oann_c7,oann_c8,oann_d1,oann_d3,oann_d6,oann_d7,oann_d8
Q4U1U2,77,367,144,152,175,122,201,525,120,146,119
Q4U2R1,370,263,307,566,434,256,290,372,158,448,273
Q4U4D2,5,6,2,16,7,6,4,1,0,11,2
Q4U4T0,35,270,235,265,107,41,20,337,10,37,46
Q4ULZ2,0,0,0,1,0,0,2,0,0,1,0
Q4UMH6,563,397,262,705,467,272,241,142,133,377,241
Q4V7C7,319,353,291,830,477,282,386,310,434,961,239
Q4V7F2,11,64,0,12,5,1,12,0,3,8,4
Q4V7L5,136,209,120,150,128,119,151,154,88,69,105
Q4V7N4,13,10,0,13,16,4,19,7,11,11,4
Q4V7Q6,379,455,226,852,642,316,394,304,163,476,373
Q4V7Q8,34,45,8,18,38,28,43,34,8,26,20
Q4V7R2,0,1,0,1,3,0,2,0,0,0,0
Q4V7T8,4,13,2,3,17,11,23,15,14,7,12
Q4V7W3,581,484,281,492,431,255,852,554,313,243,307
Q4V832,95,93,29,176,167,84,117,31,18,84,188
Q4V838,23,26,8,79,49,33,37,3,28,26,27
Q4V847,56,54,33,70,93,31,49,25,7,20,45
Q4V860,367,420,167,416,487,284,319,219,43,291,307
Q4V869,31,21,12,71,54,4,10,4,0,9,15
Q4V8A2,113,110,61,174,196,117,121,61,28,155,122
Q4V8B0,153,160,79,350,218,175,111,157,64,134,207
Q4V8D1,16,18,3,14,16,11,11,13,2,46,11
Q4V8E5,98,70,44,134,147,58,101,76,26,77,78
Q4V8V1,15,8,11,32,20,38,13,17,19,26,11
Q4V8X0,176,194,141,237,181,165,191,172,150,201,116
Q4V8X4,222,334,234,300,360,228,239,216,67,157,260
Q4V8Y6,85,554,60,160,130,75,76,42,28,86,125
Q4V8Z3,58,154,87,109,134,99,79,74,37,96,71
Q4V9P6,60,143,167,113,99,31,75,142,21,60,66
Q4VA61,7,9,0,15,5,7,6,8,4,19,0
Q4VAA7,257,304,169,593,122,141,382,318,363,146,125
Q4VAE3,11,19,7,25,21,9,15,13,21,18,24
Q4VBE4,1135,1921,694,1330,1435,681,1256,552,477,397,835
Q4VBI7,23,18,1,38,25,7,21,7,11,25,16
Q4VBT5,100,138,65,262,241,83,108,62,59,109,144
Q4VC17,11,6,2,19,12,6,11,1,20,4,7
Q4VCS5,123,179,106,261,174,104,110,107,80,47,153
Q4VIT4,24,67,10,40,41,22,33,27,55,96,27
Q4VSN1,218,136,42,224,140,75,136,72,24,108,108
Q4W5Z4,478,1255,328,698,668,488,1044,457,347,657,331
Q4ZHR9,3,2,0,6,0,1,0,0,1,12,0
Q4ZHW1,91,144,135,91,180,55,94,120,16,0,110
Q4ZIN3,207,140,83,329,252,166,158,80,87,343,115
Q500U8,0,1,5,8,0,0,0,1,0,3,0
Q501I9,240,174,95,243,169,108,341,104,84,172,122
Q501J6,2425,1706,947,4089,3914,1514,2809,1328,1442,3630,2057
Q501L1,71,47,55,102,108,72,78,59,47,52,50
Q501Q9,383,643,254,541,485,220,492,497,330,188,328
Q502I9,54,47,7,154,110,21,51,50,76,159,34
Q502J0,22,17,10,55,31,9,4,5,4,26,16
Q502K2,272,171,157,348,330,228,216,174,82,142,252
Q502K3,125,158,126,312,197,130,250,269,231,225,148
Q502L2,7,4,11,31,16,17,12,4,2,27,9
Q502W6,89,114,22,93,117,55,103,65,33,121,61
Q503C8,1,2,0,6,5,3,0,7,0,2,4
Q503I8,218,528,200,358,391,186,221,143,156,196,239
Q503L4,125,236,53,149,144,162,200,81,86,147,105
Q503M4,7,0,0,1,14,0,0,0,0,0,1
Q503P5,5,0,0,5,3,0,0,0,0,0,0
Q503Q1,10,66,0,19,24,8,12,10,0,6,17
Q503U0,5,19,6,15,13,6,15,2,2,10,17
Q503V0,24,51,16,97,46,23,25,33,27,55,20
Q503V1,26,6,0,23,34,4,27,17,31,122,6
Q503V9,209,344,135,359,289,182,451,243,245,312,156
Q504H8,706,1111,516,1055,1584,871,1058,550,95,1313,773
Q504N0,14,11,19,30,33,10,19,7,1,19,29
Q504N2,3,9,11,12,8,2,3,14,0,3,3
Q504Y2,12,62,28,15,40,13,0,29,0,23,21
Q505D1,6,6,0,20,22,9,1,0,2,9,5
Q505F5,129,188,105,122,172,104,156,141,33,75,86
Q505L3,5,0,1,4,3,4,0,0,5,2,3
Q50LG9,1,0,0,3,2,0,1,0,5,0,6
Q52I78,1093,1482,736,1254,1405,796,798,687,326,874,579
Q52KB6,222,197,226,298,327,117,127,148,36,48,181
Q52KI8,588,707,494,833,758,528,518,468,330,495,224
Q52KK3,3,7,1,18,22,6,12,4,2,18,5
Q52KK4,50,57,67,152,91,41,48,45,15,40,46
Q52KN9,360,478,250,451,546,244,481,360,136,217,287
Q52KR2,4,3,0,15,4,4,6,0,11,19,4
Q52KV5,102,59,67,189,78,59,129,40,43,121,45
Q52KW8,82,152,109,130,185,92,80,58,45,85,65
Q53F19,130,150,94,136,163,95,177,198,87,79,100
Q53FA7,158,256,130,368,284,190,444,162,140,226,196
Q53FZ2,327,323,181,301,334,104,149,81,21,71,174
Q53G59,0,96,0,6,0,0,0,0,0,0,0
Q53GL7,48,107,134,81,111,64,37,84,8,40,61
Q53GS9,21,18,8,39,21,18,28,24,5,39,28
Q53H12,84,111,23,175,75,56,56,123,22,59,65
Q53HC0,229,402,153,320,373,200,407,409,167,182,197
Q53HC5,72,42,42,34,92,24,47,22,1,21,47
Q53T59,209,166,94,272,317,129,189,129,52,263,123
Q53TS8,2,0,0,0,23,1,2,0,0,0,4
Q54271,634,350,244,446,633,364,914,377,897,397,348
Q54468,2,3,5,8,44,3,43,15,3,0,11
Q54AX6,0,1,0,8,2,0,0,3,0,0,2
Q54BI5,5,0,2,10,8,15,0,1,0,0,0
Q54BM3,100,98,72,114,149,103,89,63,19,68,64
Q54BU4,2,5,2,5,11,1,5,0,6,4,9
Q54CH1,228,249,158,364,320,162,160,132,83,172,222
Q54E35,2,3,0,14,4,0,2,4,4,1,9
Q54E83,0,0,0,0,5,0,0,0,0,1,0
Q54EW2,40,10,28,241,100,66,82,65,66,101,53
Q54F23,0,1,0,0,0,2,0,0,0,0,0
Q54F46,69,18,0,118,0,0,68,0,0,37,62
Q54H46,3,10,15,28,2,5,1,2,5,0,0
Q54H55,27,51,18,56,93,26,29,25,3,36,34
Q54IP4,47,86,44,169,76,57,48,67,8,84,49
Q54KA7,158,266,133,382,191,85,287,209,147,212,119
Q54KL5,39,39,40,63,49,38,38,36,18,31,27
Q54L00,239,237,350,355,491,214,169,328,115,353,236
Q54LN4,1,0,0,0,8,1,0,0,0,14,6
Q54LY5,10,2,0,0,1,0,1,3,0,3,1
Q54MZ4,139,200,142,244,358,106,152,284,0,0,102
Q54NA6,239,251,177,232,217,84,247,153,24,80,111
Q54NC6,9,3,0,5,14,3,11,0,0,16,4
Q54ND5,0,0,6,4,0,0,0,0,0,0,0
Q54P70,219,260,311,974,449,506,190,186,133,1501,388
Q54P77,134,416,169,177,251,77,176,138,25,76,138
Q54PH5,11,29,3,22,9,11,4,2,5,16,14
Q54PP7,0,0,0,0,2,0,0,0,3,3,0
Q54PR9,51,15,9,17,42,19,32,3,4,15,27
Q54QR3,300,463,293,631,498,359,409,680,451,580,393
Q54QU8,7,4,16,8,20,8,22,10,35,10,12
Q54RA4,124,150,107,265,210,92,107,104,55,105,73
Q54RB7,1087,1546,689,1588,916,576,799,696,263,575,629
Q54S12,110,105,40,157,134,57,85,58,83,32,61
Q54SB6,172,101,137,485,217,157,62,83,110,496,216
Q54SP2,6,3,1,15,3,0,2,0,1,16,6
Q54T82,0,1,1,9,0,0,0,2,0,0,0
Q54TD7,42,15,45,148,141,43,92,31,13,54,129
Q54TM7,124,0,17,342,9,4,135,3,232,10,4
Q54TR1,53,91,158,89,169,66,15,75,3,17,106
Q54U75,911,1039,651,1525,1097,564,1075,854,392,687,624
Q54UT2,131,147,105,224,163,95,110,127,39,92,114
Q54V61,166,283,94,171,205,115,151,108,89,107,100
Q54VC0,80,575,298,155,126,41,93,832,13,51,108
Q54VJ1,32,33,16,19,40,35,38,22,21,28,25
Q54WH2,102,99,38,140,157,78,73,36,28,126,39
Q54WS5,0,0,0,0,0,9,1,0,0,4,0
Q54WX4,35,32,6,69,82,26,9,3,16,39,35
Q54YP4,75,37,27,127,104,33,87,42,13,36,52
Q54YW4,0,0,0,1,6,0,2,0,8,0,0
Q552M5,77,60,28,176,121,78,55,39,10,50,79
Q552Z6,7,22,24,26,27,5,13,22,11,6,10
Q553D3,63,6,28,102,58,44,32,32,17,44,30
Q556Y8,3,2,10,32,1,3,3,22,38,18,16
Q557E9,2,1,0,7,2,0,6,0,4,15,4
Q559T8,31,36,103,81,73,27,53,115,40,60,31
Q559X6,16,14,0,7,28,4,9,3,3,16,10
Q55B10,1,9,4,7,2,0,2,5,0,0,5
Q55C17,9,18,5,31,11,18,17,11,0,4,26
Q55C58,3,66,0,14,13,0,2,0,4,0,52
Q55CD9,6,9,16,5,8,2,6,7,7,54,2
Q55DA0,8,0,8,0,3,3,4,6,22,8,0
Q55DL2,22,28,3,16,34,7,17,7,5,18,14
Q55DW4,0,0,0,5,4,0,3,0,8,0,0
Q55E31,275,307,129,636,293,203,212,225,33,190,231
Q55E58,583,502,391,1037,823,354,500,355,154,515,459
Q55FU9,24,42,42,72,14,12,31,46,91,37,14
Q55G75,363,265,112,485,346,160,451,215,437,216,201
Q55GQ5,15,10,0,90,9,14,90,15,368,29,20
Q55GU0,431,7,12,423,7,10,320,13,36,7,4
Q561T9,40,28,14,116,64,51,33,15,66,135,49
Q561X0,327,843,487,635,547,539,312,433,289,529,582
Q562C6,27,22,31,46,21,19,39,25,24,56,34
Q562D6,1,1,0,4,5,0,1,0,0,0,1
Q562E7,109,162,81,109,162,61,99,40,28,60,63
Q566C7,47,325,63,109,52,71,100,118,229,44,63
Q566J8,8,0,0,13,18,11,7,0,3,12,5
Q566L8,359,431,135,358,396,260,290,92,112,316,179
Q566N0,5,9,2,7,22,20,16,2,6,6,7
Q566X8,663,651,313,806,486,296,484,485,253,298,370
Q566Y1,0,0,0,6,0,1,4,1,0,0,5
Q567I9,54,92,20,76,32,38,235,97,170,56,44
Q567U6,31,14,7,56,42,34,0,0,0,21,32
Q567Y6,87,205,101,76,132,80,109,147,30,105,66
Q567Z6,317,459,355,433,342,282,338,435,218,270,192
Q568D2,71,132,23,67,50,58,74,118,36,127,43
Q568K5,200,193,124,294,170,151,198,130,66,162,114
Q568Q0,30,49,26,133,32,42,28,17,39,52,44
Q569B7,121,166,105,93,138,60,110,129,36,124,51
Q569B9,20,35,20,64,31,33,32,40,13,45,43
Q569C3,51,27,50,37,75,47,24,11,2,65,54
Q569C4,25,22,11,48,18,15,14,25,0,32,24
Q569D5,15,11,154,116,59,57,2,10,4,48,70
Q569L8,25,13,2,53,38,24,12,8,0,18,15
Q569U0,1,0,0,2,1,3,1,0,2,0,2
Q569Z1,873,1014,444,1107,826,508,1018,520,587,866,512
Q569Z5,319,216,66,564,288,154,450,147,139,208,223
Q56A06,433,374,188,373,507,212,295,180,36,254,280
Q56A24,3,0,0,18,0,0,8,0,0,0,1
Q56A35,0,1,0,0,0,0,0,0,0,0,3
Q56A36,49,19,4,50,51,18,21,4,0,27,49
Q56A40,0,0,0,0,0,0,2,0,0,2,3
Q56A55,296,394,325,380,452,320,299,393,298,361,337
Q56JW4,4,3,5,11,3,2,2,10,5,1,2
Q56JY1,17,21,13,33,34,18,24,17,3,13,23
Q56K03,10559,16055,8598,10831,17296,12490,14815,14800,7734,21535,7531
Q56NI9,3,0,0,6,2,1,0,0,0,0,0
Q56P03,640,1094,614,1009,718,450,696,672,348,691,359
Q56R14,249,386,127,448,416,234,237,172,112,404,212
Q56UN5,353,415,173,886,268,232,482,471,149,424,231
Q56W64,397,318,170,588,354,146,222,128,55,122,232
Q56X76,8,9,1,16,15,8,6,0,0,5,4
Q56Y42,13,6,7,51,34,4,10,9,8,36,19
Q570Y9,57,34,58,61,37,35,26,24,31,16,30
Q571E4,29,3,1,36,23,12,40,9,44,22,25
Q571F5,67,47,43,142,141,68,114,45,223,56,117
Q571I4,594,591,360,645,873,261,297,204,53,412,407
Q571I9,204,208,81,445,177,143,200,93,101,184,101
Q57664,277,123,43,560,236,128,145,56,127,255,98
Q57951,23,32,53,48,54,116,42,159,113,126,69
Q58338,0,15,0,134,45,6,8,0,31,21,5
Q58588,319,432,188,499,297,251,327,246,106,301,204
Q587J7,0,0,0,6,0,1,0,0,0,16,1
Q588U8,2,12,0,60,6,20,0,4,1,40,29
Q58A42,361,769,319,486,986,467,1416,573,1904,494,474
Q58A45,2,2,0,14,0,2,1,11,12,17,2
Q58A65,653,827,346,1040,896,419,652,343,298,655,474
Q58CP2,78,137,40,117,58,43,126,91,47,39,40
Q58CQ9,280,402,206,691,364,211,258,156,325,427,202
Q58CR4,40,50,31,50,43,23,23,12,6,37,28
Q58CS7,52,84,32,108,68,49,69,66,88,77,64
Q58CU0,18,27,8,44,11,13,9,9,4,36,10
Q58CU2,517,757,455,828,806,452,707,504,298,931,371
Q58CU3,5,13,0,28,28,0,13,1,6,15,9
Q58CV6,447,354,430,1763,964,650,921,653,669,1559,571
Q58CZ2,4,6,0,7,4,1,13,6,11,32,7
Q58D06,8,0,4,5,19,0,4,1,0,7,4
Q58D13,3,3,0,7,2,3,1,2,0,9,4
Q58D55,168,120,56,284,160,107,200,44,75,168,75
Q58D65,58,50,34,151,69,27,45,37,17,47,37
Q58D72,51,33,39,143,124,48,58,27,48,184,50
Q58D84,513,576,246,847,484,369,350,172,269,372,352
Q58DA0,301,441,200,323,297,200,455,273,213,178,215
Q58DC0,10,32,22,56,29,16,28,23,16,36,24
Q58DC2,188,175,110,226,340,209,219,125,58,266,244
Q58DD0,0,0,4,4,0,0,2,0,0,0,0
Q58DF3,218,373,189,289,268,134,299,230,182,165,163
Q58DG1,399,451,252,668,527,361,440,303,278,468,344
Q58DM3,0,3,0,4,0,0,0,0,2,0,0
Q58DM4,37,73,45,81,42,33,54,70,32,33,35
Q58DS5,467,602,388,574,786,357,645,399,216,540,464
Q58DT1,16109,21333,12550,11008,21980,15327,24415,20286,7887,39398,9007
Q58DT4,51,99,51,85,50,78,44,24,40,114,47
Q58EA0,83,50,57,164,92,89,121,140,169,212,90
Q58EA2,1438,1611,1003,2359,2197,1221,1593,1054,558,1414,1157
Q58EB4,21,22,15,28,46,10,23,9,3,17,23
Q58EK3,130,158,138,191,215,162,144,199,105,268,106
Q58EK5,114,116,69,281,135,91,91,59,26,88,116
Q58EN8,368,466,357,467,569,267,311,300,69,132,424
Q58EX2,100,106,138,73,157,79,107,35,33,63,33
Q58EX7,945,385,342,947,705,365,481,208,137,409,409
Q58G59,1,6,0,2,0,2,3,1,0,7,0
Q58HI1,74,147,79,153,113,58,94,89,22,49,95
Q58L91,18,2,0,46,16,6,0,9,15,10,11
Q58WW2,33,14,9,66,70,21,30,9,3,29,22
Q59002,2,3,0,2,0,0,0,0,0,5,0
Q59022,20,7,12,17,3,0,15,13,0,5,9
Q593B6,0,0,0,2,2,0,0,0,0,0,0
Q59A28,197,420,166,289,259,195,248,242,107,290,151
Q59E83,0,0,1,2,0,3,0,6,2,0,0
Q59I44,175,445,128,163,128,118,149,114,29,56,80
Q59J78,102,157,63,187,176,79,142,146,19,191,88
Q59LX9,0,0,0,3,3,0,4,0,10,0,0
Q59RQ0,4,59,71,266,197,88,8,18,13,104,162
Q5A761,19,16,0,19,44,8,22,16,12,7,20
Q5A762,15,0,43,7,12,15,22,72,0,0,11
Q5ACK7,3,0,0,1,0,0,0,0,0,0,0
Q5AF03,211,292,192,166,157,101,403,252,101,80,123
Q5AT15,0,0,0,0,5,0,0,0,0,0,0
Q5AXT5,0,0,0,10,0,0,0,0,0,4,0
Q5B995,0,2,0,5,2,0,0,0,4,5,1
Q5BB35,11,24,8,33,14,11,14,12,0,12,11
Q5BEJ4,0,7,0,0,0,0,0,12,9,10,1
Q5BIM1,128,60,38,101,113,52,139,96,234,130,45
Q5BIM8,57,61,38,175,79,39,103,20,50,26,27
Q5BIN5,1045,1090,832,1382,1235,772,1190,1042,537,1092,690
Q5BIW4,38,23,33,119,80,47,27,30,15,67,57
Q5BIZ0,51,120,16,70,28,25,89,68,36,20,23
Q5BJ78,1553,1611,718,1879,1479,1127,1897,1182,1141,928,898
Q5BJA5,1746,2160,1096,1516,2785,2314,3773,2660,793,1916,2138
Q5BJC4,0,0,0,6,1,0,0,0,0,0,2
Q5BJE1,209,217,98,401,341,155,304,140,192,255,202
Q5BJF6,108,74,59,177,214,107,129,38,16,113,93
Q5BJI9,220,394,177,265,340,194,468,303,319,429,180
Q5BJJ7,192,103,126,166,220,139,212,86,54,112,122
Q5BJN5,52,38,24,97,52,52,101,18,43,35,34
Q5BJP5,6,7,0,11,7,6,17,14,0,6,3
Q5BJR8,1299,828,493,690,1146,433,754,344,184,555,359
Q5BJU6,202,266,109,606,292,145,499,470,662,271,138
Q5BJW3,98,122,71,167,139,93,106,59,51,79,78
Q5BK09,8,7,1,42,10,12,11,16,27,18,5
Q5BK18,115,204,118,196,233,94,176,141,97,156,116
Q5BK30,165,93,58,163,145,64,131,96,8,54,90
Q5BK62,111,174,66,95,233,100,46,101,20,136,108
Q5BK63,98,146,54,180,164,83,220,77,97,133,120
Q5BK76,1,7,2,12,20,0,7,8,0,0,1
Q5BKC9,459,504,396,1116,666,447,526,504,435,391,479
Q5BKL0,850,550,542,1422,1190,831,2509,1317,1393,1296,855
Q5BKL1,0,28,114,3,47,39,0,49,0,0,0
Q5BKL8,1,1,2,6,3,0,1,2,5,9,3
Q5BKR2,127,148,87,167,159,64,111,131,29,57,113
Q5BL07,2,0,0,12,2,0,2,0,0,4,3
Q5BL50,2,0,2,5,0,2,0,5,3,7,4
Q5BLE8,13,12,7,31,20,3,10,8,8,16,2
Q5BN46,215,530,118,218,220,196,486,435,333,355,193
Q5C9L6,28,58,2,48,35,25,21,42,11,25,13
Q5C9Z4,23,18,13,95,47,26,24,9,23,12,27
Q5D013,61,63,39,55,54,34,56,46,38,14,43
Q5D0E6,11,22,20,48,47,17,11,16,1,3,42
Q5DRA2,0,0,3,1,5,4,0,0,1,0,0
Q5DRB9,2,6,0,7,11,7,4,0,3,15,9
Q5DRD0,2,1,5,2,22,2,4,0,0,9,1
Q5DTK1,0,1,0,0,0,0,0,0,4,0,0
Q5DTN8,2,3,8,4,10,1,6,3,5,2,4
Q5DTY9,65,84,45,39,114,46,101,36,47,31,67
Q5DU56,244,292,2,481,213,156,265,2,156,195,134
Q5DUB2,0,0,4,0,0,0,0,2,0,1,0
Q5E951,275,318,233,409,404,192,310,308,148,314,188
Q5E964,185,336,152,296,332,141,332,190,122,214,164
Q5E980,4,1,0,18,7,4,14,5,52,16,3
Q5E985,348,357,238,411,429,156,318,177,24,152,263
Q5E9C0,92,118,99,187,239,107,184,108,49,120,85
Q5E9D6,36,50,24,50,72,55,34,16,2,62,31
Q5E9E2,9,15,36,12,9,20,12,24,1,5,9
Q5E9G1,438,608,355,598,576,306,649,405,360,318,290
Q5E9G6,0,0,0,0,8,0,0,0,0,1,0
Q5E9H5,26,40,11,50,47,9,21,5,0,6,15
Q5E9H9,456,636,510,551,553,293,322,444,44,125,337
Q5E9J7,4,2,3,11,2,4,2,3,0,1,7
Q5E9J8,8,0,0,16,12,15,13,0,7,9,2
Q5E9M5,64,43,34,97,138,48,99,74,21,38,100
Q5E9M8,2,2,6,20,6,2,0,7,4,0,8
Q5E9N5,125,123,28,177,169,74,128,59,37,115,86
Q5E9N9,0,0,0,3,3,2,3,0,0,0,0
Q5E9Q3,49,38,20,53,40,17,57,15,4,29,16
Q5E9R1,0,0,0,8,7,1,0,0,0,3,1
Q5E9T4,124,31,7,395,79,79,121,17,298,66,53
Q5E9T6,0,23,0,2,0,0,0,0,0,0,8
Q5E9T8,42,24,22,56,45,13,34,45,9,30,39
Q5E9W3,88,53,51,111,180,60,130,61,21,105,83
Q5E9Z8,135,220,83,110,206,97,172,106,45,54,72
Q5EA03,100,120,35,90,95,47,69,38,9,71,38
Q5EA06,0,0,0,6,2,4,2,0,1,4,1
Q5EA10,46,44,41,60,48,20,47,27,4,33,41
Q5EA11,29,23,6,140,69,24,66,16,56,55,46
Q5EA25,5,1,0,11,5,2,0,0,0,13,0
Q5EA28,37,43,43,61,39,32,42,29,5,23,50
Q5EA33,29,54,39,57,52,12,59,31,12,29,32
Q5EA37,149,186,130,177,167,67,169,185,43,90,130
Q5EA41,0,4,0,2,0,0,0,2,6,0,1
Q5EA43,3,10,5,19,6,8,12,10,27,36,4
Q5EA50,763,586,468,891,1188,505,724,478,241,315,952
Q5EA84,225,126,231,506,182,86,129,227,193,177,96
Q5EA85,409,439,360,921,926,418,677,300,414,570,606
Q5EA98,13,6,0,22,15,24,24,3,13,14,11
Q5EAB6,92,118,45,189,64,75,81,55,48,97,100
Q5EAC2,63,94,60,302,75,84,73,46,60,174,136
Q5EAD5,314,429,218,449,450,235,329,258,151,349,277
Q5EAD8,17,86,29,48,39,28,104,59,15,114,20
Q5EAE3,0,0,0,0,1,0,0,0,0,0,1
Q5EAJ7,1038,2393,1391,2820,2219,995,1235,1736,616,877,1607
Q5EAQ1,58,24,50,107,106,59,56,62,12,98,44
Q5EAR5,61,77,47,97,67,55,46,29,19,60,47
Q5EAW4,221,101,101,118,216,78,202,50,0,34,163
Q5EAW9,0,26,7,5,0,0,0,0,0,0,0
Q5EB14,59,68,44,83,50,36,68,31,64,88,23
Q5EB68,19,11,12,23,22,13,29,8,9,8,15
Q5EB92,17,13,3,30,37,13,9,5,6,15,11
Q5EB97,160,255,107,179,189,131,174,155,58,205,85
Q5EBA8,54,42,82,75,70,40,78,75,50,0,62
Q5EBD9,32,15,4,64,79,30,22,3,0,32,56
Q5EBF1,690,710,271,835,892,379,587,353,314,517,424
Q5EBP3,52,34,30,79,84,15,70,29,4,16,23
Q5EE04,3,3,3,8,5,7,0,5,5,25,1
Q5F2E8,0,0,0,1,1,0,0,5,0,0,0
Q5F2F2,41,13,9,10,57,24,23,15,11,14,22
Q5F2L1,128,155,118,245,194,114,177,110,67,113,97
Q5F2N2,46,81,9,47,29,24,50,34,12,30,34
Q5F334,0,1,0,0,2,0,0,0,0,0,0
Q5F356,513,588,383,817,688,401,489,392,314,796,350
Q5F361,310,201,307,304,260,164,299,248,93,197,165
Q5F362,263,196,120,469,328,148,188,130,72,274,192
Q5F364,1062,1765,1153,2218,1484,900,1345,740,550,1441,912
Q5F371,23,3,0,9,1,3,8,0,2,0,3
Q5F383,244,388,170,402,443,187,335,280,289,210,267
Q5F3A6,69,130,34,105,198,72,130,20,20,20,94
Q5F3D1,9,5,0,24,11,16,12,4,2,19,17
Q5F3D7,130,132,33,263,170,101,95,39,41,92,127
Q5F3G6,0,0,0,9,16,9,11,3,11,31,10
Q5F3K0,153,335,168,286,180,105,143,105,19,72,158
Q5F3K4,461,610,261,599,367,261,578,384,189,257,260
Q5F3L1,2,1,30,8,0,6,7,33,14,20,1
Q5F3L7,143,147,33,149,123,77,152,82,28,52,115
Q5F3N5,66,47,28,60,58,26,78,25,2,53,37
Q5F3R2,1,1,0,7,7,9,4,7,6,5,0
Q5F3X0,0,4,3,20,23,4,5,4,2,33,3
Q5F3X4,230,312,179,456,348,216,252,103,95,204,263
Q5F3Z9,62,44,22,88,99,82,76,36,87,87,70
Q5F408,294,532,160,374,394,204,412,210,191,141,255
Q5F413,477,274,140,753,354,241,513,205,416,442,278
Q5F415,415,518,400,669,594,325,604,463,385,499,364
Q5F418,104,152,33,270,154,95,194,113,127,227,104
Q5F425,171,379,208,354,449,137,275,201,212,212,245
Q5F450,11,13,6,73,32,18,17,7,7,21,44
Q5F452,74,88,61,197,100,63,107,89,56,58,59
Q5F464,126,140,106,277,246,96,273,114,247,274,125
Q5F468,73,54,0,185,30,10,122,44,572,23,11
Q5F477,91,164,69,121,129,35,128,147,23,66,72
Q5F478,5,4,25,0,0,0,0,17,0,0,0
Q5F480,324,307,122,553,445,215,476,192,206,537,292
Q5F499,481,359,115,479,475,168,393,98,104,316,215
Q5F4A1,97,61,37,143,84,12,32,7,18,36,54
Q5F4A9,580,408,355,878,776,347,586,385,182,379,467
Q5F4B8,383,424,236,483,391,204,567,251,238,218,285
Q5FC79,5,0,0,2,13,2,2,0,0,0,0
Q5FVA9,19,26,23,71,61,37,42,42,10,65,26
Q5FVB0,31,64,52,56,51,48,31,36,35,27,34
Q5FVB2,583,566,367,729,795,450,612,442,185,391,433
Q5FVD7,1920,2756,1529,2974,2126,1488,2034,1597,990,1933,1219
Q5FVF4,44,21,14,112,25,33,49,4,50,73,27
Q5FVH2,64,60,65,79,169,202,57,129,37,94,184
Q5FVK8,64,109,72,140,93,76,73,104,38,104,45
Q5FVL2,18,41,20,99,46,40,63,30,74,65,52
Q5FVN6,0,336,0,0,257,125,0,0,0,219,187
Q5FVQ4,15,5,7,19,11,14,11,5,5,43,9
Q5FVR2,518,848,226,490,518,320,940,416,315,506,324
Q5FVR5,1,6,0,2,0,0,0,0,0,0,0
Q5FW05,16,67,39,86,68,37,20,8,6,12,41
Q5FW29,137,172,77,314,109,119,308,222,180,177,92
Q5FW46,0,3,0,5,2,3,1,0,0,6,5
Q5FW48,89,96,70,67,123,72,75,63,18,50,85
Q5FWF5,26,11,4,37,37,10,17,3,5,26,16
Q5FWF7,118,133,97,132,131,74,28,83,11,85,62
Q5FWL3,177,211,135,231,263,137,149,154,57,211,122
Q5FWM8,265,412,510,406,925,350,292,330,51,197,589
Q5FWQ6,101,152,52,259,170,47,166,94,75,98,67
Q5FWR0,255,283,145,310,274,171,203,95,36,141,196
Q5FYA8,5,4,6,8,3,4,5,0,0,15,6
Q5FYB0,350,284,114,545,165,125,578,123,195,295,136
Q5G872,361,2146,328,708,573,227,452,721,121,219,295
Q5GFL6,4,14,5,14,1,11,0,0,0,0,0
Q5GH62,0,1,0,1,0,0,3,0,0,6,0
Q5GH73,36,35,17,74,67,38,37,37,27,86,16
Q5GIG6,2,5,0,7,3,4,0,1,16,11,2
Q5GJ04,16,40,39,31,78,16,18,20,14,29,20
Q5GLH2,491,638,350,1005,677,590,894,932,1205,813,603
Q5GN48,209,130,43,621,283,153,300,117,215,492,165
Q5GRG2,5,4,0,0,2,6,0,0,0,0,2
Q5H8A4,4,4,0,9,20,1,7,0,0,6,1
Q5H8B9,0,0,0,3,0,0,8,0,0,6,0
Q5H9R7,34,39,45,114,65,35,51,41,64,200,36
Q5H9S7,85,71,31,114,105,58,83,69,31,44,54
Q5H9U9,0,1,0,8,4,0,1,0,0,8,0
Q5HYA8,4,0,0,7,2,0,2,0,0,2,3
Q5HYC2,0,3,0,1,2,8,0,0,0,0,2
Q5HYK7,178,149,92,263,281,114,285,187,113,209,132
Q5HYM0,739,2329,505,2604,1471,563,1897,2081,1395,1307,822
Q5HZE0,621,623,346,880,675,337,457,323,295,429,433
Q5HZH2,99,78,60,176,203,66,59,51,14,111,125
Q5HZJ0,354,352,244,401,388,195,340,135,34,118,237
Q5HZL1,10,43,12,81,16,14,11,4,28,4,12
Q5HZP1,4,5,10,11,0,3,4,15,2,8,12
Q5HZP7,1,0,0,0,0,1,0,3,0,13,1
Q5HZQ9,22,11,3,21,13,6,4,10,6,38,13
Q5HZT0,32,54,16,67,37,27,32,30,13,61,24
Q5HZV9,47,126,17,171,178,22,0,0,0,21,87
Q5I0B9,0,0,0,9,3,5,6,1,6,5,0
Q5I0D1,466,437,244,644,532,417,521,339,145,706,369
Q5I0D7,904,784,288,958,1067,459,1062,439,483,356,565
Q5I0E6,55,169,82,362,105,54,40,56,19,33,61
