Entry,pstr_c3,pstr_c5,pstr_c7,pstr_c8,pstr_d3,pstr_d5,pstr_d7
Q96I25,563,975,360,573,556,617,374
Q96I34,672,1291,810,1032,892,892,666
Q96I76,2,37,1,0,2,70,0
Q96IK0,56,94,65,159,71,61,42
Q96IK5,359,628,291,554,406,404,109
Q96IR7,194,354,120,119,177,166,19
Q96J01,516,354,270,209,349,380,95
Q96JB2,15,10,19,0,4,20,0
Q96JH7,7,2,5,0,0,1,2
Q96JI7,4,4,0,9,0,4,0
Q96JQ0,12,27,10,2,1,0,0
Q96K19,221,331,228,293,165,249,67
Q96K80,1230,2070,1199,1714,1458,1821,710
Q96KB5,244,424,353,631,346,308,11
Q96KC8,5,6,4,0,3,6,7
Q96KE9,241,762,402,421,382,534,357
Q96KM6,3,3,18,0,10,7,0
Q96KN3,1234,1674,654,1263,1306,1000,454
Q96KP1,1118,1511,645,1094,1293,1559,674
Q96KR6,174,311,210,251,264,299,86
Q96L58,17,37,14,37,25,29,8
Q96L93,4788,6512,3771,4166,4238,4472,2567
Q96LB3,110,124,27,37,106,105,34
Q96LD1,1291,2962,1476,1676,1777,2081,638
Q96LI5,2815,3410,1811,3974,2087,2740,1440
Q96LJ7,991,1484,724,823,945,585,282
Q96LL9,908,1110,717,1293,815,843,785
Q96LQ0,356,289,182,253,300,385,284
Q96LR5,187,388,309,218,251,353,272
Q96LT7,409,360,178,294,380,430,223
Q96M11,173,171,123,322,201,181,94
Q96M20,252,442,99,174,451,632,659
Q96M32,444,453,255,355,549,583,614
Q96M60,908,273,174,198,1301,267,132
Q96MA6,288,299,181,213,458,269,243
Q96MD7,313,587,222,292,388,391,139
Q96MG7,314,285,235,374,329,186,96
Q96MN2,1736,587,81,233,1659,836,233
Q96MT7,73,50,23,7,31,37,24
Q96MU7,1134,1472,528,537,1146,1213,824
Q96MW5,304,327,117,205,237,239,116
Q96MY1,56,49,14,1,16,28,35
Q96MY7,126,245,209,155,221,236,144
Q96N23,37,7,3,5,5,6,0
Q96NH3,24,4,8,0,9,11,6
Q96NI8,332,574,183,314,321,405,188
Q96NN9,1937,2112,1168,1637,1809,1697,510
Q96NR8,119,127,90,151,115,177,37
Q96NU0,160,183,36,134,177,174,357
Q96P65,1180,806,417,817,920,798,951
Q96P70,0,4,0,0,2,7,10
Q96PD2,1,2,0,1,0,1,13
Q96PE7,1386,1732,1575,1648,1812,4033,3082
Q96PK6,938,1841,1311,2025,1213,1199,243
Q96PM5,2757,2029,895,1175,2363,1772,9558
Q96PQ7,282,853,247,541,248,229,131
Q96PR1,0,0,0,0,3,2,6
Q96PX1,2722,3977,2027,3195,2470,3508,2185
Q96PX9,4,5,0,6,2,2,3
Q96PY6,0,7,8,4,6,6,3
Q96PZ7,22,180,63,25,67,71,409
Q96Q15,125,39,47,74,11,40,5
Q96QE2,128,129,128,92,126,128,101
Q96QF0,0,0,9,0,12,4,0
Q96QF7,107,164,109,110,199,146,74
Q96QU6,138,307,200,233,269,188,101
Q96RI9,0,0,9,7,3,2,5
Q96RJ6,242,465,262,299,310,393,181
Q96RK0,395,308,193,241,67,195,80
Q96RK4,914,774,605,897,745,650,866
Q96RQ3,158,265,100,85,147,174,71
Q96RR1,474,1096,316,709,619,901,172
Q96RV3,9,32,8,4,14,5,25
Q96RW7,4456,10251,5666,6791,5484,6782,22968
Q96S44,1550,2166,1441,1852,1661,1964,906
Q96S53,5,2,5,1,6,0,0
Q96SF7,21,84,9,30,71,27,17
Q96SU4,1550,1904,980,1623,1284,1607,417
Q96SW2,318,365,214,354,297,385,305
Q96SZ5,950,882,447,698,713,1052,939
Q96T23,9,21,28,12,9,10,0
Q96T55,103,65,38,13,138,44,2
Q96TA2,2396,2436,1208,2192,1876,1827,1068
Q96UQ7,0,0,0,0,20,0,0
Q96V52,0,0,0,0,0,0,19
Q96W55,0,0,0,0,0,5,0
Q980A9,10,10,5,4,18,10,0
Q98864,55,42,35,8,12,31,7
Q98879,768,1171,673,989,740,957,204
Q988D4,0,0,0,0,0,0,0
Q98931,332,93,52,22,187,93,143
Q98943,132,180,87,210,149,164,48
Q98948,2672,2768,1517,2301,1952,1983,934
Q98982,115,554,199,458,248,233,23
Q98C21,0,0,2,14,1,1,0
Q98SN7,94,298,217,179,73,120,127
Q98SV0,344,1199,822,1092,516,956,51
Q98TR7,0,0,0,0,6,0,0
Q98TX1,1548,1287,954,1172,1240,1504,1462
Q98TX3,531,522,349,316,318,565,1029
Q98TZ8,89,123,92,83,92,103,120
Q98UF7,9,5,1,10,0,0,0
Q98UI9,561,1465,1268,1365,1139,1526,7330
Q98UK4,1663,970,959,2677,684,964,186
Q99002,0,0,0,0,0,0,0
Q99020,14402,11729,8245,12510,11016,13966,7858
Q99042,275,0,9,21,59,165,55391
Q99068,942,1714,637,1039,591,599,224
Q99315,7292,9146,4404,6442,6134,7915,2640
Q99385,23,29,96,49,45,6,4
Q99437,10,2,0,0,0,0,0
Q99442,2278,1045,959,2058,665,698,1010
Q99489,115,411,158,176,106,289,21
Q99542,316,182,430,259,839,376,611
Q99549,0,5,13,0,1,0,2
Q99571,273,247,112,187,264,160,76
Q99572,110,19,39,0,122,21,54
Q99578,1740,2286,1673,4145,1683,1935,1230
Q99614,398,615,398,251,458,505,171
Q99615,1110,989,617,928,699,798,364
Q99680,101,36,22,21,40,34,134
Q99685,278,784,372,711,335,683,113
Q99707,0,3,23,18,2,0,0
Q99714,21,95,13,8,16,41,14
Q99715,3892,8359,32,66,3014,8821,69
Q99728,0,0,3,8,0,0,0
Q99741,35,42,19,21,46,21,14
Q99758,122,115,27,21,22,36,52
Q99759,69,233,42,54,29,137,84
Q99766,890,705,387,656,665,593,114
Q99816,4,11,5,0,4,1,2
Q99853,339,161,167,155,244,345,26
Q99929,84,122,231,123,151,160,106
Q99932,191,380,312,489,278,499,304
Q99943,530,520,265,763,460,466,205
Q99999,139,306,8,116,153,209,92
Q99J23,55,228,27,87,33,101,13
Q99J62,86,94,80,129,142,123,9
Q99J85,233,7471,3534,3978,723,7153,2022
Q99J99,1055,1330,855,1808,942,1145,499
Q99JH1,0,0,0,0,0,14,0
Q99JI4,613,640,536,668,717,507,483
Q99JW2,121,590,58,134,265,504,66
Q99JY3,66,51,61,67,56,17,22
Q99JY4,24,10,0,0,0,0,48
Q99JY8,19,88,32,19,26,30,68
Q99K28,2314,2698,1845,2071,1980,2152,1560
Q99K85,3859,5555,2072,4829,3174,3300,590
Q99KV1,485,769,421,588,443,598,210
Q99L13,823,455,507,607,363,333,462
Q99L47,271,332,260,141,179,273,114
Q99LB0,1495,1665,820,1868,883,1344,1060
Q99LB7,0,3,1,0,1,3,0
Q99LG0,7,3,8,0,7,19,0
Q99LJ8,1157,1114,669,1241,802,1726,826
Q99LM2,2711,1138,804,1185,2300,3382,5038
Q99LM9,326,301,178,176,260,196,49
Q99LQ7,332,822,377,586,315,352,74
Q99LU8,1054,855,337,752,886,846,612
Q99LW6,476,790,392,701,498,472,204
Q99LX5,9,14,6,3,3,2,5
Q99M01,175,227,190,246,283,274,128
Q99M03,60,121,94,164,49,63,29
Q99MD6,3573,3205,1602,2993,2341,3467,3159
Q99ME9,20549,15606,9810,10315,10873,11301,6176
Q99MN1,806,1035,676,1237,647,756,229
Q99MS0,272,674,177,185,356,569,110
Q99MS8,198,248,131,224,229,227,66
Q99MT8,4,7,3,0,6,4,8
Q99MV1,12,12,0,0,2,5,0
Q99MV5,499,214,125,81,282,65,14
Q99MW1,322,35,512,343,362,38,598
Q99MZ7,83,193,42,73,153,123,35
Q99N01,13,6,0,0,0,2,0
Q99N10,139,95,114,51,40,64,65
Q99N42,159,302,222,214,192,232,281
Q99N85,416,565,375,348,526,548,234
Q99N95,194,551,241,244,249,407,46
Q99ND9,252,363,258,347,327,321,157
Q99NF2,397,610,324,678,571,406,164
Q99P25,20,8,16,21,10,15,17
Q99P75,91,84,17,28,65,86,59
Q99PF4,1769,1340,1308,1220,6246,10580,13971
Q99PL5,78,73,13,64,36,52,37
Q99PL6,363,584,382,368,365,540,184
Q99PV0,13,0,9,0,5,0,1
Q99PV3,653,1049,372,645,525,650,423
Q99PW8,547,604,316,643,575,457,633
Q9A8Z4,491,1747,957,637,644,859,143
Q9AR22,0,0,0,0,2,68,0
Q9ASR4,409,520,349,607,385,738,48
Q9AV81,0,0,0,5,1,0,0
Q9AXQ4,0,0,0,0,0,14,0
Q9AYU0,0,0,0,0,0,5,0
Q9BDJ5,7,129,22,97,41,40,5
Q9BE97,3676,6337,3995,4698,3778,5427,4493
Q9BHM6,0,0,0,0,2,0,0
Q9BHU1,0,0,0,0,0,0,0
Q9BLG4,0,4,13,0,6,6,5
Q9BMX5,68609,58680,72068,77558,44268,55151,25365
Q9BPL7,7,1,0,30,9,1,11
Q9BPX3,2525,3701,1885,3572,2439,2945,2290
Q9BQ16,464,809,208,365,333,405,320
Q9BQ24,569,1608,631,1166,602,1283,529
Q9BQ69,38,11,13,17,25,12,7
Q9BQ75,60,24,27,21,54,26,9
Q9BQP7,39,60,20,62,31,32,8
Q9BRJ6,138,195,142,162,197,133,92
Q9BRU9,163,228,123,158,194,129,45
Q9BS34,182,992,565,550,122,456,74
Q9BSE2,664,1309,1028,389,760,1419,1434
Q9BSJ2,465,814,225,216,608,612,118
Q9BST9,538,664,422,460,454,571,381
Q9BSU1,569,742,372,735,481,718,355
Q9BT23,430,548,448,319,270,322,905
Q9BT30,39,99,16,94,42,94,21
Q9BTA9,1636,2597,1390,1685,1383,2079,3257
Q9BTL3,409,652,717,643,671,703,143
Q9BTT6,10,10,5,20,2,10,0
Q9BTV4,307,203,110,135,436,214,12
Q9BU02,117,237,185,246,155,124,25
Q9BU70,29,87,27,50,32,66,18
Q9BU79,143,284,155,155,74,294,190
Q9BUD6,27063,2080,1519,4424,13569,15563,1951
Q9BUH8,448,389,896,847,670,1646,1619
Q9BUN5,348,552,429,356,307,428,114
Q9BUP3,918,1704,878,1526,1077,1206,299
Q9BUQ8,1358,1619,792,1169,1181,1107,624
Q9BUZ4,2401,3227,1038,2006,2285,2462,1343
Q9BV10,115,151,78,124,147,151,46
Q9BV19,1409,1090,635,1035,687,1015,1418
Q9BV44,1504,953,740,1534,1374,895,980
Q9BV90,345,907,405,603,463,632,168
Q9BVK2,844,580,263,568,668,571,574
Q9BVL2,446,788,416,658,492,578,199
Q9BVS4,1329,968,335,1150,1155,899,729
Q9BW71,192,212,73,164,188,99,52
Q9BW91,467,631,353,600,472,468,87
Q9BWD1,123,217,180,167,119,150,75
Q9BWH6,2,3,6,11,11,8,4
Q9BWQ8,2272,4892,2481,4531,2117,2869,1215
Q9BWU0,227,358,100,168,216,220,98
Q9BWV3,63,102,43,62,48,64,22
Q9BX10,1342,836,366,723,677,666,274
Q9BX67,17,0,0,0,10,0,0
Q9BX70,1738,3073,1744,3088,1656,2065,738
Q9BX74,294,629,345,397,328,493,230
Q9BXB4,961,1110,574,850,814,765,398
Q9BXP2,0,9,0,9,6,2,0
Q9BXS5,1022,2012,1106,1063,1195,1660,608
Q9BXT4,741,1310,890,1056,963,1064,422
Q9BXW4,3885,5201,2448,5540,2534,3510,4680
Q9BY07,0,0,4,0,0,0,0
Q9BY11,256,182,168,114,215,221,203
Q9BY77,418,1022,795,1124,665,746,244
Q9BYB4,0,3,5,0,0,6,0
Q9BYD3,116,217,165,68,206,182,61
Q9BYK8,1102,2320,723,1448,1203,1550,724
Q9BYN0,12,5,5,27,17,21,13
Q9BZ19,707,1153,373,1276,937,955,306
Q9BZ76,2,0,0,0,2,5,0
Q9BZC7,1331,1350,547,1141,970,839,1092
Q9BZE3,29,2,11,8,14,2,1163
Q9BZF1,1145,1720,772,1646,833,1155,437
Q9BZI7,874,1091,495,832,771,777,565
Q9BZM1,351,375,233,383,394,282,102
Q9BZM3,172,163,44,152,138,146,44
Q9BZR6,751,935,317,808,668,609,416
Q9C005,469,810,591,718,475,762,391
Q9C026,141,225,105,194,245,188,155
Q9C056,227,120,162,219,275,164,134
Q9C093,30,35,10,17,20,42,12
Q9C0D7,5146,4548,2287,5135,3697,5785,4432
Q9C0E2,6,17,3,0,1,0,0
Q9C0G6,1530,2311,869,1199,1612,2169,1084
Q9C0I9,375,238,165,274,382,292,85
Q9C0Y6,0,0,0,0,0,0,0
Q9C0Z7,0,0,0,0,0,0,0
Q9C285,0,0,0,0,1,0,0
Q9C505,851,425,1618,590,901,131,57
Q9C595,0,0,0,0,0,0,0
Q9C5A9,0,0,0,0,0,0,0
Q9C5D0,0,0,0,0,2,223,0
Q9C5M0,0,0,0,0,0,1,0
Q9C5W6,1661,3537,2624,2941,2150,2743,1123
Q9C639,0,0,0,0,2,32,0
Q9C658,1636,1188,1817,1302,1076,335,226
Q9C6L5,0,0,0,0,0,1,0
Q9C7E7,0,0,0,0,0,14,0
Q9C7F8,0,0,0,0,0,0,0
Q9C7S7,0,0,0,0,0,5,0
Q9C829,0,0,0,0,4,9,0
Q9C8F1,0,0,0,0,2,20,0
Q9C8J2,0,0,0,0,0,6,0
Q9C8K2,0,0,0,0,3,1,0
Q9C912,0,0,0,0,0,5,0
Q9C9C5,0,0,0,0,0,0,0
Q9C9K3,65,2,103,6,45,0,0
Q9C9U4,0,0,0,0,4,66,0
Q9C9U5,0,0,0,0,0,2,0
Q9C9Z1,0,0,0,0,0,0,0
Q9CA67,0,0,0,0,0,8,0
Q9CAE3,5,0,0,0,24,12,0
Q9CAF5,0,0,0,0,0,0,0
Q9CAJ0,0,0,0,0,0,0,0
Q9CAL3,0,0,0,0,0,4,0
Q9CAT7,0,0,0,0,0,0,0
Q9CL21,4,26,50,29,20,10,20
Q9CPU4,2505,4710,3562,4416,2515,3138,476
Q9CPU9,23,53,35,46,50,280,700
Q9CPV4,1830,2950,1123,2687,2112,3762,612
Q9CPV5,11,11,12,0,8,5,0
Q9CPW7,481,421,640,311,292,430,192
Q9CPX6,1615,2390,1256,2010,1736,1973,522
Q9CPX9,185,293,121,299,131,177,13
Q9CPY6,767,883,688,934,801,726,499
Q9CQ22,620,1140,660,906,652,950,1215
Q9CQ46,373,728,325,641,442,611,236
Q9CQ52,215,265,190,311,372,184,99
Q9CQE7,1,0,0,0,1,2,0
Q9CQE8,677,136,80,726,600,167,220
Q9CQG1,524,631,327,532,411,412,178
Q9CQJ4,814,861,502,555,583,875,402
Q9CQL5,92,141,88,74,81,137,22
Q9CQM0,220,329,200,249,307,332,92
Q9CQN1,589,640,300,378,595,611,284
Q9CQN6,1311,2865,1690,2427,1668,2502,693
Q9CQQ4,178,224,113,175,194,130,137
Q9CQR5,2071,6170,2437,4235,3417,2575,94
Q9CQS5,4,12,0,0,5,0,0
Q9CQT9,269,537,289,565,270,336,63
Q9CQX4,46,86,100,138,143,122,0
Q9CQX8,90,174,121,176,114,162,50
Q9CQZ7,201,251,236,270,252,225,102
Q9CR11,181,397,221,280,246,344,122
Q9CR16,375,417,266,212,409,437,161
Q9CR21,0,0,0,0,0,4,0
Q9CR24,459,667,337,526,660,651,366
Q9CR27,149,299,97,182,158,170,128
Q9CR35,246,1,712,217,419,236,466
Q9CR41,1123,1864,1208,1268,1130,1233,449
Q9CR48,1327,2047,1352,1772,1309,1551,794
Q9CR50,6563,12126,1930,4191,7371,9244,3062
Q9CR67,7,275,223,182,25,276,86
Q9CR68,1168,1734,873,1237,773,1023,970
Q9CR70,374,689,138,291,367,656,287
Q9CR76,68,164,122,213,116,104,33
Q9CR83,37,32,45,37,20,18,49
Q9CR92,319,326,383,273,386,292,341
Q9CRB8,545,928,509,811,576,737,260
Q9CRB9,1305,1351,865,1106,1598,1410,822
Q9CRC8,77,121,84,73,110,118,69
Q9CSH3,206,427,390,343,271,324,1480
Q9CSP9,528,208,33,172,527,267,112
Q9CTH6,432,381,176,246,379,444,176
Q9CU62,503,675,363,476,710,636,510
Q9CUX1,9,1,0,10,0,5,0
Q9CW79,16,16,2,7,8,8,8
Q9CWF6,692,1151,591,925,848,1089,327
Q9CWK3,252,589,291,417,392,359,120
Q9CWL8,103,133,65,111,133,147,19
Q9CWQ2,76,211,50,76,71,75,3
Q9CWR2,501,311,255,607,426,359,338
Q9CWZ7,1245,1436,746,1216,1941,1282,431
Q9CXC3,276,469,324,328,334,392,133
Q9CXE6,10,12,0,9,4,3,0
Q9CXF4,483,449,228,507,530,449,238
Q9CXI3,2382,3265,3070,1552,1582,2810,857
Q9CXK4,548,780,431,787,658,594,208
Q9CXR1,435,1019,573,680,541,770,347
Q9CY18,230,206,168,93,282,122,195
Q9CY64,1400,2306,1192,1635,1242,2007,1180
Q9CYA6,129,242,155,333,220,182,58
Q9CYH6,220,385,198,352,191,358,81
Q9CYK2,1006,2082,1174,1128,1020,1453,783
Q9CYL5,2464,5191,4318,2603,2535,3761,5805
Q9CYU6,740,511,350,1273,706,511,925
Q9CZ28,5673,5840,2709,4474,4420,4834,1577
Q9CZB9,407,581,246,428,434,629,312
Q9CZE3,311,346,300,349,191,289,192
Q9CZP0,142,205,104,197,274,222,36
Q9CZS3,524,318,78,212,397,201,15
Q9CZT4,509,1405,277,957,507,1051,596
Q9CZT6,210,199,96,163,178,191,47
Q9CZV2,148,100,34,55,41,29,33
Q9CZV5,633,379,178,299,535,308,344
Q9CZV8,3706,4299,2972,4367,2308,3304,3052
Q9CZX2,592,907,354,511,504,748,207
Q9D081,37,99,99,24,90,84,43
Q9D0B5,1389,1541,1132,1228,1698,2136,9179
Q9D0B6,252,370,233,219,215,244,76
Q9D0F3,926,1656,1157,1328,1101,1488,488
Q9D0F6,110,325,285,352,225,219,20
Q9D0F9,7,0,7,6,3,0,12
Q9D0I6,1418,1538,1504,3489,1579,1177,1605
Q9D0K0,150,359,189,355,268,296,54
Q9D0L7,192,203,176,162,183,210,52
Q9D0P0,271,335,235,338,364,309,181
Q9D0R9,472,308,203,256,547,305,193
Q9D0S4,601,1274,569,1251,570,800,199
Q9D0W5,113,341,107,215,190,276,103
Q9D0Z3,338,885,470,681,388,467,21
Q9D119,956,1857,846,1644,1655,1615,3314
Q9D180,430,508,381,382,602,710,599
Q9D1A2,2585,2848,2113,2001,2073,3583,2098
Q9D1L0,14523,1945,6855,2217,23393,6504,1922
Q9D1P2,560,1175,565,868,510,792,366
Q9D1Q1,30,24,39,17,55,35,12
Q9D1Q4,170,372,177,203,307,278,212
Q9D1Q6,1393,2544,1569,2768,1921,2968,1183
Q9D273,273,290,150,238,288,238,170
Q9D287,293,480,331,293,309,388,218
Q9D2C6,67,54,43,75,55,49,4
Q9D2G9,623,1354,741,692,1116,1400,2279
Q9D2J7,262,410,314,563,316,406,281
Q9D2K4,17,15,4,10,14,9,3
Q9D2R8,246,431,255,282,272,339,76
Q9D2V8,1016,754,426,675,721,965,799
Q9D305,0,0,0,6,5,0,0
Q9D338,681,1142,721,902,669,795,434
Q9D361,175,381,137,315,185,430,148
Q9D3B1,863,746,462,705,901,581,85
Q9D3D9,2157,1804,1568,1587,2680,1780,848
Q9D3S3,6,9,9,0,10,7,9
Q9D3U0,23,124,35,35,90,111,27
Q9D3W1,163,393,148,257,302,321,169
Q9D3W4,80,135,9,26,83,72,21
Q9D3W5,523,633,286,566,539,696,541
Q9D4F8,6,12,0,0,10,2,0
Q9D4H7,551,1996,946,1572,930,1110,681
Q9D4H9,235,397,277,241,359,314,112
Q9D4P0,197,178,118,139,138,155,307
Q9D531,44,157,69,99,61,98,8
Q9D534,315,735,358,289,277,618,312
Q9D552,350,417,225,261,405,546,361
Q9D554,612,630,356,383,577,668,369
Q9D581,147,148,207,191,220,183,184
Q9D5E4,382,579,575,560,630,693,249
Q9D5T0,0,0,0,0,0,0,0
Q9D5U8,947,1215,642,643,1153,1090,2889
Q9D687,100,206,170,79,159,190,204
Q9D6J3,2486,1780,1055,1609,1218,1596,1181
Q9D6K9,61,135,78,78,135,113,128
Q9D6P8,0,0,0,0,1,0,6
Q9D783,10,20,6,11,2,11,4
Q9D7A8,716,595,527,771,605,780,173
Q9D7B6,247,151,74,77,213,184,65
Q9D7J4,42,71,41,77,52,60,0
Q9D7M8,362,630,555,483,412,550,264
Q9D7P6,1851,4714,1656,1965,2012,2649,588
Q9D7X3,0,0,0,0,3,0,0
Q9D818,323,719,293,605,379,498,839
Q9D820,259,311,169,287,254,241,99
Q9D832,2083,2693,1483,3341,1761,3135,3176
Q9D844,116,224,117,188,101,118,88
Q9D8B1,295,724,148,253,371,341,69
Q9D8N0,4,7,2,0,1,0,4
Q9D8N6,521,708,256,578,574,376,86
Q9D8S4,0,0,0,1,1,0,2
Q9D8T7,878,1595,649,966,1041,1100,319
Q9D8U2,38,106,124,119,55,81,33
Q9D8X1,416,654,243,448,294,499,296
Q9D8Y0,1550,4174,2403,3660,1534,2867,716
Q9D8Y8,769,1198,613,1116,977,1101,635
Q9D8Z1,252,210,205,188,331,206,107
Q9D994,12,4,5,5,8,0,0
Q9D9B4,483,644,336,518,424,397,176
Q9D9K3,483,627,407,800,542,405,193
Q9D9M5,80,199,128,127,115,79,66
Q9D9N8,685,864,259,516,576,828,359
Q9D9S1,103,146,64,39,148,150,61
Q9DA15,30,103,14,56,69,28,51
Q9DA39,1856,3124,2614,4094,1710,2124,1323
Q9DAA6,615,728,572,833,751,660,221
Q9DAC7,88,125,47,74,74,107,31
Q9DAJ5,250,191,125,307,169,232,0
Q9DAK2,887,1223,865,1408,1591,1776,1456
Q9DAK8,0,0,0,0,1,0,0
Q9DAM1,992,1585,935,1571,1075,1300,579
Q9DAM9,1207,1870,898,1379,938,990,404
Q9DAN9,300,579,411,799,396,619,1503
Q9DAT2,537,1388,648,1067,570,1195,174
Q9DAZ9,227,149,70,214,258,139,117
Q9DB00,11,13,16,9,6,11,24
Q9DB30,1609,773,439,1324,818,1218,1307
Q9DB41,67,93,29,103,35,80,544
Q9DB98,487,535,225,597,413,449,199
Q9DBB8,0,0,0,0,5,0,0
Q9DBC0,1529,2533,1167,1804,2009,1646,783
Q9DBD2,4475,6900,3969,6469,3390,4476,3417
Q9DBF7,904,682,396,925,510,688,456
Q9DBH0,4135,4806,3040,2803,2581,3479,1929
Q9DBI0,280,858,446,471,331,490,214
Q9DBJ6,61,88,23,50,51,79,28
Q9DBL1,204,255,93,118,175,139,127
Q9DBN1,3067,693,693,1016,2751,521,675
Q9DBP0,3784,7259,3290,7663,3640,2674,6746
Q9DBT3,185,189,65,79,206,143,66
Q9DBT9,116,7,2,19,130,0,0
Q9DBU3,5512,6508,7228,6018,7194,9974,13280
Q9DBW0,554,846,443,916,863,906,199
Q9DC33,286,401,146,315,308,281,142
Q9DC40,115,339,186,232,245,175,94
Q9DC61,470,827,263,412,497,461,376
Q9DC70,0,0,0,0,3,0,0
Q9DCC4,154,270,295,174,155,215,108
Q9DCG9,261,408,155,477,338,340,175
Q9DCJ5,273,562,345,577,410,493,149
Q9DCM4,282,558,430,552,541,599,299
Q9DCT6,574,894,515,379,598,773,226
Q9DCV4,73,250,62,112,88,199,72
Q9DCV6,960,855,459,971,501,639,565
Q9DCX1,69,111,93,94,56,90,17
Q9DDT2,2141,4240,1975,1991,1814,2205,1598
Q9DE13,145,127,93,283,234,122,0
Q9DE27,1191,1317,684,1112,1330,1221,595
Q9DE46,0,11,2,0,4,13,0
Q9DEB5,509,2159,666,861,954,972,1081
Q9DED6,9,38,25,63,49,77,31
Q9DEE9,357,323,189,369,375,298,332
Q9DER7,2445,3361,959,2328,2032,2508,732
Q9DEX3,0,0,0,0,0,0,0
Q9DF60,448,831,393,699,475,580,124
Q9DFS6,2104,2081,1212,2087,1358,1719,461
Q9DG68,46345,46786,32268,35714,27144,34351,10932
Q9DGA5,761,307,307,800,935,596,19
Q9DGD1,146,389,150,225,133,319,27
Q9DGJ3,1495,2963,169,2264,1844,2389,33
Q9DGQ7,538,994,613,857,739,737,648
Q9EP71,1338,1456,648,1049,987,1201,453
Q9EP80,498,1028,474,553,504,710,284
Q9EP86,450,2244,605,1072,416,976,1938
Q9EP89,2,23,4,3,11,18,0
Q9EPA7,138,287,153,189,181,167,65
Q9EPH8,3,6,3,58,0,3,1
Q9EPI9,263,268,48,115,335,153,72
Q9EPL9,22,45,9,5,25,36,0
Q9EPR4,3011,2751,860,1801,1830,1460,964
Q9EPR5,50,13,8,3,9,33,20
Q9EPX2,111,201,38,106,155,120,84
Q9EQ28,440,298,173,235,421,298,31
Q9EQC0,84,157,11,42,77,68,2
Q9EQD2,239,547,101,211,200,246,263
Q9EQG7,36,197,111,32,60,96,38
Q9EQM3,44,146,167,81,100,109,506
Q9EQQ9,166,199,125,381,247,199,102
Q9EQS0,3437,3548,2497,3326,3090,3109,2555
Q9EQS5,136,166,45,91,121,116,49
Q9EQU5,114,132,75,39,89,78,51
Q9EQV6,0,0,0,0,1,0,0
Q9EQW7,53,29,27,19,4,10,28
Q9EQY0,509,726,304,344,576,644,380
Q9ER10,0,0,0,32,0,0,0
Q9ER47,102,256,89,179,143,164,65
Q9ER60,10,10,6,30,2,11,0
Q9ERE3,0,0,0,16,3,7,4
Q9ERG2,35,15,19,5,34,16,4
Q9ERI6,239,357,248,243,288,171,325
Q9ERN0,29,0,3,11,71,0,0
Q9ES34,1287,1482,733,1179,1422,1587,676
Q9ES74,3364,3514,1481,2601,2290,2729,1262
Q9ESH6,0,0,0,0,0,0,0
Q9ESJ4,995,866,536,554,906,747,318
Q9ESK9,1831,1690,838,1310,1376,1586,1834
Q9ESL9,43,28,1,35,7,73,1795
Q9ESM0,259,677,142,388,313,403,333
Q9ESN5,1050,976,324,728,699,658,223
Q9ESN6,0,9,7,17,4,10,0
Q9ESR9,13,0,0,0,0,1,4
Q9ET47,0,0,2,0,1,0,4
Q9ET54,0,173,0,0,0,225,3
Q9F7P4,657,527,1654,600,724,108,66
Q9FAF8,3,0,9,16,1,0,0
Q9FDW8,20,60,44,90,115,46,16
Q9FE62,211,172,428,185,75,31,0
Q9FEF8,0,0,0,0,0,0,0
Q9FF12,405,1497,731,833,503,534,64
Q9FF52,0,0,0,0,0,0,0
Q9FF55,0,0,0,6,0,4,0
Q9FFG1,0,0,0,0,0,42,0
Q9FFU6,6607,2204,1238,6570,982,2414,1559
Q9FFZ1,0,0,0,0,0,5,0
Q9FFZ6,1246,1325,1337,1081,1005,1517,1418
Q9FGH2,44,28,0,8,2,19,7
Q9FGM0,0,0,0,0,0,0,0
Q9FGR9,0,0,0,0,0,0,0
Q9FH37,0,0,0,0,0,7,0
Q9FH57,0,0,0,0,3,51,0
Q9FIF3,0,0,0,0,2,0,0
Q9FIH5,0,0,0,0,0,7,0
Q9FIK2,115,42,129,164,78,30,61
Q9FIT7,0,0,0,0,0,7,0
Q9FIZ7,0,0,0,0,0,2,0
Q9FJ79,0,0,0,0,0,0,0
Q9FJA6,0,0,0,7,30,6,5
Q9FJD4,0,0,0,0,0,2,0
Q9FJD6,0,0,0,0,0,1,0
Q9FJH6,0,0,0,0,0,0,0
Q9FJL3,100,49,99,64,76,7,16
Q9FJX2,0,0,0,0,36,19,23
Q9FKC0,0,0,0,0,2,0,0
Q9FKE6,0,0,0,0,0,26,0
Q9FKK7,747,824,547,506,1024,923,179
Q9FKS5,0,0,0,0,0,2,0
Q9FKT3,0,0,0,0,0,0,0
Q9FLF0,0,0,0,0,5,0,0
Q9FLM3,0,0,0,0,5,28,0
Q9FLP9,0,0,0,0,0,0,0
Q9FLT9,0,0,0,0,0,5,0
Q9FME2,0,0,0,0,0,17,0
Q9FMH8,1658,951,2731,1341,1305,160,74
Q9FMN0,0,0,0,0,0,0,0
Q9FMP5,0,0,0,0,0,9,0
Q9FMU6,0,0,0,0,0,9,0
Q9FMY5,0,0,0,3,0,0,0
Q9FN03,718,914,643,1002,1095,1187,390
Q9FNF8,0,0,0,0,0,4,0
Q9FNP8,0,0,0,0,1,0,0
