Entry,pstr_c3,pstr_c5,pstr_c7,pstr_c8,pstr_d3,pstr_d5,pstr_d7
Q24K09,6,6,6,2,3,2,1
Q24K21,94,162,68,156,107,131,60
Q24UI6,0,0,0,0,0,14,0
Q25060,219,469,167,196,703,293,134
Q25158,0,0,0,112,0,0,0
Q25197,34,6,9,0,13,8,63
Q25379,0,0,0,0,0,1,0
Q25381,0,0,0,0,6,0,0
Q25532,1186,1826,1211,1565,1447,1704,842
Q25538,9,0,5,12,4,0,0
Q26486,471,726,514,637,650,501,211
Q26487,0,0,0,0,0,3,0
Q26534,5588,8442,5817,9995,6600,7518,5704
Q26537,0,0,0,0,6,0,0
Q26619,858,2395,1063,1491,992,1281,558
Q26630,431,670,424,626,773,802,646
Q26636,23170,37463,34979,34670,24615,31320,38703
Q27084,191,148,242,324,674,453,1391
Q27128,2670,2437,1316,2841,2673,2358,2005
Q27139,12,0,5,7,5,24,0
Q27182,0,4,0,0,0,0,0
Q27238,0,0,0,0,0,0,0
Q27245,6084,7806,3928,6108,7046,8080,2494
Q27256,361,1383,126,208,218,321,75
Q27352,0,0,0,0,0,0,0
Q27389,0,0,0,0,26,9,2
Q27433,2072,4841,1899,2640,2007,3013,756
Q27686,0,0,0,0,0,0,0
Q27749,0,0,0,1,5,0,0
Q27802,23,2,4,13,4,5,0
Q27960,115,219,863,187,174,22,9
Q27HV0,28817,20982,6695,13613,23116,24476,22488
Q28044,20,3,0,0,3,9,2
Q28104,1136,1462,901,1274,1251,1393,750
Q28147,237,520,221,435,327,336,84
Q28165,1,1,2,0,2,2,3
Q28178,433,127,322,100,481,251,282
Q28199,358,733,490,492,282,380,336
Q28615,353,702,222,317,565,618,102
Q28620,16,0,32,2,18,3,0
Q28623,102,140,65,35,90,137,66
Q28678,186,442,224,286,270,317,61
Q28728,19357,40092,10431,12435,7068,7471,3000
Q28772,670,1017,646,416,676,624,717
Q28811,680,1512,922,1170,740,841,306
Q28955,244,404,67,59,155,233,89
Q28960,468,858,689,820,783,856,331
Q28970,29,0,0,0,0,8,0
Q28997,17,46,5,0,7,14,7
Q28998,30,121,108,54,32,46,126
Q28BM0,0,11,11,0,0,0,0
Q28BQ6,2,106,43,0,57,25,0
Q28BT4,6372,130,304,1575,648,1558,3993
Q28BZ2,45,71,89,82,16,39,0
Q28C33,20,7,14,0,10,5,29
Q28C69,371,317,120,238,303,250,213
Q28C74,2472,2613,1011,1101,1934,1370,583
Q28CH8,461,970,488,710,495,495,210
Q28CL4,342,751,518,582,665,650,263
Q28CY9,723,590,207,486,745,709,513
Q28CZ7,1677,888,142,765,1098,812,28
Q28DB5,1302,2613,1191,1595,1534,1787,372
Q28DL4,545,138,179,358,543,250,1343
Q28DV3,833,879,433,587,798,978,492
Q28ED6,173,350,111,269,251,432,33
Q28ES4,63,96,35,17,63,51,38
