Entry,cnat_c2,cnat_c3,cnat_c4,cnat_c6,cnat_c8,cnat_d2,cnat_d3,cnat_d4,cnat_d6,cnat_d8
Q96PM5,1595,1266,1410,474,250,1594,3180,1697,73,592
Q96PP9,44,2,21,17,0,42,11,17,0,0
Q96PQ7,863,268,769,120,108,1022,311,618,117,62
Q96PU5,28,2,26,0,0,45,4,56,0,2
Q96PV6,4144,2687,2915,2896,505,2373,3580,1694,158,1239
Q96PX1,513,118,361,75,64,1242,154,588,100,42
Q96PX9,746,484,924,321,351,835,620,462,152,397
Q96PY6,1791,895,1160,656,558,2342,1668,1060,505,1133
Q96PZ0,87,151,184,11,16,87,146,172,5,15
Q96PZ7,374,556,187,227,627,325,693,247,181,606
Q96Q04,480,703,333,139,406,1004,1088,1250,158,501
Q96Q11,36,27,37,7,11,74,47,91,0,17
Q96Q15,493,59,300,77,24,391,108,203,0,3
Q96Q27,0,0,0,0,7,0,0,0,0,0
Q96QF0,1221,564,1150,501,348,724,782,622,174,400
Q96QG7,273,102,272,77,42,340,154,373,15,4
Q96QT4,538,0,5,461,218,465,0,3,88,381
Q96QT6,334,259,225,273,128,335,350,236,104,268
Q96QU8,63,17,28,43,32,85,42,41,21,59
Q96RD9,313,19,151,22,5,403,52,167,18,7
Q96RG2,19,0,12,1,0,30,3,12,16,0
Q96RI9,0,3,3,0,0,3,3,1,0,0
Q96RK0,3349,522,1515,402,301,2299,1059,1681,326,185
Q96RQ3,35,14,32,7,0,34,14,64,10,2
Q96RR4,954,336,496,351,305,1436,411,506,179,612
Q96RS6,34,10,26,5,13,62,7,61,0,11
Q96RT1,0,95,218,0,0,0,105,157,0,0
Q96RT7,85,126,64,63,42,77,71,47,0,43
Q96RW7,5268,2790,3180,1572,1435,13012,6537,3893,3646,2039
Q96RY7,455,404,362,111,223,944,878,763,74,385
Q96S06,70,133,126,29,38,106,202,155,7,67
Q96S44,527,369,361,295,325,605,529,376,198,504
Q96S59,138,67,156,24,33,329,147,226,28,28
Q96SB8,14,8,10,1,2,16,5,12,0,0
Q96SM3,405,1,2,234,64,3,0,3,0,13
Q96SU4,562,583,487,335,202,632,959,657,70,472
Q96SW2,565,210,305,161,213,394,307,215,17,123
Q96SZ5,280,177,210,55,74,889,428,479,107,114
Q96T23,29,12,36,7,0,78,38,41,0,11
Q96T58,104,25,73,37,17,115,44,46,24,23
Q96T88,0,0,0,0,0,0,0,0,0,0
Q96TA2,90,28,109,17,9,229,61,156,37,22
Q96UP5,0,0,0,0,0,0,0,0,0,0
Q96UQ7,0,0,0,0,0,0,1,20,11,0
Q96UY1,0,0,0,0,0,1,0,0,0,0
Q96W55,0,0,0,0,0,0,0,11,0,0
Q976C3,8,245,281,2,0,0,260,174,1,0
Q97F67,0,6,6,0,0,0,5,12,0,0
Q980A9,8,18,10,6,0,3,4,3,0,0
Q98864,27,4,18,4,6,80,3,49,0,0
Q98893,12167,1377,1103,926,3414,15682,2255,1240,1606,1424
Q98925,2295,161,305,593,974,1325,207,174,296,850
Q98930,137,6,86,7,0,174,24,67,1,0
Q98931,191,223,755,16,0,1790,424,1352,19,10
Q98943,500,130,329,174,243,549,358,612,78,253
Q98948,2056,862,1252,549,954,2976,964,1787,579,1138
Q98982,26,28,103,9,6,3,5,14,0,0
Q98993,67,6,1,1,0,74,48,2,0,0
Q98F59,0,199,97,1,0,0,158,86,1,0
Q98KK0,0,0,0,1,0,0,0,0,71,0
Q98SN7,140,287,29,61,45,39,100,104,30,40
Q98ST7,65,69,4,12,124,23,1,22,0,81
Q98SV0,457,231,399,168,421,13,34,45,0,242
Q98TR7,7615,9341,6584,5520,26094,7305,9852,6404,17006,16265
Q98TX1,0,55,44,0,0,0,41,42,0,0
Q98TZ8,71,81,120,12,24,608,278,450,107,206
Q98UF7,134,75,92,37,42,177,65,97,14,23
Q98UK4,1472,277,524,285,577,1326,1598,902,186,470
Q99020,4034,861,2074,471,338,5229,2616,3798,430,255
Q99042,58,135,15,5,0,14781,2462,2746,858,535
Q99081,246,92,174,62,24,192,80,210,20,17
Q99105,0,0,0,0,0,0,0,0,0,0
Q99315,1671,188,348,446,177,1100,222,186,29,310
Q99385,0,0,0,0,0,0,0,0,0,0
Q99442,524,232,272,231,1029,403,200,219,232,569
Q99460,1134,480,639,239,280,1848,831,1306,234,579
Q99470,219,829,624,138,98,80,1258,1047,0,75
Q99489,9,73,127,8,0,15,63,100,8,0
Q99496,869,330,406,192,236,1291,691,713,437,482
Q99542,193,84,13,38,257,66,1,37,0,65
Q99547,106,45,58,18,19,138,45,117,10,17
Q99549,45,53,31,47,52,135,79,39,52,41
Q99571,412,113,373,63,45,723,230,787,123,40
Q99578,830,398,968,195,183,409,642,891,85,212
Q99614,683,356,370,222,108,657,387,447,31,258
Q99615,1436,365,747,350,306,1771,774,1139,138,410
Q99683,0,2,15,0,0,0,19,12,0,0
Q99685,201,113,131,53,99,225,112,150,32,131
Q99715,1084,548,1122,345,213,101,457,148,0,48
Q99728,0,0,0,0,0,0,0,0,0,0
Q99741,290,25,15,218,104,138,20,32,0,83
Q99758,1757,158,1104,280,30,1513,404,2730,44,18
Q99759,1026,1030,1702,517,408,558,1215,1385,172,633
Q99766,17,4,8,5,0,52,3,11,0,0
Q99797,39,12,12,7,2,54,21,25,2,4
Q99801,1427,238,479,378,715,2366,865,1105,321,1220
Q99829,27,12,36,1,0,9,5,18,0,0
Q99853,210,186,50,45,94,1095,36,229,105,722
Q99929,70,106,42,19,7,69,50,66,17,51
Q99942,0,0,0,0,0,0,0,0,0,0
Q99943,198,67,122,75,25,371,77,194,19,43
Q99973,0,0,0,0,0,0,0,0,0,0
Q99J23,86,29,68,33,84,65,17,29,37,259
Q99J62,127,53,150,34,9,33,35,61,11,30
Q99J78,1292,532,683,531,523,1363,587,531,203,554
Q99J85,2154,98,12,118,93,2697,72,16,625,536
Q99J99,173,118,201,30,13,185,189,247,18,56
Q99JH1,0,39,0,0,15,0,7,8,0,0
Q99JI4,1042,425,523,154,89,1507,850,1438,178,367
Q99JW2,293,105,170,87,108,368,77,496,5,38
Q99JY0,587,134,310,153,316,1082,238,395,134,176
Q99JY8,222,459,438,98,73,837,583,381,55,105
Q99K43,210,176,147,97,138,53,215,27,8,132
Q99K51,6421,2184,2489,1507,2175,5649,5583,4368,995,2233
Q99K70,0,0,0,3,0,0,0,0,6,0
Q99K74,377,265,273,114,41,346,353,362,7,35
Q99K85,589,1741,4601,910,1026,584,579,217,512,1002
Q99KI0,450,624,398,199,174,478,830,614,31,329
Q99KV1,368,135,222,57,55,712,230,416,53,114
Q99L13,0,0,0,0,0,0,0,0,0,0
Q99L28,2112,2325,1259,1576,6658,2207,1946,1594,2955,2932
Q99LB0,458,166,336,102,166,833,388,435,141,177
Q99LD4,238,345,333,78,82,325,461,482,63,178
Q99LE6,123,14,77,10,12,823,58,406,54,37
Q99LG0,0,307,200,0,0,0,227,162,1,0
Q99LI7,1252,332,419,468,442,1261,598,627,161,554
Q99LJ8,659,286,375,243,455,1296,360,844,448,1038
Q99LM2,637,261,241,291,272,549,358,386,79,422
Q99LM9,259,98,82,144,175,174,125,109,14,138
Q99LU8,668,460,458,361,414,708,472,476,83,554
Q99LX5,348,86,103,152,143,425,88,69,5,149
Q99M01,236,108,144,84,97,200,75,179,17,89
Q99M03,31,66,106,12,34,38,84,75,0,15
Q99M15,0,0,0,0,0,0,0,0,0,0
Q99M51,183,27,132,16,2,409,68,166,3,0
Q99M71,2,1,2,4,37,4,1,2,8,10
Q99MB4,2,127,105,0,0,0,119,67,0,0
Q99MD6,1205,1336,1919,304,339,9387,4621,4588,840,742
Q99ME2,34,11,4,7,0,22,8,11,0,0
Q99ME9,4116,3539,1992,3122,8011,4010,4655,3314,5264,3885
Q99MK2,62,9,40,6,0,129,34,125,0,0
Q99MN1,469,19,110,32,86,349,28,169,6,10
Q99MQ1,0,0,4,0,0,0,0,2,0,0
Q99MR6,746,79,269,191,45,590,162,220,57,27
Q99MS0,116,32,76,39,17,176,69,107,26,6
Q99MT8,4,5,8,0,0,0,0,1,0,0
Q99MU3,0,5,10,0,0,0,3,3,0,0
Q99MV7,99,42,53,86,56,37,67,29,8,34
Q99MZ3,961,396,522,319,367,1225,877,843,199,690
Q99MZ7,43,101,41,21,35,19,86,55,0,30
Q99N42,538,181,149,157,57,469,168,165,55,105
Q99N95,404,118,229,115,166,168,152,358,63,199
Q99NB1,668,251,442,258,335,227,159,174,119,380
Q99NB8,0,0,0,0,0,0,0,0,0,0
Q99NB9,0,0,0,0,0,0,0,0,0,0
Q99ND9,131,168,124,85,111,250,224,260,31,210
Q99NF2,169,104,72,50,88,110,162,146,0,159
Q99NH0,0,11,4,0,0,0,4,1,0,0
Q99P25,274,256,370,126,166,425,650,682,69,198
Q99P31,171,137,153,58,109,114,128,125,11,73
Q99P75,309,261,395,61,30,494,444,882,54,41
Q99PF4,451,564,402,72,1,5500,12431,4264,794,273
Q99PL6,535,185,279,198,297,699,391,350,183,476
Q99PP2,1169,695,956,437,338,1030,1351,1613,142,447
Q99PT9,145,2,39,14,6,130,7,30,0,0
Q99PV0,161,26,109,5,1,180,53,114,18,3
Q99PV3,872,707,661,248,403,961,771,750,72,382
Q99PW8,406,402,531,175,302,998,754,716,174,586
Q9A8Z4,443,108,250,102,51,426,86,147,47,33
Q9A9T7,0,39,32,0,1,0,26,16,0,0
Q9AJU2,2,442,546,0,1,0,424,327,0,0
Q9AR22,0,26,0,0,40,0,7,20,0,0
Q9AS75,0,4,0,0,2,0,13,6,0,0
Q9ASR4,61,40,52,11,25,40,62,78,11,26
Q9ASZ8,1,30,37,0,0,0,29,16,0,0
Q9AT63,0,0,0,0,0,0,0,1,0,0
Q9ATY5,0,59,127,0,0,0,94,84,0,0
Q9AUR8,0,24,54,0,0,0,30,40,0,0
Q9AYU0,0,0,0,13,0,0,0,0,82,0
Q9BBC1,0,0,0,0,0,0,0,0,0,0
Q9BE40,1078,244,491,341,474,2574,421,457,151,67
Q9BKR0,0,79,45,0,0,0,19,21,0,0
Q9BL19,0,0,0,0,0,2,0,50,0,0
Q9BLC5,3346,457,884,390,454,5310,1533,3723,631,372
Q9BM99,0,43,34,0,0,1,42,27,0,0
Q9BMN8,617,91,508,56,37,585,219,409,36,9
Q9BQ50,1,0,0,0,0,8,0,1,0,0
Q9BQ70,2,327,295,0,0,0,258,188,0,0
Q9BQ75,13,25,33,8,23,34,67,89,0,11
Q9BQB6,89,73,89,59,177,242,132,57,97,160
Q9BQG2,0,41,41,0,0,0,59,25,0,0
Q9BQP7,39,29,17,10,7,23,22,18,0,33
Q9BQQ7,34,104,41,7,0,17,75,16,3,8
Q9BQR3,0,0,0,0,0,0,2,0,0,0
Q9BQS2,167,143,119,85,115,475,234,145,104,158
Q9BQS8,280,19,145,37,57,255,29,121,19,0
Q9BRJ6,144,98,71,61,62,144,134,162,6,118
Q9BRP7,0,59,59,0,0,0,67,44,0,0
Q9BRQ0,3,0,0,1,0,1,0,2,0,0
Q9BRR6,355,3,1,41,20,396,11,15,23,42
Q9BRR8,12,5,16,11,0,31,9,24,0,0
Q9BRS2,195,52,61,36,60,181,77,217,51,171
Q9BRU9,190,90,119,52,58,275,184,294,16,220
Q9BRZ2,703,88,573,177,35,391,83,244,27,2
Q9BS34,4,5,23,1,9,1,0,2,0,4
Q9BSD7,45,15,33,26,27,30,28,22,11,27
Q9BSH4,26,41,63,25,0,52,61,81,0,7
Q9BSJ2,244,95,209,92,28,219,97,171,10,37
Q9BST9,310,232,363,91,146,452,178,288,73,106
Q9BT23,1577,440,777,232,279,5705,1068,1275,637,159
Q9BT25,132,82,99,66,47,34,53,44,11,57
Q9BT30,6,27,36,0,0,1,48,90,0,0
Q9BT92,0,3,7,0,0,0,2,1,0,3
Q9BTF0,0,86,72,0,0,0,51,61,0,0
Q9BTT6,0,3,17,0,0,0,9,8,0,0
Q9BTV4,310,74,205,107,43,307,145,293,9,69
Q9BU02,219,141,205,77,80,127,84,79,0,32
Q9BU70,103,71,156,27,7,89,109,120,0,8
Q9BUD6,148,80,15,11,12,61,35,39,0,7
Q9BUH8,72,453,198,40,88,64,826,652,0,45
Q9BUP3,253,277,292,39,25,237,262,205,23,24
Q9BUQ8,721,432,482,325,297,821,699,582,84,454
Q9BUZ4,3490,312,464,1348,426,1346,614,395,324,778
Q9BV19,277,197,411,57,40,1177,403,1379,139,127
Q9BV47,0,0,0,0,0,0,0,0,0,0
Q9BV90,81,46,108,29,18,90,52,101,0,34
Q9BV94,419,209,316,112,9,859,439,621,38,54
Q9BVH7,34,37,15,15,18,86,31,47,24,33
Q9BVJ7,191,349,306,50,98,33,515,332,39,167
Q9BVK2,209,306,331,156,81,267,656,556,93,130
Q9BVL2,939,269,456,310,273,773,339,693,75,472
Q9BVL4,269,166,238,149,77,281,215,330,33,151
Q9BVP2,174,107,81,134,133,117,133,105,28,101
Q9BVQ7,599,497,594,224,65,493,558,426,11,135
Q9BW30,0,0,0,0,0,0,0,0,0,0
Q9BW71,127,159,144,38,29,27,93,127,0,11
Q9BWD1,215,120,127,142,209,153,178,301,10,187
Q9BWH6,52,6,30,5,0,49,11,73,3,0
Q9BWQ8,1600,964,1332,801,841,1833,1527,1332,495,1156
Q9BWU0,194,126,170,127,68,164,168,185,21,116
Q9BWV7,197,43,237,91,204,334,88,254,33,322
Q9BX70,107,195,230,37,14,36,265,338,0,18
Q9BX74,222,136,224,90,98,376,166,298,65,185
Q9BXB4,1020,546,529,448,518,698,685,596,136,630
Q9BXJ7,0,0,0,0,0,0,0,0,0,0
Q9BXP5,1438,555,493,850,468,1143,718,550,122,912
Q9BXS5,170,24,95,27,25,247,34,155,17,8
Q9BXT6,55,40,49,31,78,73,86,248,11,62
Q9BXW4,1447,705,1504,418,648,3709,1337,1796,768,706
Q9BXW9,1,2,5,1,0,0,2,0,0,0
Q9BY11,377,129,355,64,112,439,290,560,16,52
Q9BY12,251,185,169,136,71,188,275,402,53,163
Q9BY41,43,24,19,6,32,3,29,0,0,10
Q9BY77,989,359,607,230,217,931,568,732,93,453
Q9BY79,546,28,49,113,5,73,27,8,0,12
Q9BYK8,1570,319,494,768,256,716,578,226,29,169
Q9BYN0,130,65,146,61,81,172,67,187,25,92
Q9BYV1,1249,772,479,486,593,1176,714,506,244,600
Q9BYV8,328,179,176,130,112,189,203,168,21,152
Q9BYX4,660,159,287,176,221,462,260,42,19,178
Q9BZ19,221,72,122,36,14,316,161,205,46,30
Q9BZ76,539,386,515,107,19,486,1067,414,28,42
Q9BZC7,36,1,32,6,6,33,4,27,0,0
Q9BZE4,1617,843,911,669,831,1748,1497,1384,743,376
Q9BZF1,950,249,709,164,90,1583,473,1088,135,143
Q9BZG1,275,55,63,239,106,240,78,85,29,125
Q9BZH6,403,169,170,166,161,330,243,244,62,460
Q9BZI7,788,472,514,313,368,922,600,845,246,344
Q9BZL4,1920,890,724,731,431,2164,1319,861,233,391
Q9BZM3,25,25,17,10,9,6,26,54,6,16
Q9BZR6,488,146,508,144,88,1534,429,637,115,333
Q9C000,250,216,243,172,112,173,239,132,32,93
Q9C040,25,16,19,5,26,17,1,16,0,3
Q9C093,101,28,75,20,0,115,97,143,43,0
Q9C099,0,0,6,0,0,0,6,3,0,0
Q9C0B0,477,220,387,104,129,502,318,338,24,68
Q9C0B2,913,504,490,324,360,1363,739,773,243,593
Q9C0B7,49,28,16,25,36,47,36,16,9,31
Q9C0D5,6,50,65,0,0,0,56,68,0,0
Q9C0D7,3709,854,2393,495,184,5898,2049,3143,386,290
Q9C0G6,2728,734,1545,517,531,2780,1789,1789,314,909
Q9C0H5,226,149,235,119,101,198,206,156,49,287
Q9C0I9,3,14,7,1,0,14,19,6,0,6
Q9C0V1,9,0,0,0,28,3,0,0,0,0
Q9C0Y8,1,56,109,0,0,0,102,55,0,0
Q9C102,135,209,467,100,95,118,92,276,9,44
Q9C196,0,0,0,2,0,0,0,0,0,0
Q9C1X1,0,0,0,0,0,0,0,0,0,0
Q9C1X5,0,0,0,0,0,0,0,0,0,0
Q9C5D0,0,0,0,0,0,0,0,22,0,0
Q9C5G0,0,0,0,0,0,0,0,0,0,0
Q9C5H4,281,228,216,366,81,147,256,152,6,75
Q9C5J3,0,0,0,0,0,0,0,0,0,0
Q9C5M0,0,0,0,0,0,0,0,0,0,0
Q9C5R8,0,0,0,2,0,0,0,0,4,0
Q9C5S1,0,0,0,0,0,0,0,0,0,0
Q9C5W3,0,0,0,0,0,0,0,0,0,0
Q9C639,3,3,0,0,0,0,3,1,0,0
Q9C6A1,0,10,11,0,0,0,5,4,0,0
Q9C6B2,0,0,0,0,9,0,0,0,0,0
Q9C6D3,0,0,0,1,0,0,0,0,4,0
Q9C6I8,0,0,0,8,0,0,0,0,0,0
Q9C6L5,361,69,139,41,59,372,174,409,89,39
Q9C6S5,0,0,0,0,0,0,0,0,0,0
Q9C6T0,12,970,937,0,0,0,706,592,0,3
Q9C6W5,16,7,7,3,4,81,18,107,0,29
Q9C718,4,559,612,0,0,0,469,404,2,2
Q9C788,0,0,0,3,0,0,0,0,7,0
Q9C7E7,0,2,0,1,0,0,0,0,8,0
Q9C7I1,0,133,239,0,0,0,110,147,0,0
Q9C8J2,0,0,0,0,0,0,1,0,0,0
Q9C8L4,690,1367,809,88,221,1997,3391,1224,1047,541
Q9C8M1,3,779,774,1,0,0,737,533,0,0
Q9C8T7,0,195,112,0,0,0,167,117,0,0
Q9C8V2,2,0,1344,0,0,0,0,595,0,0
Q9C942,0,0,0,5,0,0,0,0,4,0
Q9C9A2,0,307,383,0,0,1,270,246,0,0
Q9C9C0,0,0,0,0,0,0,0,0,0,0
Q9C9L5,94,72,36,117,7,47,117,13,0,1
Q9C9U1,0,0,0,0,0,0,0,0,0,0
Q9C9U4,0,44,4,0,100,0,6,27,0,0
Q9C9Y6,0,0,0,0,0,0,0,0,0,0
Q9C9Z1,0,0,0,0,0,0,0,0,0,0
Q9CAF5,0,0,0,0,0,0,0,0,0,0
Q9CAM8,0,39,44,0,0,0,41,29,0,0
Q9CAN0,0,134,123,0,0,0,152,82,1,0
Q9CAN5,1,583,525,0,0,0,424,380,0,0
Q9CAN6,0,0,2,0,0,0,0,2,0,0
Q9CD89,2,227,328,0,0,0,201,231,0,0
Q9CKA6,0,32,20,0,0,0,29,21,0,0
Q9CM51,0,131,158,0,0,0,157,151,0,0
Q9CMN5,0,22,12,0,0,0,13,4,0,0
Q9CPN8,0,0,0,0,0,0,0,0,0,0
Q9CPR8,185,0,0,90,126,122,10,0,56,130
Q9CPU4,876,534,766,205,222,886,755,1051,108,191
Q9CPU9,93,141,136,95,47,13,287,111,0,91
Q9CPV4,25,358,428,8,5,5,369,701,0,17
Q9CPV5,150,285,289,81,153,40,244,195,20,146
Q9CPW7,535,147,301,109,171,1085,228,528,261,139
Q9CPX6,532,309,333,88,161,483,334,419,70,144
Q9CPX9,55,48,102,22,22,28,58,79,11,34
Q9CPY0,25,27,26,19,22,39,22,37,22,27
Q9CPY6,611,376,348,230,425,1212,554,579,301,984
Q9CQ22,672,203,291,162,121,1970,586,1390,221,430
Q9CQ46,137,129,114,45,66,147,168,211,19,76
Q9CQ52,424,292,133,161,401,300,346,274,5,239
Q9CQ71,468,161,292,92,96,592,226,403,102,173
Q9CQE8,212,155,104,105,163,393,393,230,35,366
Q9CQF6,467,21,37,123,176,245,21,17,63,149
Q9CQF9,185,250,271,49,25,85,162,259,0,21
Q9CQG1,165,82,89,92,182,613,128,133,74,570
Q9CQH8,170,123,138,82,80,198,139,189,36,161
Q9CQM0,67,41,68,10,1,137,56,64,0,7
Q9CQM5,1714,879,814,526,669,2556,2070,1032,354,1254
Q9CQN1,649,437,402,345,284,671,492,538,91,347
Q9CQS4,204,178,145,54,47,170,177,213,29,91
Q9CQT2,0,46,75,0,0,0,46,53,0,0
Q9CQT9,185,135,128,72,234,332,162,236,55,426
Q9CQX8,80,60,51,21,32,151,76,112,2,78
Q9CQZ7,98,132,103,33,84,113,187,141,7,126
Q9CR08,0,36,12,0,0,0,27,19,0,0
Q9CR10,130,199,99,30,68,127,381,196,35,33
Q9CR24,614,292,364,182,300,681,809,615,44,398
Q9CR26,301,12,6,58,105,380,30,12,3,112
Q9CR27,428,145,226,134,142,1048,268,344,180,65
Q9CR35,7,1,6,1,0,5,0,15,0,0
Q9CR40,5,2,13,0,0,0,11,11,0,0
Q9CR41,263,349,344,97,68,336,377,499,28,115
Q9CR48,1236,690,1019,376,510,1502,1047,2217,400,950
Q9CR50,650,356,506,239,205,808,512,477,117,469
Q9CR62,0,3,0,0,0,0,1,0,0,0
Q9CR68,1049,522,806,310,725,2625,890,1378,722,1313
Q9CR76,106,25,44,33,96,97,37,59,0,100
Q9CR92,852,0,0,556,120,587,6,37,127,89
Q9CR96,196,146,119,57,84,281,253,265,25,91
Q9CRB8,167,104,135,68,112,217,120,190,54,103
Q9CRT8,75,26,41,13,0,126,50,135,4,8
Q9CSP9,248,63,46,161,57,194,72,41,42,93
Q9CTH6,163,215,170,71,108,157,323,258,56,189
Q9CTN4,149,94,69,60,40,339,937,601,8,160
Q9CTY5,558,269,439,188,177,656,264,285,91,256
Q9CU62,206,229,330,90,44,171,252,342,26,19
Q9CU65,0,0,1,0,0,1,3,3,0,0
Q9CUL5,237,103,161,48,241,176,150,200,58,150
Q9CUS9,304,187,270,111,73,230,239,172,17,77
Q9CUU3,0,0,0,3,0,18,0,0,14,0
Q9CUX1,24,196,335,7,0,18,304,294,0,37
Q9CW42,0,38,34,0,0,0,37,22,1,0
Q9CWF6,658,467,565,213,205,995,545,625,62,516
Q9CWK8,2049,1674,1820,424,547,3446,3055,4158,373,817
Q9CWN7,178,484,332,78,135,286,988,613,137,269
Q9CWQ2,14,39,77,9,37,3,39,32,0,36
Q9CWR2,0,120,110,0,0,0,94,96,0,0
Q9CWU9,11,0,5,2,0,22,2,11,0,0
Q9CWZ7,620,504,367,352,291,524,572,403,45,477
Q9CX00,1823,456,1056,398,512,2588,1434,3293,552,939
Q9CXC3,139,96,144,25,8,116,157,178,7,19
Q9CXF4,675,220,443,261,234,944,575,1527,168,397
Q9CXI3,226,1338,3569,61,406,143,1156,1188,0,1696
Q9CXR1,284,135,194,57,9,346,206,318,17,52
Q9CXS4,0,0,0,0,0,0,0,0,0,0
Q9CXW3,0,0,0,0,0,0,0,0,0,0
Q9CXY9,563,412,382,194,277,616,442,546,63,373
Q9CY18,688,250,371,135,158,1265,480,564,101,126
Q9CY21,337,196,194,221,136,392,317,330,98,258
Q9CY62,0,1,0,2,0,0,0,0,16,0
Q9CY64,36,22,8,5,11,72,128,36,48,20
Q9CYB0,0,0,0,0,0,0,0,0,0,0
Q9CYH2,0,0,0,0,0,0,0,0,0,0
Q9CYH6,180,152,134,78,101,190,143,223,30,95
Q9CYK2,1077,389,496,236,196,1478,663,484,161,115
Q9CYL5,5325,2962,3079,1474,2419,7969,2923,3928,1062,4302
Q9CYR0,82,36,51,14,22,31,26,42,0,1
Q9CYR6,405,219,241,121,98,148,254,208,30,100
Q9CYU6,0,18,21,0,0,0,11,6,0,0
Q9CYW4,176,671,344,87,125,180,943,442,43,129
Q9CZ52,496,24,214,101,23,375,31,67,48,20
Q9CZB3,0,36,48,0,0,0,38,36,0,0
Q9CZE3,77,38,87,21,25,35,119,151,16,55
Q9CZJ1,168,66,52,28,43,266,76,97,25,135
Q9CZJ2,74,23,26,53,19,31,53,19,0,25
Q9CZL5,262,469,284,189,275,155,392,224,17,219
Q9CZQ9,483,338,261,268,206,586,529,413,102,331
Q9CZR2,752,1150,1520,369,405,152,1070,435,137,235
Q9CZS3,81,24,26,14,0,56,16,7,4,12
Q9CZT4,249,121,104,165,151,205,127,104,17,178
Q9CZT6,96,75,24,47,39,137,113,70,57,58
Q9CZV5,182,59,96,73,43,192,98,126,29,53
Q9CZV8,1083,358,741,140,164,1591,577,723,133,114
Q9CZX2,485,275,359,158,127,266,311,235,54,155
Q9CZY3,1513,790,1099,503,799,1898,1363,1185,267,926
Q9D024,1292,458,617,562,652,1726,591,853,170,999
Q9D035,390,144,338,67,66,894,238,552,105,65
Q9D051,531,164,301,161,129,429,194,332,18,136
Q9D074,895,478,756,208,62,1791,923,1081,181,158
Q9D081,99,73,84,42,68,99,126,131,1,97
Q9D099,538,238,365,220,121,388,398,241,59,202
Q9D0B5,268,265,75,71,129,2004,938,468,218,232
Q9D0B6,202,118,117,36,40,304,78,171,71,108
Q9D0F6,198,175,172,68,96,30,115,79,6,79
Q9D0K0,226,105,162,59,148,178,132,168,32,150
Q9D0L7,136,6,1,35,23,87,10,11,19,43
Q9D0P0,141,105,105,42,0,105,80,54,1,14
Q9D0R4,0,0,0,0,0,0,0,0,0,0
Q9D0S4,84,27,99,15,27,131,27,71,37,15
Q9D0W5,161,103,105,62,53,204,129,236,1,42
Q9D0Z3,137,44,136,72,260,86,12,42,18,261
Q9D119,965,1320,628,376,909,1600,2472,1412,447,929
Q9D172,445,202,454,141,67,324,225,298,29,108
Q9D180,608,335,355,129,192,585,701,820,63,167
Q9D1C9,44,144,292,36,20,74,173,298,7,41
Q9D1E8,254,151,253,65,42,106,257,237,40,32
Q9D1G1,0,0,0,0,0,0,0,0,0,0
Q9D1G3,91,26,74,18,10,132,76,104,22,17
Q9D1J3,879,257,460,254,197,1118,501,591,235,210
Q9D1L0,519,552,697,154,268,1741,836,2761,349,668
Q9D1M7,0,164,203,0,0,0,168,125,6,0
Q9D1Q4,214,194,184,78,132,305,121,139,52,179
Q9D1Q6,289,50,199,33,12,565,162,358,43,5
Q9D1R9,1337,1748,1404,621,2611,1084,2628,1233,1463,1695
Q9D1X9,565,487,678,188,92,1011,631,975,59,192
Q9D273,91,50,67,37,21,73,76,79,7,29
Q9D287,438,181,237,166,200,478,271,277,144,217
Q9D291,0,0,0,0,0,0,0,0,0,0
Q9D2H2,438,296,250,133,120,632,539,660,106,228
Q9D2K4,297,154,164,94,57,225,228,239,11,148
Q9D2L5,1,15,6,0,0,0,4,20,0,0
Q9D2N9,224,174,173,73,52,239,155,134,19,107
Q9D2P4,282,105,58,169,103,218,120,74,23,241
Q9D2R8,101,141,181,21,13,228,174,304,26,105
Q9D2X0,0,19,30,0,0,0,15,10,0,0
Q9D338,178,164,100,95,211,290,174,166,37,238
Q9D361,47,60,31,16,13,84,79,40,20,38
Q9D3A8,0,0,0,0,0,0,0,0,0,0
Q9D3B1,304,77,227,182,149,151,72,105,107,117
Q9D3D9,995,928,816,302,549,1321,1637,1500,204,1038
Q9D3S3,440,221,379,178,125,441,370,410,89,116
Q9D3U0,256,136,161,177,110,156,89,120,21,211
Q9D3W1,269,119,154,91,142,329,158,233,96,178
Q9D3W5,190,236,187,127,135,280,417,353,82,187
Q9D415,0,0,0,0,0,0,0,0,0,0
Q9D4H7,1190,758,2084,576,794,1480,767,1647,304,1811
Q9D4H9,705,145,216,475,240,643,184,314,52,350
Q9D4P0,146,133,130,46,26,419,143,292,51,51
Q9D504,252,40,210,48,2,262,63,270,9,0
Q9D531,53,13,44,13,18,18,10,15,0,28
Q9D552,388,216,252,99,100,441,369,331,94,158
Q9D554,697,244,315,276,324,1177,449,521,180,355
Q9D565,830,265,237,238,187,679,408,448,23,259
Q9D581,101,71,99,32,24,160,105,214,15,20
Q9D5E4,249,109,133,74,89,317,200,247,38,135
Q9D5S7,242,283,288,66,97,140,378,403,45,128
Q9D5Y1,24,19,20,1,0,13,19,13,0,4
Q9D687,199,204,382,20,106,490,67,452,28,38
Q9D6J3,405,366,292,90,173,883,865,589,185,585
Q9D6J6,469,302,392,127,279,531,303,518,96,277
Q9D6K5,38,6,41,9,0,163,15,67,0,0
Q9D6K9,463,292,336,234,290,443,461,557,36,318
