Entry,cnat_c2,cnat_c3,cnat_c4,cnat_c6,cnat_c8,cnat_d2,cnat_d3,cnat_d4,cnat_d6,cnat_d8
P51643,73,85,88,37,32,50,51,49,14,40
P51644,0,13,11,0,0,0,9,15,0,0
P51648,1278,285,605,225,175,2505,361,2714,196,304
P51650,256,261,276,153,294,195,151,151,35,172
P51655,2093,2304,2532,712,969,3451,1886,1669,360,1302
P51657,56,1,16,1,0,161,9,150,79,44
P51659,107,42,104,15,21,104,31,96,26,1
P51665,642,311,322,181,340,1279,606,830,214,721
P51687,175,121,175,63,47,171,200,271,78,85
P51688,1408,630,1069,564,553,2556,475,4895,178,794
P51689,156,68,52,76,58,91,72,69,7,89
P51690,4,0,0,0,0,0,0,1,0,0
P51752,0,0,0,0,0,0,0,0,0,0
P51797,0,0,0,0,0,0,0,3,0,0
P51807,0,0,0,0,0,0,0,0,0,0
P51812,1908,1033,769,738,1032,7069,199,311,1508,2232
P51817,0,0,0,0,0,0,0,0,0,0
P51824,15,5,3,1,9,82,10,78,10,4
P51874,297,59907,57226,438,62,27,62092,41812,2145,171
P51875,298,121,90,87,165,75,57,77,1,77
P51892,273,57,158,121,27,24,42,74,1,10
P51893,0,0,0,0,0,0,0,2,0,0
P51906,2,0,0,0,0,1,0,0,0,0
P51944,13,8,9,5,5,1,11,0,0,8
P51950,396,212,270,262,306,352,243,270,48,537
P51954,0,0,0,0,0,0,0,0,0,0
P51955,7,1,9,6,0,2,11,1,0,0
P51956,1,231,299,2,0,0,212,211,8,0
P51957,51,19,85,14,16,85,59,111,0,0
P51993,0,34,33,0,0,0,38,36,0,0
P52014,37,224,102,6,60,45,47,30,7,25
P52034,0,0,0,0,0,0,0,0,0,0
P52183,906,43,180,491,135,73,96,377,0,70
P52209,1745,728,1017,631,741,1598,694,929,273,1562
P52292,514,412,332,259,157,330,345,101,16,197
P52293,5,625,812,0,0,1,527,517,0,2
P52301,3215,962,1591,1071,1833,6532,1535,4023,997,3413
P52430,595,244,601,199,133,471,133,317,10,93
P52435,341,730,997,99,175,427,803,1275,89,168
P52486,0,35,64,0,0,0,77,41,0,0
P52505,726,762,707,311,615,1047,945,973,224,639
P52550,151,26,124,12,0,129,27,105,12,6
P52556,307,868,168,66,146,541,3684,7924,497,159
P52566,0,0,0,0,0,0,0,0,0,0
P52569,198,24,199,23,7,37,26,57,0,1
P52624,0,0,0,0,0,0,0,0,0,0
P52649,99,33,52,17,0,691,60,160,48,2
P52654,645,212,310,230,177,690,271,265,113,310
P52709,107,13,13,10,20,113,7,12,9,0
P52735,0,2,0,0,0,0,0,0,0,0
P52742,235,129,127,45,105,215,149,125,13,129
P52756,1399,997,840,1343,643,466,857,469,10,544
P52757,25,30,25,0,0,59,31,49,7,0
P52759,195,243,237,87,189,168,256,288,27,78
P52760,0,0,0,0,0,0,0,0,0,0
P52796,941,326,1738,114,98,4990,1038,1006,458,95
P52799,639,216,426,87,6,625,399,460,49,0
P52808,0,0,0,0,0,2,0,52,0,0
P52815,74,61,72,23,51,99,95,125,3,40
P52826,2274,715,1029,743,746,2981,1826,3194,572,1766
P52888,281,295,172,281,383,451,363,378,273,427
P52894,0,31,26,0,0,0,29,23,0,0
P52908,0,17,0,0,13,0,11,11,0,0
P52912,4789,1496,1795,2341,1425,5089,2213,1705,626,3568
P52922,0,0,0,0,0,0,0,0,0,0
P52948,2961,1635,1921,967,352,3063,3002,2807,198,691
P52954,109,243,156,86,188,41,113,43,28,92
P52958,0,0,0,0,10,0,0,0,0,0
P53028,0,0,0,0,0,1,0,5,0,0
P53041,0,0,0,6,0,0,0,0,0,0
P53183,38,125,209,22,6,56,129,365,0,38
P53322,0,0,0,0,0,1,0,2,0,0
P53349,0,0,0,0,0,0,0,0,0,0
P53367,0,0,0,0,0,0,0,0,0,0
P53369,0,49,66,0,0,0,56,58,0,0
P53413,356,83,373,102,95,93,23,61,40,22
P53448,5934,2900,3067,1736,4667,8526,5955,8097,4777,3034
P53451,716,577,482,313,367,1322,994,1022,136,696
P53454,864,456,463,259,347,1399,1290,644,151,499
P53470,0,9,13,0,0,0,5,4,0,0
P53476,0,10,1,5,0,0,8,3,0,3
P53488,0,0,0,0,0,0,0,0,0,0
P53498,4,0,0,0,0,0,0,1,0,0
P53536,0,1,0,0,0,0,0,0,0,0
P53563,19069,11560,8255,6925,17839,22183,23413,21598,11791,24729
P53568,940,514,420,422,605,1257,730,947,436,1310
P53590,776,671,792,257,289,925,933,1990,150,412
P53607,0,0,0,2,0,0,0,0,0,0
P53621,1041,137,753,156,81,1755,311,1256,165,17
P53634,0,0,0,0,0,0,0,0,0,0
P53675,0,0,0,0,0,0,0,3,0,0
P53678,915,277,446,374,454,1291,602,588,349,851
P53681,0,0,0,0,0,0,0,0,0,0
P53683,0,0,0,1,0,1,0,0,0,2
P53702,310,195,302,107,241,389,327,352,90,605
P53760,0,0,0,0,0,0,0,0,0,0
P53767,48,19,42,5,0,7,9,8,0,2
P53791,0,0,0,0,0,0,0,0,0,0
P53804,332,56,115,54,12,381,108,165,22,4
P53809,366,406,416,105,16,269,306,132,2,59
P53834,0,0,0,0,0,0,0,0,0,0
P53933,0,0,0,2,0,0,0,0,5,0
P53970,0,61,47,0,0,0,58,31,0,0
P53978,0,0,0,0,9,2,0,15,0,0
P53988,3,262,273,0,0,0,218,190,0,0
P53991,1,10,0,0,6,0,4,7,0,0
P53992,2156,1512,954,1082,814,2089,1550,1454,355,1481
P54098,34,7,17,0,0,29,5,21,0,0
P54116,5198,2392,3308,2019,3196,4017,2934,3038,1018,3554
P54137,0,44,43,0,0,0,28,30,0,0
P54144,1,782,918,0,0,0,672,497,1,0
P54145,1797,531,1973,479,367,3727,1294,3221,151,1666
P54147,0,33,70,1,0,0,38,19,16,0
P54153,0,0,0,0,0,0,1,0,0,0
P54254,116,40,213,18,29,59,30,52,8,0
P54276,223,91,143,103,66,27,93,33,13,83
P54282,59,18,78,6,0,62,17,61,0,0
P54357,3695,5423,3084,1699,5272,6628,5849,4192,1595,3268
P54359,0,0,0,0,0,0,0,0,0,0
P54399,0,1,0,0,0,0,4,5,0,0
P54417,0,0,0,8,0,0,0,0,12,0
P54493,0,20,29,0,0,0,17,29,0,0
P54604,0,5,1,0,0,0,2,3,0,0
P54611,1339,591,636,544,805,2062,653,1605,475,865
P54612,1386,515,1077,328,292,3025,947,1669,402,433
P54632,0,0,0,0,0,2,0,68,0,0
P54644,0,0,0,0,0,0,0,0,0,0
P54647,0,0,0,0,0,0,0,0,0,0
P54666,0,0,0,0,0,0,0,0,0,0
P54673,0,0,0,0,0,0,0,0,0,0
P54680,647,0,5,70,39,713,0,5,140,34
P54689,0,0,0,4,0,0,0,0,0,0
P54726,3074,1266,1581,828,1270,4452,2655,3344,1203,2171
P54729,163,54,62,53,52,108,51,42,0,13
P54755,0,0,0,0,0,0,0,0,0,0
P54797,278,102,178,160,121,298,144,276,88,288
P54802,782,221,332,365,141,286,216,424,39,191
P54811,0,0,0,0,0,0,0,0,0,0
P54833,88,24,55,8,0,26,31,15,0,0
P54864,1580,957,693,414,500,4452,3636,4984,1089,1895
P54868,132,34,38,39,10,132,93,146,10,112
P54922,705,376,322,138,157,993,975,581,129,250
P54936,114,39,131,15,0,127,45,108,1,1
P54937,1,581,532,0,1,0,530,426,0,4
P54948,1601,132,333,74,172,3826,114,1005,987,424
P54965,1,460,472,1,0,1,345,290,4,4
P55006,9,0,1,0,0,0,0,0,0,4
P55008,3095,2702,4567,687,864,1029,4417,1298,330,889
P55012,588,301,311,220,99,655,1107,2442,262,99
P55013,94,9,53,10,0,514,41,196,51,5
P55023,175,170,239,126,63,98,97,112,0,51
P55038,0,8,0,0,6,0,1,5,0,0
P55039,181,80,167,44,63,255,119,233,58,152
P55083,0,258,6,0,0,1,83,262,0,0
P55088,0,11,5,1,0,6,1,3,0,10
P55096,189,70,176,51,19,456,145,422,73,64
P55112,31,1552,1474,23,13,22,2116,1327,20,4
P55115,1641,1444,964,589,1204,2167,1299,1081,383,1519
P55140,0,37,51,0,0,0,46,29,0,0
P55142,0,0,0,2,0,0,0,0,5,0
P55143,1671,1822,1134,344,680,9197,3739,3968,1039,3382
P55180,0,127,151,0,0,0,105,51,0,0
P55189,0,0,0,0,0,0,0,0,0,0
P55196,1126,109,608,170,46,1948,382,1093,293,40
P55201,131,9,130,15,5,247,37,117,24,1
P55214,156,34,70,119,38,172,79,82,22,85
P55217,0,3,0,0,7,0,0,2,0,0
P55249,0,0,0,0,0,2,0,10,0,0
P55251,0,0,0,1,0,0,0,0,0,0
P55266,73,8,37,10,0,21,10,14,0,10
P55302,1294,286,1147,163,41,594,247,557,44,20
P55390,1601,1151,1647,392,303,1395,1859,1699,141,438
P55567,420,168,476,114,88,637,152,945,13,77
P55738,128,14148,16669,64,37,5,14881,13342,247,13
P55786,2197,196,723,443,151,1633,599,1066,85,195
P55828,0,0,0,0,0,0,1,4,0,0
P55844,0,0,0,0,0,0,0,0,0,0
P55861,316,389,214,127,167,26,158,83,7,159
P55933,8,402,648,0,0,0,445,341,0,0
P56192,2210,413,402,676,570,1251,869,1240,71,688
P56201,170,86,108,31,43,233,106,127,71,75
P56223,1014,456,568,372,354,1432,799,856,223,758
P56273,285,56,292,68,96,232,68,179,45,4
P56307,0,21,0,0,79,0,2,9,20,0
P56308,0,0,1,0,74,0,0,8,20,0
P56330,0,58,66,0,0,0,96,47,0,0
P56377,904,735,586,356,391,1687,1024,840,273,851
P56380,94,29,28,20,36,58,44,72,10,48
P56389,93,27,60,20,5,49,28,50,4,9
P56407,221,101,271,70,120,91,138,131,9,52
P56517,927,328,713,178,292,2077,724,1363,219,609
P56524,359,73,218,51,25,721,179,400,78,13
P56537,21,12,9,14,0,21,8,36,0,8
P56558,0,0,0,0,0,0,0,0,0,0
P56560,41,18,50,11,0,55,20,24,0,2
P56581,66,0,21,27,13,41,1,6,18,3
P56590,4,13,73,2,0,24,21,254,0,5
P56597,189,80,161,52,109,227,163,258,24,97
P56603,1,245,400,0,0,0,402,755,0,0
P56695,1005,209,405,324,111,800,233,593,86,175
P56698,0,0,0,0,0,0,0,0,1,0
P56706,118,5,14,25,4,3,26,12,0,0
P56719,79,162,2,23,9,36,14,47,0,36
P56730,0,0,0,0,0,0,0,0,0,0
P56812,373,299,220,149,229,391,433,410,120,268
P56817,2841,702,1036,1193,1237,6876,2997,3173,1605,3885
P56839,663,413,253,235,268,304,274,371,23,156
P56859,0,119,82,0,0,0,52,49,0,0
P56941,2620,1588,2654,879,831,5329,2282,6965,841,1371
P56960,596,444,381,291,233,489,471,573,21,383
P56965,381,159,239,136,191,618,280,369,170,313
P57072,0,35,35,0,0,0,26,19,0,0
P57078,0,154,107,1,0,0,126,79,0,0
P57081,282,254,103,182,148,265,199,95,102,153
P57093,414,164,270,118,246,691,114,433,188,257
P57102,430,646,476,248,653,603,1083,392,147,468
P57430,0,17,19,0,0,0,10,15,0,0
P57681,0,46,64,0,0,1,56,49,0,0
P57682,2543,1168,1758,787,1391,4057,2882,1676,1319,3091
P57729,44,202,145,69,136,4,16,0,0,66
P57747,371,365,332,116,62,721,412,766,57,154
P57760,307,647,870,78,103,311,596,562,0,70
P57784,955,589,542,636,323,858,811,723,71,545
P57788,660,6,34,43,0,121,5,13,0,1
P57997,0,2,0,0,0,0,0,1,0,0
P58003,913,418,396,234,218,4311,2045,3315,751,719
P58021,0,2,1,0,0,3,0,2,0,0
P58058,450,148,195,111,43,2642,247,127,147,201
P58108,77,35,66,20,12,150,96,108,20,3
P58110,3,364,363,0,0,0,356,316,0,0
P58165,194,23,117,23,0,195,30,106,0,4
P58197,1844,274,1439,629,272,1028,626,500,157,378
P58200,798,103,278,219,278,1542,227,453,264,443
P58234,7,0,0,0,0,0,28,1,0,0
P58281,317,61,203,101,35,458,83,255,90,5
P58308,23,27,50,25,0,33,11,6,0,16
P58374,2334,3011,2696,1418,5473,2083,4579,2715,1866,3432
P58389,446,223,247,177,138,531,277,299,133,203
P58397,9,47,0,13,0,12,5,8,0,0
P58414,394,469,1124,184,186,301,582,969,18,104
P58421,747,803,590,251,497,739,613,453,97,408
P58501,500,222,198,358,74,282,247,150,20,146
P58557,55,94,105,27,11,44,262,178,0,19
P58563,0,0,0,0,0,0,0,1,0,0
P58742,0,0,0,0,0,0,0,0,0,0
P58743,333,218,4323,268,109,113,76,201,2,298
P58762,0,0,3,0,0,1,0,0,0,0
P58797,112,75,93,57,8,143,167,128,18,16
P58875,37,88,86,22,7,30,99,59,0,1
P59015,800,386,408,340,214,888,441,552,72,290
P59046,1196,310,740,183,105,359,393,413,7,54
P59047,4,153,263,0,0,0,164,211,0,0
P59048,11,26,30,2,10,23,37,69,11,0
P59083,298,219,256,82,123,314,287,213,63,198
P59228,0,9,0,0,17,0,3,5,0,0
P59232,0,503,481,0,0,0,458,321,0,0
P59240,50,20,48,31,0,29,16,28,0,5
P59267,0,60,112,0,0,0,58,62,0,0
P59271,0,50,0,0,0,0,0,0,0,0
P59280,129,12,11,53,101,62,15,5,20,63
P59509,44,27,101,12,0,40,17,36,10,0
P59671,0,0,0,0,0,0,0,20,0,0
P59708,1544,927,1303,426,355,2978,1203,2399,501,608
P59722,1684,552,202,219,124,2747,1275,1018,224,117
P59723,38,86,83,16,13,16,66,55,0,10
P59743,53,33,39,25,13,68,30,43,17,31
P59750,618,224,407,87,121,923,456,637,71,109
P59808,1001,553,501,335,396,1311,1159,853,243,697
P59835,0,38,102,0,0,0,60,59,0,0
P59837,28,9,9,7,7,22,14,13,0,0
P59838,0,7,17,0,0,0,5,6,0,0
P59840,0,20,7,0,0,0,17,9,0,0
P59845,7,3,7,1,0,7,2,28,0,1
P59995,5,350,399,0,0,0,326,301,1,0
P59999,1456,698,989,425,648,1812,1063,1029,293,726
P60027,71,25,31,17,0,47,24,40,14,7
P60123,513,273,336,193,168,621,378,435,103,277
P60204,0,0,0,0,0,4,2,0,6,0
P60484,1708,445,877,475,346,1357,976,913,93,358
P60517,3534,2259,2688,1413,2192,5157,2574,3113,1244,2712
P60522,5846,5326,5047,2822,3699,7709,6106,7766,1710,6551
P60670,716,239,331,205,395,1075,589,816,292,871
P60843,3659,3856,2817,1606,3196,5830,4426,4590,1486,1032
P60881,783,436,516,353,450,1238,800,1100,446,1038
P60882,88,14,50,17,0,183,24,85,27,5
P60899,195,148,147,82,160,259,201,241,38,185
P60901,558,380,361,148,238,1818,773,1256,191,633
P60905,0,0,0,0,0,0,0,0,0,0
P61023,1108,464,551,514,559,1979,588,908,385,1242
P61025,51,27,50,11,58,18,14,29,0,18
P61082,998,461,680,334,283,2148,1051,1668,210,833
P61087,183,61,151,34,20,109,91,101,21,20
P61129,298,61,100,132,129,192,91,77,33,160
P61161,5898,1845,3304,1410,1762,5973,3749,4047,771,1986
P61166,1677,1994,1106,948,3250,1619,2810,1229,1717,2200
P61207,412,381,433,144,256,445,366,356,82,444
P61210,1876,420,1130,274,420,4409,710,1985,566,250
P61214,245,106,139,58,35,71,91,45,0,99
P61222,786,126,269,311,185,2097,461,1024,196,1035
P61227,1004,938,863,442,695,1478,1013,998,284,918
P61244,546,403,490,137,118,1023,808,1322,114,191
P61258,786,557,595,217,366,521,377,563,159,302
P61291,300,151,180,59,183,468,240,374,51,411
P61314,8247,5634,3489,4013,21592,7386,8302,4788,7407,12666
P61315,145,58,58,51,59,154,79,69,32,54
P61354,3534,4590,2652,2741,10369,3370,5838,2760,6782,5887
P61460,134,35,89,19,0,75,25,57,0,0
P61496,0,0,0,0,0,0,0,0,0,0
P61759,171,175,199,87,94,304,224,395,13,75
P61799,26,35,70,12,0,6,27,36,0,0
P61859,1294,5032,2410,1190,4266,488,1044,355,165,959
P61866,3633,3355,2135,2272,7194,2406,4102,2992,2851,5082
P61914,0,12,1041,0,0,0,31,159,0,0
P61954,2804,1608,1295,947,1384,4108,2978,2513,632,2191
P61972,0,0,0,0,0,0,0,0,0,0
P62083,11724,10045,6292,6431,32728,12693,13415,6321,13996,16883
P62138,1249,844,1744,198,147,1992,1474,2633,266,211
P62142,1096,331,839,188,216,1980,626,1303,321,168
P62168,84,37,64,14,19,70,28,42,0,13
P62198,1839,709,894,673,822,3146,1431,1850,293,2071
P62243,4,0,0,1,0,7,1,76,2,0
P62255,1188,370,781,199,206,1916,795,1234,329,177
P62257,1371,791,999,488,763,9705,1966,4562,2541,2439
P62262,679,613,459,300,505,734,812,698,301,489
P62264,0,0,0,0,0,0,0,0,0,0
P62268,0,0,0,0,0,4,0,105,0,0
P62282,9688,13268,8876,7030,22069,8671,15002,8088,13042,12007
P62285,11,17,14,2,13,19,24,19,0,15
P62286,50,62,27,17,3,16,53,2,0,52
P62287,0,83,140,0,0,0,102,66,0,0
P62309,198,105,135,66,47,315,137,299,67,117
P62311,178,218,231,69,189,163,327,332,36,173
P62315,396,360,303,222,130,751,350,537,134,230
P62323,615,421,415,184,198,863,480,724,80,524
P62325,1868,1611,830,664,1214,4161,2747,2327,799,1837
P62332,2021,769,1246,546,527,3092,1270,1817,532,505
P62334,1027,644,670,327,642,2297,1113,1461,599,755
P62343,0,0,2,0,0,0,0,0,0,0
P62489,29,6,51,12,21,15,13,66,14,11
P62494,5276,2387,3087,2223,3344,7978,5055,4960,1587,5974
P62516,532,196,182,150,216,473,114,92,60,165
P62628,0,0,0,0,0,0,0,0,0,0
P62744,1028,879,1024,377,714,1780,1362,1574,319,984
P62752,4445,4723,2957,2098,12258,3246,5869,3106,4562,5869
P62755,6752,18812,10631,5521,26830,6942,22190,11612,14485,14623
P62810,0,189,204,0,0,0,438,180,0,0
P62828,0,0,0,0,0,0,0,0,8,0
P62832,8106,10194,6971,5427,22475,7785,11324,7138,12289,13109
P62840,0,4,2,19,0,2,3,0,0,6
P62856,0,0,0,0,0,0,0,0,0,0
P62865,11426,8881,5607,8682,23982,8267,9588,4776,13925,12652
P62907,3323,4298,2352,2200,7929,3588,4593,2608,3844,4279
P62909,11110,14770,7935,8945,28880,11801,14559,8359,16029,18577
P62912,4551,7994,5087,4612,18568,4835,9380,4673,10028,10077
P62944,860,364,359,192,432,1131,893,976,137,358
P62958,1602,1340,1226,670,1126,1303,1488,1048,291,1197
P62966,0,0,0,0,0,0,0,0,0,0
P62972,237,228,115,38,173,313,210,110,1,16
P62981,0,0,0,0,0,0,0,4,0,0
P62994,3381,1901,2040,1195,1884,4168,2714,2629,1053,2750
P62997,626,132,282,132,146,687,285,442,90,103
P63015,2,0,1,2,0,0,0,2,0,0
P63031,881,668,949,458,403,1268,969,962,251,915
P63102,2750,1208,1540,647,1071,2949,1872,2554,573,1606
P63138,15,5,12,6,0,76,2,2,0,0
P63155,494,426,251,243,324,548,392,343,67,274
P63170,1,227,296,0,0,0,234,166,0,8
P63172,737,530,519,339,592,1142,711,797,261,992
P63245,0,0,0,0,0,0,0,6,0,0
P63253,407,68,162,86,103,344,71,58,67,79
P63255,244,241,188,116,156,239,389,204,23,86
P63696,4857,3647,2207,1144,968,25689,9270,13310,8734,8216
P64742,0,0,0,0,0,0,0,0,0,0
P65024,0,13,14,0,0,0,12,9,0,0
P65349,96,69,47,36,58,81,90,95,21,86
P65843,0,73,70,0,0,0,71,30,0,0
P67878,67,80,55,15,285,67,47,28,0,206
P67884,3,1343,1027,0,1,0,1355,816,2,10
P67963,1379,755,942,389,859,3177,1578,1551,590,1274
P67998,510,671,1523,175,270,2390,1846,4778,534,1057
P68037,3472,1343,1829,1237,2125,4913,2811,3370,955,3270
P68370,212,74,37,37,236,62,84,113,48,156
P68372,9288,3178,3488,4305,12330,6511,2438,1731,3555,5375
P68827,40,16,29,17,1,50,12,53,0,2
P69150,0,0,0,0,0,0,1,143,0,0
P69201,0,0,0,1,0,0,0,0,0,0
P69317,0,0,0,0,0,0,0,0,0,0
P69525,112,58,219,58,89,8,20,15,0,22
P69526,100,394,23,6,160,9,8,355,0,39
P69566,188,58,166,28,24,358,91,261,42,4
P69907,0,0,4,0,0,2,1,0,0,1
P70010,1259,1714,1142,534,1397,1190,1939,1339,346,841
P70032,372,389,282,161,158,108,390,51,7,145
P70085,254,234,254,36,51,893,360,3888,24,95
P70099,0,0,1,0,0,0,0,0,0,0
P70102,119,129,135,28,97,230,217,205,29,78
P70110,109,551,260,55,71,60,236,157,16,44
P70115,12,5,14,24,0,4,8,16,0,12
P70158,0,0,0,0,0,0,0,0,0,0
P70182,487,330,438,189,134,550,308,489,26,163
P70191,646,131,43,225,331,1188,157,324,92,270
P70193,1,12,32,0,0,0,39,34,0,0
P70195,1090,151,201,436,774,2239,193,554,445,1487
P70196,1275,194,595,354,272,1300,482,243,163,544
P70336,858,188,690,172,54,2327,302,1020,131,11
P70340,145,24,163,18,8,242,29,165,32,6
P70388,217,202,164,167,175,91,166,85,58,117
P70389,0,0,0,0,0,0,0,0,0,0
P70398,125,28,106,10,16,257,56,164,14,6
P70403,416,377,588,101,92,238,454,384,24,56
P70414,0,3,0,1,0,0,0,0,0,0
P70445,2801,2516,1627,1369,3032,5421,4679,5753,2630,4187
P70473,67,57,55,48,16,75,49,60,21,24
P70490,484,820,150,195,376,455,385,122,252,589
P70501,1260,1286,725,1463,796,457,924,400,69,904
P70549,0,0,0,0,0,0,0,0,0,0
P70562,74,29,36,21,32,29,29,13,0,22
P70563,0,0,0,0,0,0,0,0,0,0
P70584,207,93,161,70,123,359,118,443,36,79
P70618,857,349,729,216,317,709,642,972,157,286
P70665,53,9,48,14,13,95,14,116,0,0
P70697,250,51,47,142,133,401,53,93,23,350
P70699,197,19,78,10,0,225,33,206,10,0
P70704,972,195,439,333,72,550,179,226,45,53
P70870,1,40,33,0,0,0,41,39,0,0
P70947,0,0,0,0,0,0,0,0,0,0
P72749,0,0,0,3,0,0,0,0,6,0
P72854,1,1,0,0,0,0,1,2,0,0
P72926,2,55,99,0,0,0,60,57,0,0
P72935,0,0,0,0,0,0,0,0,0,0
P73211,0,11,3,0,0,0,7,11,0,0
P73245,0,25,26,0,0,0,46,12,0,0
P73392,5,10,0,0,29,0,5,21,0,0
P73505,0,0,0,0,0,0,0,0,0,0
P73530,0,0,0,0,0,0,0,0,0,0
P73627,0,0,0,0,0,0,0,0,0,0
P73709,0,0,0,0,0,0,0,0,0,0
P73795,2,102,66,0,0,0,83,36,0,0
P74148,823,1158,445,206,616,2699,2103,1929,885,1094
P74261,5,125,99,0,0,0,125,78,0,0
P74308,302,133,232,116,188,401,104,364,82,111
P74334,962,778,944,348,266,2320,1681,1490,301,586
P74346,0,17,7,0,0,0,11,9,0,0
P74442,58,0,0,9,67,170,0,2,14,42
P74615,0,2,0,0,14,0,4,4,0,0
P74838,0,40,24,0,0,0,49,22,0,0
P75791,0,0,0,1,0,0,0,0,16,0
P75849,0,0,0,0,0,0,0,0,0,0
P76481,0,0,0,2,0,0,0,0,21,0
P77234,40,116,253,10,3,66,100,152,0,0
P77475,2315,771,804,568,462,4832,1361,1956,688,1084
P77967,0,0,0,0,0,0,0,0,0,0
P78312,941,235,417,301,254,1534,544,654,209,351
P78318,450,86,116,120,136,631,116,122,35,227
P78325,0,0,0,0,0,0,0,0,0,0
P78364,75,208,338,38,79,3,208,218,2,42
P78417,216,12,39,66,20,464,9,127,20,76
P78527,338,195,62,231,177,162,176,52,4,181
P78536,0,0,0,0,0,0,0,0,0,0
P78539,17,0,29,2,0,29,6,19,0,0
P78810,3,2,0,0,14,0,5,46,0,0
P78813,0,0,0,0,0,0,0,0,0,0
P79015,0,0,0,0,0,1,1,13,0,0
P79101,499,650,297,215,315,332,738,388,37,326
P79110,229,459,258,68,58,489,906,535,109,156
P79114,0,0,0,0,0,0,0,0,0,0
P79134,1285,339,791,329,79,1155,790,1339,84,146
P79145,437,237,199,160,53,1743,720,664,182,372
P79150,83,222,144,58,136,727,247,414,134,540
P79218,21,22,35,3,0,102,12,125,0,11
P79227,235,242,35,19,62,3,26,200,0,12
P79324,6360,4489,2060,4216,13773,5554,6224,2498,9919,8427
P79334,1846,1254,954,673,817,1735,1272,763,296,918
P79345,300,21,29,46,114,20,9,3,0,44
P79381,147,165,286,76,72,125,181,312,21,88
P79384,708,1209,903,169,541,735,1352,906,213,580
P79398,1755,688,1459,412,414,2374,1241,1795,244,276
P79403,336,79,99,145,102,458,102,229,53,297
P79678,0,0,0,0,0,0,0,0,0,0
P79733,2194,1845,945,932,2533,1276,2730,608,104,1735
P79739,0,0,0,0,0,0,0,2,0,0
P79769,417,107,146,192,155,418,163,278,0,253
P79782,239,62,147,144,114,83,71,39,5,101
P79795,237,50,93,139,43,200,121,125,4,99
P79888,338,760,1051,172,128,316,937,638,18,142
P79896,538,513,534,247,257,401,592,753,22,343
P79953,70,68,20,4,29,17,7,30,0,64
P80010,51,146,47,40,20,19,18,17,17,1
P80012,1670,0,0,691,467,7855,9,7,1486,1142
P80035,246,180,212,81,9,175,123,91,40,62
P80057,0,0,0,0,9,0,0,0,0,0
P80146,0,0,0,0,13,0,0,6,0,0
P80147,232,230,257,278,123,366,355,508,46,140
P80197,10,2703,2656,0,1,0,2352,1685,21,0
P80204,20,0,15,2,0,17,2,4,0,0
P80317,1165,660,904,402,839,1820,1379,1778,607,586
P80426,0,0,0,0,0,0,0,0,0,0
P80436,0,0,0,0,0,0,0,0,0,0
P80484,0,1,3,20,0,0,0,0,159,1
P80513,375,260,291,32,37,1353,788,819,123,335
P80553,0,10,0,0,0,0,4,3,0,0
P80739,0,1,0,21,0,0,0,0,0,0
P81018,67,29,1,54,214,20,4,0,0,117
P81019,1083,772,3580,362,493,86,2156,153,119,153
P81021,981,153,562,76,353,1719,456,1035,326,70
P81069,119,9,87,9,17,259,63,99,0,7
P81117,6,616,724,0,0,0,798,1251,0,0
P81128,1050,434,499,520,764,1125,866,931,343,833
P81139,863,164,126,266,513,208,50,137,57,233
P81178,2860,731,2486,287,298,5225,2711,4770,720,291
P81274,1033,197,306,227,25,452,207,196,8,48
P81286,14,272,3,0,310,0,72,122,0,15
P81439,11810,5054,3754,3339,8252,7588,11081,3246,1709,4899
P81628,511,305,251,152,249,403,388,273,39,327
P81748,200,275,209,78,105,186,365,359,41,71
P81760,0,0,0,0,0,0,0,0,0,0
P81900,604,227,189,391,599,3286,209,126,951,2533
P82013,3207,2258,2697,810,1454,7087,4661,8042,1045,1739
P82094,90,13,32,21,26,133,26,63,25,6
P82147,65,179,54,11,173,101,23,39,21,33
P82186,0,0,0,0,0,0,0,0,0,0
P82198,1493,489,415,193,338,2488,1139,1629,419,379
P82251,553,297,552,133,118,400,191,188,55,108
P82264,1360,225,268,476,294,4624,814,1577,466,1287
P82279,536,58,629,129,66,347,297,339,9,41
P82596,0,3,2,0,0,0,1,1,0,0
P82649,332,125,181,109,92,210,127,218,66,74
P82887,0,0,0,0,0,0,0,4,0,0
P82923,160,135,105,39,27,289,249,205,48,63
P82928,105,300,416,31,1,186,445,702,29,18
P82931,212,173,98,93,411,234,208,180,165,326
P82968,862,1636,1527,325,214,451,2856,3413,91,188
P82976,85,8,45,10,7,137,14,16,7,15
P83094,50,7,22,11,0,110,28,45,24,0
P83099,0,0,0,1,0,0,0,0,18,0
P83273,0,0,0,0,0,0,0,0,0,0
P83335,0,2,0,6,0,0,0,0,20,0
P83369,11,3,6,1,27,15,3,16,21,2
P83509,242,86,132,78,42,308,136,308,37,50
P83510,2044,967,1581,607,569,3210,1838,2218,598,800
P83592,0,0,0,0,0,0,0,0,0,0
P83606,997,352,460,163,76,2745,733,1199,189,331
P83748,5,13,0,0,80,0,18,28,0,0
P83829,295,122,231,62,78,390,181,407,22,75
P83851,481,107,144,164,475,337,119,137,89,402
P83852,0,0,0,0,0,0,0,0,0,0
P83858,63,26,83,6,37,51,18,1071,0,3
P83871,343,117,158,72,111,389,256,273,55,166
