Entry,past_c1,past_c5,past_c6,past_c7,past_d1,past_d2,past_d3,past_d4,past_d5,past_d6,past_d7
Q8TF77,0,0,0,0,0,0,0,0,0,3,0
Q8TFF9,0,0,0,0,7,1,0,0,0,0,0
Q8TFH0,55,34,41,6,55,55,32,30,30,20,2
Q8TFK3,16,1,8,5,12,5,3,5,4,0,6
Q8TFK8,252,69,85,13,242,260,76,76,66,103,21
Q8TG13,0,0,4,0,2,0,0,0,0,0,0
Q8TGM7,20816,19587,17708,101315,40844,20404,14647,46350,241518,32841,42566
Q8TMG0,33,4,13,0,6,21,9,13,5,11,0
Q8TX28,2,0,0,0,1,0,0,0,3,0,0
Q8TYP6,0,0,0,0,0,0,0,0,0,0,0
Q8TZB4,27,10,6,0,16,32,3,12,5,0,0
Q8U0L9,61,17,32,5,39,53,18,10,12,11,7
Q8U530,0,0,0,0,0,0,0,0,0,0,0
Q8UAA9,0,0,0,0,0,0,0,0,0,0,0
Q8UE38,0,0,0,0,0,0,0,0,0,0,0
Q8UE66,72,23,45,1,117,59,12,46,17,26,9
Q8UJ09,78,26,46,10,77,82,18,14,30,39,14
Q8UVY2,0,0,0,0,0,3,0,0,0,0,0
Q8VBX0,57,20,22,3,66,68,18,13,23,45,2
Q8VBZ0,0,0,0,5,0,0,0,0,0,0,0
Q8VC10,12,12,2,0,2,19,7,7,7,5,1
Q8VC48,23,0,10,5,31,27,4,16,2,2,0
Q8VCC1,99,12,80,5,57,56,13,15,31,7,13
Q8VCC9,98,36,38,6,144,131,62,56,25,44,9
Q8VCH0,1720,614,1040,126,2000,1694,678,888,348,948,118
Q8VCX2,2,1,9,0,8,6,2,4,0,0,2
Q8VCY6,83,23,24,8,47,68,20,49,16,12,4
Q8VD33,298,52,114,11,300,339,97,105,126,146,44
Q8VD72,151,41,53,11,143,140,50,49,40,21,15
Q8VD76,22,10,20,3,7,19,2,2,5,0,6
Q8VDB9,0,0,0,0,0,0,0,0,0,0,0
Q8VDF3,57,26,21,6,77,57,39,37,13,26,0
Q8VDM6,533,157,257,34,453,549,289,150,192,85,34
Q8VDP3,0,0,0,0,0,0,0,0,0,4,0
Q8VDQ9,3,0,1,0,4,6,1,1,4,0,0
Q8VDR7,11,14,8,1,9,17,12,4,6,8,4
Q8VDU5,50,18,93,11,61,144,74,42,37,27,7
Q8VE38,12,0,0,0,5,3,7,2,4,0,0
Q8VE96,37,12,26,5,45,41,30,20,17,4,4
Q8VEE0,108,34,27,5,88,63,15,17,29,35,10
Q8VEH0,85,38,18,2,67,59,23,20,18,17,5
Q8VEH6,841,301,414,76,910,776,365,329,303,362,102
Q8VEK3,229,57,86,15,162,218,106,91,84,34,30
Q8VHE0,148,68,52,10,125,117,46,71,52,14,17
Q8VHE9,32,0,0,0,5,14,18,13,3,0,0
Q8VHI3,3,1,0,0,4,1,2,0,4,0,0
Q8VHK2,0,0,1,0,5,6,1,0,0,0,0
Q8VHK9,32,8,3,2,9,19,8,9,7,0,2
Q8VIG3,147,54,89,16,122,122,49,72,46,55,15
Q8VRZ2,2,5,29,0,3,4,5,11,1,0,1
Q8VWF5,1235,399,639,74,1183,903,497,380,421,549,96
Q8VWI1,80,29,85,6,59,79,25,33,39,8,8
Q8VXP3,42,19,0,6,18,23,13,11,2,0,1
Q8VXQ2,83,20,71,0,119,125,36,14,27,74,14
Q8VXZ0,6,3,8,3,8,23,4,0,7,0,0
Q8VXZ7,94,22,37,6,95,107,42,26,28,26,9
Q8VY00,411,116,240,23,271,391,154,139,176,115,39
Q8VY06,0,0,0,0,0,0,0,0,0,0,0
Q8VY08,82,14,26,11,62,82,20,19,23,22,9
Q8VY26,226,58,74,14,146,159,44,87,57,41,13
Q8VYB7,47,17,30,2,32,60,13,16,5,4,13
Q8VYL1,0,0,0,0,0,0,0,0,0,0,0
Q8VYN6,303,57,197,18,259,210,131,99,62,75,32
Q8VYP5,151,66,138,9,149,167,67,58,57,65,24
Q8VYP9,0,0,0,0,0,0,0,3,0,0,0
Q8VYV9,138,64,196,13,138,135,132,57,84,76,7
Q8VYW1,43,36,58,3,41,62,28,13,20,7,4
Q8VYZ2,63,16,33,0,76,78,13,29,11,43,8
Q8VZ10,0,0,0,0,0,0,4,0,0,0,0
Q8VZ96,0,0,0,0,0,0,0,0,0,0,0
Q8VZC3,80,13,86,5,117,96,46,151,30,29,3
Q8VZC9,21,1,12,3,6,10,1,9,2,21,2
Q8VZD5,226,79,79,22,193,168,35,61,48,62,30
Q8VZE7,129,4,33,26,52,59,14,9,17,39,62
Q8VZF1,0,0,0,0,0,0,0,0,0,0,0
Q8VZF6,81,36,27,11,64,57,24,25,25,0,36
Q8VZG8,0,0,0,0,0,0,0,0,0,0,0
Q8VZH2,0,0,0,0,0,0,0,0,0,0,0
Q8VZI2,95,28,0,14,85,81,6,37,9,0,13
Q8VZI8,392,116,211,37,509,370,176,184,155,174,16
Q8VZJ7,34,11,11,0,13,16,4,10,9,0,5
Q8VZM1,422,140,176,38,332,288,155,139,141,36,34
Q8VZM5,381,252,187,53,417,509,229,248,201,75,38
Q8VZN9,0,0,0,0,0,0,0,0,0,0,0
Q8VZP1,25,16,20,8,20,35,12,13,14,0,6
Q8VZR0,7,4,3,3,2,17,0,1,1,9,8
Q8VZS0,58,41,35,2,64,71,12,31,38,10,14
Q8VZW1,280,92,91,13,213,278,134,56,91,54,31
Q8W034,181,81,78,41,87,201,101,80,147,35,40
Q8W036,63,15,43,1,150,50,47,18,10,16,0
Q8W0Z6,32,6,20,3,45,15,14,22,10,11,1
Q8W0Z9,450,188,292,56,431,337,180,190,162,105,38
Q8W103,166,59,101,28,112,125,52,76,39,22,12
Q8W171,2,1,0,1,2,0,0,0,3,3,0
Q8W1S1,43,9,13,5,39,31,12,19,16,0,10
Q8W1X2,0,0,0,0,0,0,0,0,0,0,0
Q8W1Y3,28,2,8,2,11,17,24,13,5,1,0
Q8W413,62,25,52,1,50,63,10,16,26,7,12
Q8W420,37,16,18,6,37,10,8,11,15,5,8
Q8W425,0,0,11,0,0,0,0,0,0,0,0
Q8W485,204,25,66,3,120,160,54,41,56,40,18
Q8W490,470,155,243,66,504,466,181,156,151,184,23
Q8W4D0,269,62,111,23,178,209,106,71,55,41,18
Q8W4D8,24,8,1,0,16,6,3,12,2,13,1
Q8W4E1,83,24,21,18,81,65,31,40,16,12,7
Q8W4G3,143,67,80,3,99,128,68,49,40,21,12
Q8W4I7,225,57,124,26,113,151,78,61,100,45,31
Q8W4I9,3634,1212,2019,221,4395,3118,1384,2131,771,2420,178
Q8W4M5,271,94,51,6,179,161,47,50,55,73,11
Q8W4M7,387,124,115,19,485,255,108,154,46,104,9
Q8W4R3,237,50,136,17,178,176,85,71,76,30,11
Q8W4R8,127,60,120,22,138,111,38,66,65,10,28
Q8W4S4,232,63,47,15,307,165,84,88,46,119,11
Q8W566,0,0,0,0,0,0,0,0,0,0,0
Q8W586,27,9,5,3,18,22,17,4,17,1,0
Q8WHZ6,52,31,54,6,43,76,18,9,22,4,13
Q8WMS6,0,0,0,0,0,0,2,0,0,0,0
Q8WMY2,0,0,0,0,0,0,0,0,0,0,0
Q8WNY2,168,70,96,22,159,165,99,88,97,40,16
Q8WQ53,69,17,56,3,43,42,25,19,12,31,12
Q8WSR4,113,6,24,14,40,69,15,17,27,22,4
Q8WTJ4,0,0,0,3,0,0,0,0,0,0,0
Q8WU66,0,0,0,0,0,0,0,0,0,0,0
Q8WU67,70,64,53,12,41,58,38,25,59,7,8
Q8WUD4,4,0,0,0,5,2,2,0,0,0,0
Q8WUH2,58,27,68,1,60,50,18,16,29,6,9
Q8WUJ0,6,7,10,2,15,14,4,6,19,0,3
Q8WUK0,11,7,28,5,14,20,10,12,21,15,5
Q8WV19,126,47,85,7,125,73,39,63,27,45,32
Q8WVJ2,41,8,28,0,13,41,18,28,16,0,9
Q8WW32,21,23,9,0,6,28,10,10,3,44,3
Q8WW35,1,0,4,1,1,7,0,0,0,1,0
Q8WWF5,113,8,49,1,59,57,31,41,22,36,13
Q8WWF6,179,64,126,8,160,132,76,85,91,15,22
Q8WWI5,266,88,124,20,230,219,80,88,67,55,14
Q8WXB1,62,34,19,3,15,52,23,4,26,4,7
Q8WXE0,0,0,0,0,0,0,0,0,0,0,0
Q8WXH4,0,1,0,0,4,8,0,0,0,3,0
Q8WXX0,492,243,367,77,489,588,217,213,164,128,41
Q8WXX5,49,15,8,1,23,52,12,1,31,0,7
Q8WYR4,48,24,23,3,26,55,20,6,21,0,4
Q8WZ42,201,56,94,2,166,138,77,61,18,11,9
Q8WZA1,91,39,74,10,91,100,39,26,27,10,6
Q8X034,0,0,0,0,0,0,0,0,0,0,0
Q8X097,269,86,147,14,243,221,89,131,64,116,22
Q8X187,51,30,11,4,50,36,17,11,12,0,7
Q8X5X6,42,6,28,3,28,32,17,10,13,16,15
Q8XBT6,95,12,26,11,40,56,23,13,14,20,20
Q8XL57,0,0,0,0,0,0,0,0,0,0,0
Q8XMG8,0,0,0,0,0,0,0,0,0,0,0
Q8XNV1,63,37,23,14,65,111,27,40,17,15,9
Q8XRV9,21,22,17,8,33,46,5,4,17,9,8
Q8XRZ0,44,21,48,3,52,36,8,29,5,16,0
Q8XYP7,67,25,34,2,96,47,36,18,27,37,0
Q8Y571,0,8,7,0,3,5,0,6,0,8,4
Q8YA32,18,12,22,0,10,17,6,0,14,0,0
Q8YDS2,278,101,185,11,314,263,144,169,97,44,14
Q8YLJ6,0,0,0,0,0,0,0,0,0,0,0
Q8YM56,322,39,105,8,256,201,70,65,63,116,14
Q8YMZ8,0,0,0,0,0,0,0,0,0,0,0
Q8YNI3,24,0,3,0,3,5,5,5,3,0,3
Q8YQD8,285,71,127,5,220,192,80,104,59,112,8
Q8YRI1,269,120,174,26,297,283,134,139,137,50,23
Q8YRU9,2442,1018,913,199,2671,2128,776,836,561,754,152
Q8YSU5,92,42,57,14,85,73,60,37,28,34,15
Q8YTC2,411,124,216,38,340,327,141,89,122,59,32
Q8YV57,38,14,56,3,36,47,21,21,23,18,5
Q8YW74,0,0,0,0,0,0,0,0,0,0,0
Q8YWD8,162,16,52,15,133,99,46,52,20,30,12
Q8ZES9,0,0,0,0,0,0,0,0,0,0,0
Q8ZFU1,120,57,111,12,128,152,44,62,52,56,18
Q8ZI40,94,76,54,19,94,164,38,77,45,24,17
Q8ZPP6,284,108,85,30,265,194,60,53,68,39,5
Q8ZRS8,1139,362,432,29,1246,979,352,657,127,690,38
Q8ZWC4,0,0,0,0,0,0,0,0,0,0,0
Q90327,53,9,25,8,37,49,18,9,3,10,1
Q90744,123,38,102,6,120,121,80,46,33,36,16
Q90965,19,2,27,3,12,38,11,2,9,0,13
Q90980,237,87,89,50,279,200,77,89,81,43,30
Q90WJ8,45,19,17,1,78,59,13,34,15,14,7
Q90WU3,150,52,116,18,184,170,58,81,26,28,10
Q90XC2,56,24,0,14,50,53,6,35,4,0,7
Q90YC0,0,0,0,0,0,0,0,0,0,0,0
Q90YJ2,237,90,156,4,283,217,112,74,65,65,3
Q90YL4,0,0,0,0,0,0,0,0,0,0,0
Q90YS3,649,225,473,71,554,573,316,498,126,469,64
Q90YV8,0,0,0,0,0,0,0,0,0,0,0
Q90ZC7,317,124,156,36,242,301,127,148,95,12,17
Q91145,275,120,207,42,243,265,151,127,105,45,21
Q91233,0,0,0,0,0,0,0,0,0,0,0
Q91309,168,68,105,23,118,189,87,120,90,38,29
Q91437,525,128,163,25,672,397,151,253,71,91,21
Q91604,6,3,11,0,6,4,0,5,0,0,0
Q91611,79,6,30,10,40,40,15,12,26,15,7
Q91784,135,26,91,8,110,156,45,44,30,53,13
Q91819,0,0,0,0,0,0,0,0,0,0,0
Q91820,234,40,113,5,145,182,90,59,93,44,22
Q91883,3,0,11,0,3,0,0,0,0,0,0
Q91917,3,0,7,7,7,10,0,6,2,0,0
Q91955,15,10,14,4,7,8,7,3,3,0,1
Q91F63,119,22,57,10,98,185,48,42,58,20,37
Q91UZ4,130,24,68,15,145,87,49,22,38,15,11
Q91V37,0,0,0,0,0,0,0,0,0,0,0
Q91V51,91,30,47,4,60,66,26,19,46,8,20
Q91V92,237,67,111,5,220,217,63,94,70,61,10
Q91VI7,12,6,11,3,7,15,11,4,3,0,0
Q91W40,0,0,0,0,0,0,0,0,0,0,0
Q91W86,38,4,7,7,27,18,10,13,14,2,3
Q91W90,46,11,19,1,13,26,14,1,25,7,15
Q91WC0,123,72,103,9,90,145,46,27,69,23,5
Q91WF7,245,64,182,7,236,245,88,72,109,89,22
Q91WK5,16,5,17,4,13,8,3,0,6,8,0
Q91WM3,25,13,25,7,24,48,12,10,14,1,2
Q91WU0,85,53,34,1,56,69,34,38,33,31,0
Q91WU6,28,6,9,0,18,28,8,5,8,0,1
Q91X52,118,27,57,7,143,98,55,66,55,34,5
Q91XF4,27,4,5,4,10,10,5,8,19,12,1
Q91XQ0,0,0,0,0,0,0,0,0,0,0,0
Q91YA2,36,11,28,7,30,20,1,11,10,1,2
Q91YD4,43,10,5,6,32,42,15,30,19,0,1
Q91YH5,115,17,75,7,164,130,50,55,38,58,2
Q91YK0,101,27,59,1,57,51,37,21,30,21,5
Q91YL2,79,24,24,2,35,42,19,37,42,8,0
Q91YN5,126,45,74,33,85,111,48,36,33,24,12
Q91YR5,17,8,13,0,19,23,12,0,3,7,0
Q91YS8,64,34,57,9,67,72,17,17,27,26,16
Q91YT2,0,0,0,0,0,0,0,0,0,0,0
Q91Z38,72,8,42,2,56,51,16,17,29,3,15
Q91Z92,50,27,37,10,33,85,26,38,24,22,4
Q91ZG2,0,0,0,0,0,0,0,0,0,0,0
Q91ZH7,12,9,0,0,7,12,4,17,5,0,1
Q91ZN5,349,136,190,21,241,391,170,118,140,35,33
Q91ZR5,784,222,197,47,582,597,230,310,139,122,41
Q92005,1263,577,664,143,1445,1428,669,1031,312,1002,155
Q92047,0,0,0,0,0,0,0,0,0,0,0
Q920E3,126,54,112,11,109,101,44,32,73,16,10
Q920M5,201,59,53,11,182,158,79,45,75,8,21
Q920P9,40,0,17,3,27,27,22,9,10,0,1
Q920Q8,75,9,39,8,80,39,45,12,29,14,9
Q92122,0,0,0,0,0,0,0,0,0,0,0
Q921G8,105,57,52,19,107,61,23,28,31,49,4
Q921H8,59,15,26,11,142,99,68,88,11,61,6
Q921I9,28,0,6,3,17,17,5,3,22,2,0
Q921L8,5,3,2,4,7,9,0,1,7,0,3
Q921Q3,131,36,52,12,71,116,54,50,31,19,20
Q921R4,101,24,69,8,61,99,52,31,55,6,24
Q921Y4,259,85,175,28,279,221,79,99,96,64,27
Q92253,70,26,46,10,46,84,26,34,22,16,21
Q922E4,39,18,27,14,47,44,16,17,22,16,7
Q922R0,145,44,100,18,140,185,79,49,78,64,10
Q92345,0,0,0,0,0,0,0,0,0,0,0
Q92359,238,109,229,36,206,218,100,100,79,36,5
Q92363,0,0,7,0,0,0,0,3,0,0,0
Q923G2,45,27,31,1,17,59,20,17,26,10,6
Q923J6,145,45,47,30,215,118,43,47,42,26,2
Q923S8,0,0,0,0,18,0,0,0,0,2,0
Q923T9,30,3,43,2,45,47,16,24,6,5,6
Q923W1,10,8,0,5,14,24,16,7,9,4,2
Q92459,0,0,0,0,0,0,0,0,0,0,0
Q92462,0,0,1,0,0,0,0,0,0,0,0
Q924M5,87,28,23,0,57,96,43,44,31,33,6
Q924M7,11,10,13,1,12,32,10,5,4,40,2
Q92527,0,0,0,0,0,0,1,0,0,0,0
Q92535,0,0,0,0,0,0,0,0,0,0,0
Q92581,9,1,14,3,4,9,2,6,2,0,1
Q925K9,0,0,1,0,0,3,1,3,4,7,1
Q925R7,10,10,10,2,2,13,3,9,4,0,3
Q92616,0,0,0,0,0,0,0,1,0,0,0
Q92625,46,11,29,2,18,14,24,5,12,18,5
Q92752,283,3,207,5,265,207,105,76,73,100,0
Q92797,366,115,216,29,278,254,94,85,107,45,22
Q92820,0,0,0,0,0,0,0,0,0,0,0
Q92824,381,118,207,30,335,447,161,126,162,82,26
Q92834,21,0,6,0,23,11,0,5,3,5,0
Q92835,117,37,56,10,73,81,37,34,39,12,14
Q92841,48,17,26,6,63,46,9,38,26,4,9
Q92887,149,83,73,27,202,158,101,98,90,28,16
Q92900,310,134,282,42,192,298,113,124,97,43,39
Q92945,34,8,1,0,40,20,3,15,6,0,4
Q92953,48,28,34,1,37,15,11,19,11,1,0
Q92ES6,50,15,43,5,85,55,28,18,22,21,17
Q92GA4,47,31,32,14,50,66,38,26,47,0,4
Q92J08,1,0,0,0,1,2,0,0,4,0,0
Q92PX0,230,103,184,18,233,224,91,107,53,77,13
Q92R45,17,22,29,0,16,44,8,0,9,6,9
Q92R46,112,35,77,27,74,86,45,29,48,13,13
Q93075,67,54,97,1,66,73,24,20,56,14,2
Q93084,0,0,0,0,0,0,0,0,0,0,0
Q93134,0,0,0,0,0,0,0,0,0,1,0
Q93571,68,15,50,8,45,82,22,62,40,9,24
Q93655,42,8,20,3,112,51,24,21,15,19,9
Q936X2,40,12,22,0,21,36,12,11,15,0,1
Q93TL6,30,16,24,3,7,27,7,8,10,11,3
Q93VB2,341,81,202,21,229,250,108,120,125,107,53
Q93VC9,64,28,83,8,52,70,33,39,45,14,6
Q93VG8,1270,499,772,157,1106,1208,586,486,570,188,110
Q93VK5,12,10,14,5,12,21,8,12,2,2,8
Q93VV0,356,125,193,43,216,337,199,138,161,43,31
Q93W20,30,18,0,0,13,3,2,6,5,8,0
Q93WN0,0,0,0,0,0,0,0,0,0,0,0
Q93XW5,0,4,3,0,1,0,12,4,8,0,7
Q93Y08,96,67,69,16,114,138,69,103,52,25,8
Q93Y35,113,15,27,5,103,79,25,36,14,29,3
Q93Y37,0,0,0,0,0,0,0,0,0,0,0
Q93Y38,154,40,56,16,132,87,30,43,31,27,16
Q93Y52,5,0,1,0,5,6,1,2,0,5,0
Q93Y92,25,7,25,0,20,19,4,16,11,0,1
Q93YS4,301,79,100,5,406,216,96,141,52,141,4
Q93Z18,110,48,110,14,83,108,30,42,36,21,3
Q93ZE5,46,10,27,6,38,28,16,28,14,14,10
Q93ZQ5,0,0,0,0,0,0,0,0,0,0,0
Q93ZS4,10,3,22,6,13,15,16,32,9,2,1
Q93ZS9,0,0,0,0,7,0,0,0,0,0,0
Q93ZX1,33,20,18,3,47,29,16,19,10,11,1
Q93ZY3,236,65,106,3,157,220,93,2,76,37,16
Q940A6,0,0,0,0,0,0,0,0,0,0,0
Q940B8,50,35,30,2,57,52,21,33,31,0,7
Q940G0,230,83,137,24,348,200,130,107,76,166,27
Q940M4,68,69,101,8,84,99,63,75,23,4,2
Q940Q3,100,21,82,10,52,62,17,11,48,3,11
Q940T5,324,96,162,26,370,339,97,181,102,224,50
Q940X7,0,0,0,0,0,0,0,0,0,0,0
Q940Y8,90,11,39,17,55,58,56,15,45,6,6
Q941I6,220,39,72,36,180,152,55,48,71,43,19
Q941Q3,42,2,17,0,13,24,12,0,8,0,8
Q941R4,25,12,29,0,20,26,16,6,11,7,9
Q94420,29,16,12,0,15,32,8,7,7,0,3
Q944B0,54,6,14,3,38,44,19,18,15,7,5
Q944C1,0,0,0,0,0,0,0,0,0,0,0
Q944H0,220,67,131,14,239,209,84,121,48,68,4
Q944I4,11,7,6,0,13,18,4,7,7,4,5
Q944P0,201,53,129,7,140,126,50,56,47,31,27
Q94502,250,99,131,22,226,233,101,130,70,61,6
Q94636,0,0,3,0,0,0,0,0,0,0,0
Q94650,6,4,0,2,7,4,6,0,0,0,0
Q947D2,247,62,112,8,251,174,77,29,56,75,17
Q94887,58,39,19,5,41,83,27,24,22,2,8
Q948R1,182,74,115,24,183,189,70,74,85,51,16
Q948T6,29,3,24,2,23,17,5,6,5,2,1
Q949P2,473,104,199,19,470,445,199,176,143,53,43
Q949Q0,55,38,46,1,68,78,21,34,47,14,3
Q949R4,67,11,34,5,32,33,14,33,15,19,8
Q949R9,98,12,51,22,100,94,27,62,25,44,15
Q949X0,178,23,68,2,147,75,52,65,22,89,4
Q949Y0,146,54,80,12,127,119,38,45,66,32,13
Q94A03,16,8,29,5,16,18,3,1,6,7,11
Q94A06,0,0,0,0,0,0,0,0,0,0,0
Q94A20,249,63,155,22,316,163,48,103,40,151,7
Q94A40,309,73,117,21,323,223,137,94,66,97,14
Q94A68,166,54,64,10,169,160,62,61,38,47,16
Q94A76,153,36,67,9,179,164,39,33,31,49,11
Q94A87,25,23,16,5,25,27,20,20,4,8,0
Q94AA4,0,0,0,0,0,8,0,0,0,0,0
Q94AC1,120,30,75,13,70,68,38,27,53,25,13
Q94AG6,121,51,54,6,151,121,40,20,20,32,14
Q94AH6,0,0,0,0,0,0,0,0,0,0,0
Q94AH8,0,0,0,0,0,0,0,0,0,0,0
Q94AM1,53,22,44,0,24,50,14,6,14,2,6
Q94B65,56,5,20,3,39,51,19,10,12,8,6
Q94B74,0,0,0,0,0,0,0,0,0,0,0
Q94BQ2,0,0,0,0,0,0,0,0,0,0,0
Q94BR4,0,0,0,0,0,0,0,0,0,0,0
Q94BU1,448,135,153,19,335,309,122,99,78,93,46
Q94BZ1,51,6,32,1,63,34,5,20,8,20,6
Q94C40,0,0,0,0,0,0,0,0,0,0,0
Q94C53,18,18,11,0,15,17,10,7,9,0,1
Q94C59,71,15,9,12,48,62,7,26,10,43,1
Q94C60,39,9,14,0,28,32,7,11,15,2,3
Q94CF0,0,0,0,0,0,0,0,0,0,0,0
Q94CG0,23,7,11,3,26,17,15,5,13,4,2
Q94CI6,178,83,99,18,257,184,115,62,46,40,5
Q94EG6,76,10,41,6,57,39,36,19,10,13,6
Q94EY1,0,1,5,0,0,0,0,0,0,0,2
Q94FB9,100,46,50,12,90,119,26,46,25,13,4
Q94HW2,0,0,0,0,0,0,0,0,0,0,0
Q94IB9,12,2,27,3,10,9,0,5,5,0,0
Q94IN5,2624,900,896,109,4232,2077,931,906,560,1210,106
Q94JG1,8,0,0,0,4,0,0,4,0,0,0
Q94JI5,561,208,297,50,616,436,175,300,202,128,23
Q94JQ3,55,11,44,2,50,63,11,8,20,39,12
Q94JX9,0,0,0,0,0,0,0,0,0,0,0
Q94K05,17,7,22,0,43,19,8,10,2,12,1
Q94K71,8,3,0,6,15,5,3,2,0,1,1
Q94K73,77,13,64,1,73,48,20,6,7,10,4
Q94KD3,141,43,55,12,102,147,55,54,63,19,28
Q94KD8,423,131,179,24,392,368,114,163,117,183,19
Q94KI8,228,80,202,15,228,299,113,112,142,42,19
Q94LW6,31,9,19,0,12,28,3,24,5,11,1
Q95028,0,0,0,0,0,0,0,0,0,0,0
Q95029,66,50,103,11,51,131,57,64,40,22,3
Q95142,0,0,0,0,0,0,0,0,0,0,0
Q95327,180,64,79,22,158,156,76,64,57,24,16
Q95JL1,0,0,0,0,0,0,0,0,0,0,0
Q95JX4,86,41,55,11,66,97,53,52,71,10,21
Q95KA5,14,17,23,0,46,57,23,31,12,28,0
Q95KC9,19,1,0,0,0,7,4,6,5,0,6
Q95L11,0,0,0,0,0,0,0,0,0,0,0
Q95LP1,240,91,184,20,226,214,86,116,90,49,17
Q95M12,1540,544,595,79,2183,1469,687,869,240,604,66
Q95QN6,104,30,95,21,39,80,29,5,32,39,9
Q95QZ5,49,36,24,9,72,82,24,28,28,3,10
Q95WA0,0,0,1,0,0,0,0,0,0,0,1
Q96254,0,0,0,0,0,0,0,0,0,0,0
Q962R9,75,24,39,5,91,97,77,49,30,56,4
Q962X7,55,10,43,0,28,32,10,35,16,18,1
Q96301,249,66,98,22,209,131,71,60,85,37,5
Q96361,79,44,39,5,60,70,31,33,41,28,14
Q96493,80,18,96,0,144,142,42,40,28,92,15
Q964E0,43,7,5,0,44,30,25,16,8,1,3
Q964E3,25,10,34,3,75,21,10,0,3,6,1
Q964T1,68,19,15,6,77,78,16,35,8,1,5
Q96524,0,3,5,0,6,10,3,8,4,0,0
Q965T6,115,34,58,4,108,103,82,45,31,12,13
Q967Y8,0,0,0,0,0,0,0,0,0,0,0
Q968X7,1965,620,757,74,2847,1517,600,735,354,599,56
Q969H0,0,0,0,0,0,0,0,0,0,0,0
Q969T7,0,0,0,0,0,0,0,0,0,0,0
Q969X1,135,66,70,3,80,171,77,34,74,12,33
Q96A23,339,94,184,33,303,331,92,97,68,28,31
Q96AE4,23,11,20,6,47,20,13,22,16,6,2
Q96AX9,220,103,79,30,240,268,99,108,43,97,27
Q96AY4,553,169,235,20,467,469,254,273,155,73,27
Q96AZ1,61,13,4,4,29,30,15,8,18,15,3
Q96BD6,31,24,33,2,23,65,21,8,22,13,5
Q96CD2,17,11,13,0,5,13,3,19,10,0,5
Q96CN4,162,77,87,14,193,202,74,78,51,89,29
Q96CN5,33,10,31,2,25,54,13,4,12,15,11
Q96CX2,0,0,0,0,0,0,0,0,0,0,0
Q96DC9,0,0,0,0,0,0,0,0,0,2,0
Q96DF8,62,17,4,4,36,33,17,38,10,2,1
Q96DT5,11,2,8,2,21,14,5,4,11,0,0
Q96DZ5,72,14,0,2,41,53,1,25,3,0,2
Q96F25,28,3,17,5,26,26,4,14,11,5,4
Q96F81,355,117,196,45,292,194,121,121,108,63,5
Q96FL8,3,13,14,0,0,2,8,5,8,2,2
Q96FL9,81,47,67,4,46,78,26,27,53,1,9
Q96FW1,1,1,0,0,1,4,0,12,6,0,2
Q96G46,116,56,44,9,86,126,53,30,58,11,8
Q96GG9,70,22,66,18,68,66,19,12,14,16,20
Q96GM8,12,18,27,11,3,15,7,3,14,0,0
Q96GS6,65,13,33,4,30,50,29,17,37,7,9
Q96HU1,23,14,31,5,30,24,26,17,12,15,2
Q96I24,64,22,39,7,41,59,33,34,42,7,1
Q96IV6,105,25,52,4,143,101,22,37,39,17,7
Q96J02,172,56,70,19,134,117,63,116,54,67,10
Q96J94,330,98,439,26,204,264,227,106,230,105,26
Q96JB1,76,25,22,10,125,15,36,32,9,31,0
Q96JB6,69,22,58,13,47,51,34,26,26,12,2
Q96KA5,5,3,1,1,26,5,6,9,9,2,1
Q96L03,177,50,65,5,136,105,64,33,31,38,10
Q96L93,99,16,79,6,93,71,26,30,38,0,9
Q96LJ7,111,29,56,0,140,49,11,27,24,50,16
Q96LK0,104,45,71,13,96,103,38,17,53,9,12
Q96LW4,282,107,150,20,295,268,130,51,72,130,20
Q96M32,25,34,75,18,41,42,39,80,43,70,8
Q96M86,246,97,203,43,177,148,44,52,112,34,16
Q96M98,32,41,43,8,37,47,34,31,7,0,1
Q96MR6,1299,342,601,115,1131,1195,503,408,386,263,109
Q96MT7,45,23,43,2,46,38,24,44,3,2,0
Q96N23,478,158,8,58,361,489,3,156,10,0,40
Q96NN9,296,43,156,32,241,236,106,176,69,174,6
Q96P56,56,25,27,10,102,97,57,25,46,54,16
Q96PD7,0,0,0,0,0,0,0,0,0,0,0
Q96PN6,409,24,210,6,332,268,121,58,150,54,4
Q96PP8,3,12,18,0,12,11,2,14,8,0,0
Q96PQ7,41,18,10,0,7,18,2,10,6,0,6
Q96PY6,1129,364,480,97,1031,980,455,299,378,413,69
Q96PZ0,1,7,14,2,10,8,3,0,4,6,8
Q96Q83,114,38,45,9,82,123,59,18,42,8,14
Q96Q91,0,0,0,0,0,0,0,0,0,0,0
Q96QK1,306,76,78,9,223,198,106,96,53,95,11
Q96RK4,61,26,19,5,54,42,21,14,20,5,5
Q96RW7,1340,505,844,125,1261,1428,737,552,428,308,116
Q96S06,83,31,40,8,108,127,40,60,7,29,4
Q96SB4,263,59,155,23,255,174,83,66,36,141,17
Q96T55,0,0,0,0,0,0,0,0,0,0,0
Q96T60,28,2,2,0,18,29,13,17,6,0,2
Q96UL8,130,47,47,2,213,192,69,55,28,95,4
Q96UX3,77,28,43,0,36,44,23,40,42,18,23
Q96UY1,337,75,197,23,229,261,99,167,136,91,36
