Entry,past_c1,past_c5,past_c6,past_c7,past_d1,past_d2,past_d3,past_d4,past_d5,past_d6,past_d7
Q96VN3,4,0,13,0,2,7,0,1,0,0,0
Q97BG9,113,26,72,23,152,154,72,45,60,36,12
Q97LQ2,153,37,80,13,129,122,57,87,53,16,6
Q97MK4,97,41,57,15,84,133,53,40,48,70,12
Q97NQ2,2,3,2,0,3,11,2,16,1,2,0
Q97U96,51,13,14,9,34,24,7,19,9,0,9
Q985M5,17,13,11,3,30,12,3,0,11,0,1
Q988B7,25,5,15,0,20,20,4,3,9,2,6
Q988C9,110,57,78,17,98,114,40,55,60,14,7
Q988D4,40,5,34,0,13,51,23,14,16,3,7
Q98DT6,241,111,163,30,207,254,133,103,99,22,30
Q98E66,36,16,11,3,35,41,18,4,18,12,6
Q98HN3,0,0,0,0,0,0,0,0,0,0,0
Q98KK0,131,57,47,17,81,119,56,57,50,9,9
Q98SJ2,72,26,38,4,57,64,37,51,37,35,17
Q99020,53,4,46,0,18,29,30,11,5,39,4
Q99028,34,37,30,5,23,62,14,13,24,3,11
Q99170,44,17,19,2,53,50,21,18,12,2,1
Q99246,163,37,87,11,129,124,41,49,38,23,19
Q99250,0,0,0,0,0,0,0,0,0,0,0
Q99297,89,11,54,7,78,43,41,23,9,43,3
Q99383,13,27,2,0,21,25,28,16,13,9,0
Q99385,575,184,279,54,412,442,188,233,212,119,49
Q99437,0,0,0,0,0,0,0,0,0,0,0
Q99487,169,28,71,14,234,113,56,104,17,64,8
Q99523,30,15,10,5,15,30,28,5,9,0,0
Q99571,79,43,135,18,71,160,62,48,56,3,20
Q99575,1,0,24,0,3,3,2,4,1,0,4
Q99624,121,51,76,21,128,103,58,49,42,39,28
Q99685,0,0,0,0,0,0,0,0,0,0,0
Q99707,35,10,12,4,47,20,3,15,3,1,0
Q99733,96,30,40,4,72,92,19,44,24,9,10
Q99758,34,4,11,0,37,14,13,18,3,27,1
Q99759,0,0,0,0,0,0,0,0,0,0,0
Q99873,51,22,36,9,27,34,21,28,31,2,6
Q99942,9,19,6,1,21,16,22,12,7,0,2
Q99956,47,11,6,3,25,24,15,7,1,10,1
Q99J23,3,0,6,0,1,7,2,0,3,4,0
Q99J27,2,1,2,0,9,27,6,0,7,2,3
Q99J36,44,14,24,1,33,13,6,14,23,11,5
Q99J86,10,2,5,0,14,15,4,29,14,5,0
Q99JA8,0,0,0,0,0,0,0,0,0,0,0
Q99JG3,0,0,0,0,0,0,0,0,0,0,0
Q99JH1,189,37,96,5,128,125,51,47,42,46,9
Q99JW2,95,39,57,12,105,68,49,28,36,17,11
Q99JX3,51,26,26,16,23,56,14,4,17,5,6
Q99KL7,109,0,67,0,104,75,48,19,27,13,0
Q99KQ4,78,14,25,7,62,58,14,18,5,35,7
Q99KV1,18,1,0,2,15,33,17,12,4,0,0
Q99KY4,0,0,3,0,0,0,0,0,0,0,0
Q99L04,73,27,43,8,129,64,23,47,15,86,2
Q99LB7,189,52,70,6,193,107,70,74,24,64,15
Q99LC9,11,2,20,11,15,26,9,8,4,1,3
Q99LG2,6,0,8,0,3,7,0,3,0,10,0
Q99LG4,8,2,2,0,4,4,0,1,1,0,0
Q99LH1,169,48,122,18,165,100,55,87,31,40,22
Q99LT0,0,0,0,0,0,0,0,0,0,0,0
Q99MB4,184,36,104,23,142,262,69,84,63,43,26
Q99ML9,0,0,0,0,0,0,0,0,0,0,0
Q99MN1,159,73,170,14,171,183,90,106,60,93,26
Q99MV5,102,37,35,10,58,96,21,4,33,15,3
Q99NA5,3,0,8,0,0,4,0,0,2,0,1
Q99NB9,531,178,160,21,830,381,180,151,93,256,21
Q99NF1,119,69,54,13,144,67,45,49,38,44,3
Q99NH0,111,25,62,5,75,56,25,46,22,19,9
Q99P39,2,6,0,0,0,7,0,2,2,5,0
Q99PV0,750,222,178,21,1518,590,200,323,98,249,12
Q99PV3,60,8,6,7,28,36,18,11,11,19,2
Q99PW8,0,0,0,0,0,0,0,0,0,0,0
Q99R54,0,0,0,1,1,1,0,0,0,0,0
Q9A3Q9,0,0,0,0,0,0,0,0,0,0,0
Q9A8Z4,0,0,0,0,0,0,0,0,0,0,0
Q9A9H3,101,48,116,14,143,120,49,39,32,19,5
Q9AJQ8,0,0,0,0,0,0,0,0,0,0,0
Q9AJU0,0,4,0,0,7,4,4,0,7,0,3
Q9AJU1,7,4,5,0,1,13,6,0,7,0,0
Q9AJU2,41,24,18,5,55,90,70,52,38,12,18
Q9AKC4,42,4,41,10,40,36,5,21,15,7,7
Q9AKM6,12,0,20,0,17,32,9,8,5,16,0
Q9ALJ4,0,0,0,0,0,0,0,0,0,0,0
Q9AP33,11,2,0,0,6,18,7,12,1,0,0
Q9ASR4,17,1,7,0,12,16,4,12,3,1,2
Q9ASU1,40,15,13,1,23,14,18,10,21,6,3
Q9ASW1,25,6,28,9,19,47,8,22,11,4,9
Q9ASX5,197,68,68,26,170,193,74,103,92,29,16
Q9ASZ8,146,44,120,28,152,196,72,85,60,40,5
Q9AT72,624,139,114,33,949,664,107,130,79,189,8
Q9ATL5,92,42,27,4,64,130,27,54,41,19,7
Q9ATN4,83,48,79,23,111,88,49,51,75,16,10
Q9AU12,0,0,0,0,0,0,0,0,0,0,0
Q9AUE0,174,66,80,6,134,113,30,67,58,33,9
Q9AUR7,0,0,0,0,0,0,0,0,0,0,0
Q9AV39,1423,359,646,74,1736,1210,567,737,229,1184,73
Q9AV81,135,31,81,9,126,91,61,19,24,13,7
Q9AW48,132,77,95,20,129,128,81,68,37,8,11
Q9AWA5,127,48,109,9,120,164,67,71,60,38,10
Q9AXQ6,63,4,15,2,44,18,8,14,3,40,4
Q9AYU0,167,76,185,37,172,240,139,137,65,87,20
Q9AYU1,0,0,0,0,0,0,0,0,0,0,0
Q9BDJ5,87,28,39,4,65,65,35,15,26,15,7
Q9BEA9,27,10,5,6,24,8,2,8,1,0,2
Q9BHM6,58,12,31,2,40,29,28,19,8,0,4
Q9BIB3,28,7,9,0,11,14,1,4,6,0,4
Q9BJZ5,264,126,167,29,185,255,79,103,129,26,18
Q9BKS0,177,35,109,10,108,121,44,84,25,35,28
Q9BL07,94,32,109,11,118,107,74,58,37,25,5
Q9BLC5,11684,2934,5178,610,12933,9930,3547,4654,2234,8442,704
Q9BLG3,2175,494,1041,95,2280,1720,748,803,345,967,121
Q9BMX5,0,0,0,0,0,0,0,0,0,0,0
Q9BN19,67,8,52,7,69,43,40,64,9,15,3
Q9BPL7,91,38,45,0,90,91,50,12,11,30,5
Q9BPU9,15,0,5,0,2,1,0,1,1,0,2
Q9BR61,48,20,19,1,15,42,18,9,18,15,6
Q9BRF8,93,22,40,8,55,55,21,13,28,15,7
Q9BRS2,107,44,56,20,42,134,42,16,50,16,18
Q9BRT8,38,10,7,0,15,31,19,4,14,0,0
Q9BSJ2,170,54,66,18,165,161,59,48,70,84,20
Q9BTT6,44,21,20,4,30,44,19,15,17,0,7
Q9BTV4,95,31,36,8,123,102,50,6,24,19,6
Q9BUJ2,170,86,71,12,126,148,66,52,43,38,5
Q9BUY7,72,7,42,4,39,57,24,10,21,15,11
Q9BV10,21,0,4,0,7,11,5,0,1,0,0
Q9BV35,13,2,2,0,19,15,5,9,3,0,3
Q9BVM2,27,6,36,3,16,26,18,8,2,5,6
Q9BWQ6,0,0,0,0,0,0,0,0,0,0,0
Q9BWU0,85,32,43,0,39,113,60,20,45,7,6
Q9BWV7,173,49,90,6,161,120,54,121,27,48,7
Q9BX10,360,89,140,20,400,288,155,102,77,157,25
Q9BXA6,13,10,1,0,3,17,5,0,16,0,0
Q9BXR0,59,17,29,3,56,49,15,13,35,0,0
Q9BXS5,259,80,127,7,214,186,95,49,65,62,35
Q9BYK8,81,42,79,4,97,107,39,22,19,23,13
Q9BYT3,6,0,0,2,18,6,3,0,0,0,2
Q9BZG1,43,3,12,1,16,39,1,7,12,4,7
Q9C0B5,94,22,64,9,66,48,19,62,23,6,10
Q9C0D5,114,43,85,6,102,109,48,58,20,76,22
Q9C0G6,1386,401,664,111,1472,918,454,351,307,181,32
Q9C0H6,28,34,19,3,28,48,11,13,17,1,5
Q9C0T9,58,19,33,4,27,47,46,21,24,14,0
Q9C0U7,19,7,28,0,7,15,1,0,7,0,0
Q9C0V1,526,170,314,79,525,494,218,337,140,278,113
Q9C0V7,382,105,248,26,416,476,226,176,135,255,52
Q9C0Y8,127,34,126,12,157,177,52,34,45,21,35
Q9C102,274,89,117,24,390,372,99,176,92,203,18
Q9C196,615,268,400,50,585,509,278,213,212,103,36
Q9C1C2,0,0,0,0,0,0,0,0,0,0,0
Q9C1E8,33,3,14,5,35,29,12,16,12,10,12
Q9C1S9,2252,687,1443,131,2524,1874,694,1208,218,2037,113
Q9C1X4,8,1,0,0,7,5,0,0,4,0,0
Q9C270,107,33,24,4,64,101,26,49,15,2,8
Q9C2R2,60,27,32,14,49,57,27,41,39,0,13
Q9C3Z4,0,4,0,0,0,0,0,0,0,0,0
Q9C509,25,18,8,2,1,11,2,2,3,0,7
Q9C512,337,121,246,33,239,294,134,114,138,73,39
Q9C5C4,191,53,51,11,124,146,82,82,55,24,17
Q9C5D6,95,14,60,15,77,51,33,18,36,25,16
Q9C5E7,226,66,73,3,220,171,52,58,33,46,2
Q9C5G5,4,7,0,0,5,3,5,1,1,0,0
Q9C5H6,43,12,18,5,46,74,29,32,8,5,2
Q9C5J3,53,20,43,3,56,88,32,47,37,0,3
Q9C5J7,94,51,47,17,149,78,45,46,9,48,1
Q9C5M0,116,5,81,0,54,83,35,58,22,70,6
Q9C5N2,0,0,0,0,0,0,0,0,0,0,0
Q9C5S1,142,25,85,10,97,118,38,51,39,19,13
Q9C5U3,238,37,122,22,214,240,101,77,52,82,22
Q9C5W3,315,117,157,28,199,204,75,122,96,166,45
Q9C5W6,82,12,19,12,45,39,13,1,26,21,20
Q9C5X3,62,19,14,6,26,44,36,31,27,7,15
Q9C5Z2,185,48,75,6,189,180,79,60,49,46,21
Q9C641,119,71,118,23,98,157,84,54,74,26,9
Q9C658,245,101,140,21,194,217,63,60,117,23,14
Q9C671,0,0,0,0,0,0,0,0,0,0,0
Q9C6D3,416,120,269,39,432,304,145,113,195,91,26
Q9C6S1,130,52,131,24,134,109,62,71,50,40,17
Q9C6S5,118,25,19,8,71,91,34,15,14,15,18
Q9C6S6,7,62,66,20,9,173,48,55,68,49,32
Q9C718,8,3,2,0,3,10,0,1,1,0,2
Q9C788,142,26,46,24,113,95,45,75,25,29,10
Q9C7C4,0,0,0,0,0,0,0,0,0,0,0
Q9C7E7,264,88,241,21,157,194,79,65,98,36,33
Q9C7F2,0,4,15,0,5,3,5,5,3,6,0
Q9C7F8,176,68,68,18,137,160,85,92,89,19,6
Q9C7G1,51,12,8,0,21,34,15,9,13,5,5
Q9C7S7,117,58,99,11,125,121,61,25,92,30,1
Q9C7T7,75,33,12,12,78,53,14,9,19,27,9
Q9C813,4,0,11,0,4,2,3,0,7,0,7
Q9C889,0,0,0,0,0,0,0,0,0,0,0
Q9C8D4,16,3,3,0,28,25,3,9,0,16,0
Q9C8G5,74,21,47,4,50,127,21,66,40,4,5
Q9C8G9,90,47,8,2,122,113,51,62,14,12,2
Q9C8H0,41,2,18,2,60,25,21,4,7,3,0
Q9C8H1,228,40,42,1,302,229,62,83,47,15,3
Q9C8K2,0,0,0,0,0,0,0,0,0,0,0
Q9C8L4,35,26,31,4,41,68,15,25,20,8,4
Q9C8M1,289,120,143,24,281,325,118,142,191,49,30
Q9C8T7,0,0,0,0,3,0,0,0,4,0,0
Q9C8Y1,61,18,42,8,52,50,23,11,48,0,0
Q9C912,263,111,188,24,212,217,99,202,53,221,41
Q9C942,147,53,61,1,122,92,40,48,40,36,8
Q9C952,33,12,21,0,13,23,8,7,29,0,12
Q9C969,44,7,31,1,12,28,36,12,4,7,8
Q9C999,230,69,149,22,280,216,72,120,49,205,38
Q9C9A6,356,70,230,18,374,307,152,127,120,106,24
Q9C9C4,0,0,0,0,0,0,0,0,0,0,0
Q9C9G4,62,12,56,9,34,58,14,27,29,11,4
Q9C9P4,30,6,15,8,20,30,13,10,15,0,1
Q9C9U5,290,133,163,25,275,204,137,91,122,35,34
Q9C9Z1,127,81,118,19,137,153,97,52,81,22,7
Q9CA67,1605,365,637,108,1614,1236,468,645,254,958,117
Q9CAD5,40,36,21,5,48,36,24,25,18,15,2
Q9CAD6,60,29,33,0,59,27,16,29,6,5,7
Q9CAE4,17,13,8,0,40,26,16,18,8,31,3
Q9CAI1,54,9,12,3,38,33,25,21,47,14,8
Q9CAI7,37,9,8,1,23,21,3,3,4,7,0
Q9CAK8,75,49,57,2,90,80,19,34,10,51,19
Q9CAM7,43,17,23,1,18,31,17,14,5,4,3
Q9CAM8,10,0,12,0,3,5,3,0,0,0,3
Q9CAN0,213,89,92,45,259,346,139,237,102,37,15
Q9CAN5,101,49,92,9,68,108,51,40,59,8,39
Q9CAN6,0,0,0,0,0,0,0,0,0,0,0
Q9CAP8,0,11,0,0,0,0,0,0,6,0,2
Q9CB76,0,0,0,0,0,0,0,0,0,0,0
Q9CD86,106,21,35,7,53,55,35,31,28,9,16
Q9CD87,0,0,0,0,0,0,0,6,0,0,0
Q9CD89,136,10,59,6,86,96,38,25,34,27,0
Q9CEM5,0,0,0,0,0,0,0,0,0,0,0
Q9CHX5,149,19,63,6,94,87,49,40,39,22,32
Q9CIM0,49,2,23,3,23,36,7,1,3,15,0
Q9CIV4,48,1,31,5,51,40,20,21,28,26,2
Q9CK02,240,110,170,31,203,168,78,98,70,96,22
Q9CKY9,61,33,49,12,89,56,38,34,33,39,32
Q9CNF3,1,0,0,0,0,5,0,0,0,11,2
Q9CPU4,0,0,0,0,0,0,0,0,0,0,0
Q9CPV0,3,3,3,2,2,0,0,2,3,0,0
Q9CPW7,0,0,0,0,0,0,0,0,0,0,0
Q9CQ46,7,3,2,0,6,2,0,0,0,0,0
Q9CQ52,0,0,0,0,0,0,0,0,0,0,0
Q9CQ79,56,1,10,0,6,15,0,0,2,12,1
Q9CQE8,42,8,4,4,59,42,16,6,10,18,5
Q9CQF6,296,109,225,11,294,250,123,80,102,138,19
Q9CQR4,1,11,1,0,14,9,2,3,7,9,4
Q9CQS5,0,0,0,0,0,0,0,0,0,0,0
Q9CQS8,538,180,395,45,717,505,229,265,140,314,67
Q9CQU8,40,16,13,0,30,30,9,14,16,7,22
Q9CR35,115,21,79,4,199,104,44,46,47,70,8
Q9CR92,153,43,98,20,112,109,48,78,82,6,9
Q9CRA4,200,22,144,8,149,124,68,68,36,105,21
Q9CSH3,64,10,7,7,26,41,20,12,34,20,8
Q9CTG6,99,38,66,9,99,66,53,71,18,17,8
Q9CWB7,36,20,18,2,33,44,17,1,17,2,4
Q9CWF6,92,29,61,6,35,81,37,17,29,2,11
Q9CWL8,0,1,0,3,3,4,0,1,6,0,0
Q9CWR2,96,19,57,17,72,56,35,35,42,14,17
Q9CX11,8,8,19,0,17,21,2,2,8,0,12
Q9CX86,231,61,131,15,197,179,71,80,76,97,12
Q9CXF0,181,47,79,13,125,125,34,44,64,24,35
Q9CXJ4,7,7,1,0,3,4,0,0,3,0,1
Q9CXT6,16,13,34,0,13,32,9,7,10,0,1
Q9CXW3,237,92,118,12,277,220,93,75,105,26,13
Q9CY62,136,58,68,11,129,139,88,71,65,32,28
Q9CYH2,178,29,68,11,187,98,69,54,30,91,7
Q9CYI4,65,11,25,0,18,30,12,2,34,12,17
Q9CYL5,107,46,59,10,69,103,33,33,64,8,9
Q9CZD3,152,34,68,13,107,146,31,65,42,77,10
Q9CZK6,0,0,0,0,0,0,0,0,0,0,0
Q9CZV8,64,9,74,7,74,53,19,6,14,3,7
Q9D020,26,13,17,1,11,16,2,13,14,0,4
Q9D099,17,11,31,1,23,31,6,22,20,7,1
Q9D0C1,109,60,271,16,163,171,159,199,70,288,17
Q9D0D4,42,38,9,10,15,49,10,21,33,15,4
Q9D0F1,0,0,0,0,0,0,0,0,0,0,0
Q9D0L4,51,26,7,2,30,79,19,24,40,0,15
Q9D0L8,7,2,1,0,18,12,7,6,3,0,0
Q9D0P8,7,0,1,1,2,5,1,2,1,1,0
Q9D106,90,58,52,11,83,104,46,65,30,11,10
Q9D113,0,0,0,0,0,0,1,1,0,0,0
Q9D180,0,0,0,0,0,0,0,0,0,0,0
Q9D187,16,9,0,1,16,24,2,3,6,5,4
Q9D1D4,50,12,18,4,53,24,1,22,9,4,9
Q9D1E6,2,1,0,0,1,1,0,0,1,0,0
Q9D1F5,16,1,7,0,4,0,1,2,3,6,2
Q9D289,6,8,11,0,8,14,6,0,7,0,0
Q9D2C9,8,0,5,0,5,8,0,8,1,0,0
Q9D2H2,416,156,202,37,356,326,142,129,139,56,44
Q9D2V5,129,38,51,9,200,189,40,38,48,110,6
Q9D2X0,75,28,76,14,37,78,26,34,29,4,21
Q9D309,331,89,143,26,493,223,90,79,41,386,18
Q9D411,143,54,89,21,173,174,107,66,63,38,2
Q9D4H7,134,58,69,3,114,85,50,37,47,37,7
Q9D504,67,10,20,1,44,69,18,14,12,40,9
Q9D531,46,20,24,7,70,53,11,18,46,12,8
Q9D554,0,0,0,0,0,0,0,0,0,0,3
Q9D5V2,10,9,17,0,12,17,2,0,0,3,0
Q9D6J3,0,0,0,0,0,0,0,0,0,0,0
Q9D6P8,6,7,5,0,8,6,8,0,1,5,0
Q9D6T1,7,0,11,0,2,7,3,2,2,0,0
Q9D6Y9,564,216,253,29,598,508,229,213,118,183,21
Q9D7E3,67,32,53,2,21,76,24,49,17,6,5
Q9D7R7,80,32,40,0,80,106,40,32,33,18,7
Q9D7X3,82,19,54,10,61,68,33,14,19,18,11
Q9D819,188,38,106,22,203,176,91,87,41,86,18
Q9D8I1,0,0,0,0,0,0,0,0,0,0,0
Q9D8M4,64,11,20,16,21,28,14,15,22,11,9
Q9D8S9,59,27,36,3,61,70,16,37,24,31,10
Q9D8U7,45,7,49,4,28,31,12,5,14,8,1
Q9D8X5,19,17,5,2,12,33,7,11,10,6,0
Q9D8Z1,75,34,46,6,43,83,3,25,16,32,9
Q9D967,76,15,23,1,34,66,15,26,12,8,11
Q9DAA6,47,13,32,0,16,33,15,14,17,3,5
Q9DAK2,695,210,426,70,482,547,273,247,210,119,72
Q9DAM1,46,45,21,8,44,55,32,29,12,10,4
Q9DAN9,78,27,65,2,80,77,27,35,40,46,8
Q9DB29,0,0,0,0,0,0,0,0,0,0,0
Q9DB30,317,81,113,20,330,229,93,61,60,89,22
Q9DBB8,82,20,20,1,82,74,20,30,17,21,3
Q9DBF7,165,38,107,6,94,102,48,14,86,26,34
Q9DBG3,209,83,98,11,175,120,60,64,67,12,16
Q9DBG7,30,0,20,3,33,42,18,17,8,2,12
Q9DBK0,84,45,75,9,95,95,46,35,52,19,12
Q9DBM0,4,14,7,2,13,17,14,0,1,0,0
Q9DBM2,0,0,0,0,2,0,0,0,0,0,0
Q9DBP0,3626,988,1263,187,5123,2954,1081,1144,628,1824,123
Q9DBT5,41,13,16,0,34,46,30,12,14,0,2
Q9DBT9,5,0,0,0,5,7,0,0,3,13,2
Q9DBY8,8,4,15,0,26,10,16,1,5,0,0
Q9DC37,53,5,22,1,27,20,8,8,12,7,10
Q9DC48,30,4,5,2,22,23,7,32,15,7,6
Q9DC60,79,17,28,4,42,69,30,26,26,46,11
Q9DCB8,36,12,20,1,57,47,8,19,8,22,0
Q9DCD2,0,0,0,0,0,0,0,0,0,0,0
Q9DCM0,408,93,149,26,390,325,123,188,58,114,16
Q9DCN2,7,4,9,0,16,11,1,2,3,0,4
Q9DD20,19,8,5,6,16,12,4,8,14,0,9
Q9DDE3,107,44,60,4,77,81,61,69,38,6,5
Q9DE26,175,46,86,1,231,160,70,52,33,87,8
Q9DE27,3,0,1,0,5,4,0,1,0,0,1
Q9DE46,300,116,113,32,332,258,101,114,105,86,19
Q9DER5,280,108,114,27,242,349,146,148,114,42,34
Q9DER7,41,21,31,1,71,32,19,46,25,41,4
Q9DEX3,0,0,0,0,0,0,0,0,0,0,0
Q9DF35,167,37,112,10,211,170,42,23,34,45,17
Q9DF36,16,8,10,1,39,38,8,15,12,15,7
Q9DF58,60,19,25,3,66,53,28,36,24,0,4
Q9DG68,222,133,254,28,373,301,207,360,82,517,23
Q9DGD1,90,20,28,2,65,53,40,13,12,5,7
Q9DGD3,0,0,0,0,0,0,0,0,0,1,0
Q9DGQ7,100,29,47,14,98,75,75,20,28,36,18
Q9EP75,13,7,8,1,44,25,9,1,8,4,4
Q9EPB1,111,56,84,3,109,160,70,80,53,7,7
Q9EPE9,73,26,21,4,72,53,18,29,17,31,0
Q9EPH8,66,13,39,7,33,81,29,28,35,8,4
Q9EPI9,413,156,273,53,335,335,195,155,235,80,27
Q9EPJ9,0,0,0,0,0,0,0,7,0,0,0
Q9EPK2,42,21,21,0,33,40,20,14,22,6,4
Q9EPU0,76,27,43,1,152,112,44,20,12,32,1
Q9EPZ8,80,38,63,12,52,86,20,14,17,13,2
Q9EQ15,15,11,53,5,26,24,13,2,6,3,0
Q9EQ20,114,18,68,3,102,60,43,55,20,26,1
Q9EQ60,321,110,118,54,215,217,99,96,101,65,23
Q9EQG6,190,73,94,17,149,139,76,104,76,57,30
Q9EQN5,17,6,3,0,2,27,8,9,9,4,2
Q9EQP2,0,0,0,0,0,0,0,0,0,0,0
Q9ER47,276,70,99,17,202,238,76,87,51,45,11
Q9ER69,24,31,34,3,27,28,21,7,22,2,4
Q9ERD9,235,90,110,21,315,264,151,83,66,86,19
Q9ERI6,0,0,0,0,0,0,0,0,0,0,0
Q9ERK0,8,4,6,3,38,31,9,5,10,22,7
Q9ES00,57,47,57,5,138,83,52,29,29,20,0
Q9ES70,74,20,8,10,43,81,0,30,7,0,11
Q9ES74,0,13,0,0,0,0,0,5,0,0,1
Q9ESX4,64,36,52,12,52,71,38,35,62,20,26
Q9ET30,0,0,0,0,0,0,0,0,0,0,0
Q9EX73,14,0,0,0,6,11,0,2,4,0,1
Q9EYI6,47,36,39,5,43,76,24,26,39,2,8
Q9F5P3,0,0,0,0,0,0,0,0,0,0,0
Q9FBX1,86,28,63,10,69,70,49,13,42,21,5
Q9FDW8,328,92,99,35,532,242,89,164,47,161,13
Q9FE01,7,3,6,4,2,7,0,1,3,0,0
Q9FE17,150,75,123,21,164,155,51,45,53,35,25
Q9FE62,0,0,0,0,0,4,0,0,0,0,0
Q9FEB5,28,6,10,2,28,32,13,2,10,7,5
Q9FEF8,61,22,30,6,58,54,22,12,9,34,4
Q9FF46,343,102,121,28,376,325,106,92,81,168,18
Q9FF55,384,108,182,31,352,324,150,109,124,119,32
Q9FF66,0,0,0,0,0,0,0,0,0,0,0
Q9FFB6,41,6,17,0,23,16,2,14,20,12,7
Q9FFE3,0,0,0,0,0,0,0,0,0,0,0
Q9FFL1,22,8,20,0,33,21,0,10,7,0,0
Q9FFN2,0,8,0,0,0,2,5,0,0,0,2
Q9FFN7,24,8,28,7,56,54,7,21,6,19,7
Q9FFQ1,12,0,0,0,4,0,0,1,0,0,0
Q9FFU6,227,83,125,16,308,228,143,100,65,84,8
Q9FFZ1,214,97,118,10,209,180,67,67,57,57,18
Q9FG01,145,28,65,0,154,114,66,43,12,74,2
Q9FG37,36,26,10,0,45,39,3,7,15,15,0
Q9FG59,6,7,10,1,11,25,8,3,10,2,7
Q9FG61,0,0,0,0,1,0,0,0,0,0,0
Q9FG70,18,4,10,0,5,5,1,0,6,0,6
Q9FG71,119,53,76,7,119,101,64,46,48,16,12
Q9FG73,0,0,0,0,0,0,0,0,0,0,0
Q9FG87,0,0,0,0,0,0,0,0,0,0,0
Q9FGC7,221,62,67,24,206,247,84,92,66,84,27
Q9FGF0,21,13,5,2,12,7,10,5,8,5,4
Q9FGK3,0,0,0,0,0,1,0,0,0,0,0
Q9FGK9,100,34,13,0,113,72,29,48,16,28,0
Q9FGR9,150,46,55,12,61,152,85,100,51,21,14
Q9FGS0,22,10,3,1,21,32,17,14,26,1,7
Q9FGT8,33,32,23,7,49,52,26,12,19,13,5
Q9FH02,101,35,44,3,40,79,32,21,13,38,17
Q9FH28,126,59,71,1,86,111,49,36,42,29,7
Q9FH82,90,19,66,9,38,50,35,22,30,5,11
Q9FHB6,64,18,25,6,75,54,29,7,8,28,4
Q9FHF1,54,12,14,6,68,41,14,16,6,30,0
Q9FHJ6,196,49,81,2,199,186,74,78,41,50,4
Q9FHM7,5,0,5,0,6,5,0,0,2,6,0
Q9FHN8,713,288,421,72,610,635,295,270,254,167,66
Q9FHT4,234,73,168,14,244,223,103,77,60,41,18
Q9FI56,1171,400,489,85,1736,1116,446,612,313,973,38
Q9FI61,64,28,38,2,61,52,40,28,37,14,13
Q9FI97,0,0,0,0,13,8,0,8,3,0,0
Q9FIB4,68,49,54,2,91,79,27,62,26,20,5
Q9FIH8,90,23,60,10,97,79,36,37,31,15,0
Q9FIK2,32,10,6,11,45,43,32,1,14,0,2
Q9FIK8,220,55,103,5,193,177,114,71,65,38,18
Q9FIM9,0,0,0,0,0,0,0,0,0,0,0
Q9FIQ0,0,0,0,0,0,0,0,0,0,0,1
Q9FIT7,221,100,169,22,157,255,168,119,87,29,36
Q9FIU7,0,0,0,0,0,0,5,0,0,0,0
Q9FIV6,36,15,15,11,32,39,14,24,17,11,5
Q9FIW4,128,89,59,16,174,158,73,64,81,37,4
Q9FIX3,371,184,229,32,394,460,212,253,124,53,41
Q9FIY7,388,108,250,28,400,340,162,140,86,40,7
Q9FIZ9,222,111,110,18,172,250,116,147,61,34,12
Q9FJ47,3,0,0,0,0,1,0,0,0,0,0
Q9FJ79,190,82,90,14,136,152,81,92,98,36,12
Q9FJA6,0,0,0,0,0,0,0,0,0,0,0
Q9FJD6,0,0,0,0,0,0,0,0,0,0,0
Q9FJH6,168,31,83,23,130,141,59,76,60,32,7
Q9FJL3,784,220,219,14,1061,746,262,326,106,417,35
Q9FJR0,310,122,173,20,382,233,143,95,79,60,16
Q9FJT9,1,0,4,0,0,0,0,0,4,0,0
Q9FJX2,0,0,0,0,0,0,0,0,0,0,0
Q9FK51,138,29,85,6,69,101,36,25,39,1,11
Q9FK59,64,22,18,4,72,49,16,15,15,26,1
Q9FKG5,40,5,35,0,24,19,6,4,16,16,1
Q9FKI4,25,6,4,2,35,19,5,1,9,1,1
Q9FKR3,118,55,95,11,94,128,52,27,81,16,0
Q9FKR9,279,70,189,23,206,246,132,86,104,80,30
Q9FKS0,120,63,68,10,95,64,33,19,29,16,13
Q9FKT5,84,27,78,6,63,69,34,53,56,4,12
Q9FKW4,89,22,71,12,69,83,47,30,46,18,10
Q9FKW9,0,0,0,0,0,0,0,0,0,0,0
Q9FL12,264,136,178,27,208,341,105,100,168,59,45
Q9FL33,433,149,106,9,515,402,187,156,80,77,7
Q9FL69,42,18,8,3,26,21,5,18,10,0,1
Q9FLD8,102,32,33,13,115,103,41,31,23,33,3
Q9FLL3,6,2,1,0,3,9,0,0,0,0,4
Q9FLM3,137,57,41,1,86,96,14,40,34,0,7
Q9FLQ7,223,85,159,18,211,228,126,125,95,106,26
Q9FLU8,0,0,0,0,0,0,0,0,0,1,0
Q9FLX9,43,11,42,30,34,42,13,13,19,13,9
Q9FLZ3,72,33,89,3,90,82,50,21,20,7,27
Q9FM04,39,24,39,6,52,46,29,55,22,36,15
Q9FM67,89,29,31,10,64,49,37,18,39,12,14
Q9FM80,0,0,0,0,0,0,0,0,0,0,0
Q9FM96,92,36,69,1,60,59,34,28,20,19,9
Q9FMA3,93,23,55,2,112,121,36,28,30,20,13
Q9FMD3,28,12,20,8,14,27,8,1,5,8,2
Q9FMF6,86,33,102,3,73,179,85,89,60,4,4
Q9FMF7,158,35,81,16,159,167,67,57,75,15,26
Q9FMJ0,20,13,6,1,16,19,8,0,12,10,11
