Entry,mcav_c1,mcav_c3,mcav_c5,mcav_c6,mcav_c7,mcav_c8,mcav_d1,mcav_d2,mcav_d3,mcav_d4,mcav_d5,mcav_d6,mcav_d8
A6QLU6,1128,1013,1717,337,2078,2529,819,597,760,317,271,550,776
A6QLW9,103,20,109,2,40,122,155,79,69,27,0,54,23
A6QLY2,38,17,53,0,50,126,58,85,74,23,0,25,8
A6QNK1,59,28,32,7,60,195,170,58,104,22,2,71,88
A6QNR0,58,10,44,1,11,65,73,25,31,22,0,41,12
A6QP11,60,30,87,11,54,139,135,66,94,9,0,43,32
A6QP70,275,178,637,44,573,1192,593,330,523,191,45,341,307
A6QPE7,0,0,0,0,0,0,0,0,1,0,0,0,0
A6QPM3,236,109,743,13,238,560,386,221,319,95,86,409,309
A6QPT7,0,0,1,5,0,2,0,0,1,0,0,0,0
A6QQ21,132,82,198,16,103,244,344,101,296,54,23,186,98
A6QQ71,0,1,14,2,3,6,3,9,3,3,0,12,6
A6QQL0,36,5,47,1,8,40,33,8,33,9,0,18,5
A6QQM4,143,90,132,10,220,279,289,37,191,75,61,144,127
A6QQM8,0,2,2,0,1,4,11,0,10,0,0,4,2
A6QQP7,0,0,0,0,1,7,4,11,0,0,0,2,0
A6QQX9,120,80,385,31,229,374,574,101,296,27,189,430,184
A6QQY2,6,16,21,2,15,26,31,24,7,1,0,16,16
A6TL60,10,5,28,3,7,38,15,7,19,2,0,16,5
A6X8Z9,0,0,15,0,8,5,65,9,5,15,0,16,4
A6X919,150,90,335,35,244,339,289,170,294,57,180,264,150
A6ZT19,115,60,134,12,133,292,186,109,100,28,105,223,70
A7E2S9,1,2,133,0,19,3,20,6,15,0,0,2,0
A7M7B9,161,33,134,16,135,232,249,188,94,23,34,54,86
A7MAZ4,84,36,126,8,84,151,209,48,149,28,55,145,96
A7MB11,49,97,194,22,139,207,216,66,252,36,32,172,89
A7MB34,62,32,58,10,39,124,101,8,43,19,15,36,36
A7MB35,202,181,560,50,272,669,381,226,546,140,144,339,212
A7MB46,7,0,17,0,4,21,26,10,9,4,0,13,0
A7MB63,88,9,88,13,28,99,517,85,124,27,17,85,16
A7MBB8,145,112,315,34,208,426,1116,175,396,53,45,669,329
A7MBF6,173,46,119,9,96,177,423,151,292,85,85,263,86
A7MBH5,236,66,180,15,165,296,771,152,323,111,33,540,143
A7MBJ4,132,59,414,14,111,291,1233,136,329,33,53,881,83
A7MBL8,128,58,287,7,133,272,441,145,257,23,0,161,39
A7MBP4,146,35,201,19,128,236,581,253,320,85,57,255,106
A7MCS3,86,35,105,11,94,165,179,69,183,37,4,163,60
A7MTX1,0,1,0,0,0,0,123,9,5,0,0,646,1
A7RFA1,39,26,36,8,68,109,78,31,88,21,35,60,62
A7RFT2,18,7,13,0,2,35,74,9,38,8,20,35,11
A7RG82,232,81,219,19,202,298,839,268,356,58,90,268,163
A7RIT9,107,58,108,15,32,123,88,102,219,46,64,28,34
A7RJI7,88,88,329,10,211,440,487,126,360,83,111,419,186
A7RK30,12,1,1,2,1,1,4,9,5,1,0,0,0
A7RKF6,32,7,42,2,9,34,58,52,31,15,0,24,14
A7RKS5,28299,11429,16243,4113,20275,21509,26645,42308,30173,19298,12917,29516,14190
A7RL75,537,127,375,32,286,550,1058,323,658,180,131,373,285
A7RLE5,1,2,10,1,4,19,5,0,12,10,0,6,4
A7RM20,111,44,110,17,128,193,563,132,276,73,37,338,119
A7RM45,289,131,436,24,313,464,604,278,540,98,16,377,195
A7RNG8,125,94,188,35,138,210,324,138,400,93,107,377,101
A7RP64,233,131,312,33,142,400,796,231,444,85,124,431,194
A7RPT4,87,23,66,5,65,127,104,57,106,54,10,21,50
A7RQM5,49,27,50,3,51,82,163,69,130,53,29,84,41
A7RR04,102,61,308,12,115,291,729,92,286,94,20,257,100
A7RR34,154,41,111,19,149,123,393,130,195,72,83,345,90
A7RRG3,184,83,229,28,128,312,606,169,287,73,35,275,109
A7RRJ0,56,24,48,3,23,161,3,83,136,38,0,40,33
A7RRZ8,35,11,85,11,52,133,99,43,91,18,14,59,43
A7RSH7,255,208,461,104,282,532,1362,297,665,141,281,746,305
A7RTB3,31,13,54,1,40,65,54,23,85,12,20,7,36
A7RU46,242,96,346,40,350,559,456,375,589,175,63,318,180
A7RUD5,304,212,410,39,368,706,1124,396,927,226,232,956,404
A7RV13,43,10,35,0,42,95,189,24,104,44,17,99,40
A7RVK7,80,41,97,8,63,101,101,30,168,43,3,95,24
A7RWC9,45,38,45,12,28,117,34,122,69,22,0,38,56
A7RWD2,111,477,1030,142,694,1080,795,107,1181,69,487,872,864
A7RWP6,344,170,384,41,277,587,1346,614,759,255,207,712,341
A7RX26,99,46,241,9,98,374,554,67,328,61,67,245,153
A7RX34,39,17,56,7,48,90,128,44,77,15,21,82,42
A7RZS0,401,148,438,50,436,570,1535,534,879,208,59,657,236
A7RZW4,92,35,135,19,96,120,1171,125,873,98,72,4342,159
A7S1A4,1,2,13,0,3,6,6,1,3,1,0,3,6
A7S1L6,70,123,314,49,113,320,304,40,347,59,60,361,152
A7S2N8,98,35,97,11,45,116,171,52,104,20,0,110,27
A7S338,516,167,462,70,479,992,1163,522,779,211,89,577,467
A7S3J7,22773,6491,10876,2360,11922,17001,18061,28850,17971,11690,6594,17416,7930
A7S4N4,1385,687,1699,197,1549,2239,3784,1274,2784,874,265,2154,1140
A7S641,62,29,71,13,59,92,143,56,122,18,0,120,49
A7S6A1,109,66,287,20,178,325,204,95,205,56,38,189,106
A7S6A5,128,95,204,28,167,246,398,101,424,80,109,320,145
A7S6M8,133,105,185,36,263,383,529,61,573,101,193,340,232
A7S710,134,121,323,21,170,372,647,221,356,69,137,446,148
A7S7F2,117,65,174,21,105,246,218,57,170,78,43,131,87
A7S8T5,78,88,224,33,125,227,594,73,368,31,112,515,168
A7SA47,143,60,121,9,98,239,716,181,436,160,49,536,140
A7SBN6,35,16,52,13,47,77,129,50,113,22,7,111,18
A7SCH8,97,26,177,4,124,277,65,41,196,25,0,21,77
A7SD85,284,148,329,47,261,430,775,272,555,113,33,531,221
A7SDA8,12,5,20,1,7,34,25,0,35,5,0,12,11
A7SDW5,89,39,55,4,44,110,192,84,133,29,22,120,43
A7SE05,45,25,74,4,35,66,175,77,54,12,29,29,30
A7SE07,202,262,547,54,463,797,884,181,1011,82,123,513,378
A7SFB5,315,81,174,18,232,467,528,120,318,71,34,258,267
A7SFP1,0,5,23,3,2,24,51,13,20,2,0,17,4
A7SG73,32,24,49,0,34,63,125,31,84,17,47,13,44
A7SGF0,29,25,86,0,78,122,163,49,110,27,6,77,61
A7SGU3,25,14,52,5,34,79,219,63,86,16,2,50,22
A7SGU6,502,297,1231,55,849,967,551,289,402,78,113,401,339
A7SGZ5,89,52,96,25,114,189,411,144,285,84,206,281,124
A7SIM4,41,78,246,17,142,209,353,82,135,21,79,199,153
A7SJ66,251,134,302,38,280,460,482,146,338,99,141,416,183
A7SK27,5,2,23,2,16,19,23,18,18,4,11,5,7
A7SK48,702,306,807,75,428,722,2554,1028,1442,515,193,2048,257
A7SKE9,252,99,171,54,149,255,845,371,554,157,164,699,163
A7SKJ3,53,153,82,36,96,130,168,25,278,26,59,186,99
A7SL20,22,20,74,0,8,46,53,37,81,11,11,58,11
A7SLC8,16,3,42,1,26,80,20,33,31,5,12,22,43
A7SLW1,42,19,113,2,74,152,211,23,111,36,17,74,37
A7SLX5,123,77,200,31,145,218,243,195,565,115,106,427,162
A7SLZ2,229,114,232,41,147,623,1037,316,545,108,34,591,123
A7SM54,101,92,52,28,97,211,611,186,447,153,75,626,103
A7SMR1,345,193,520,40,429,978,1218,519,904,243,169,942,633
A7SMW7,232,169,445,62,447,686,658,198,629,133,284,640,313
A7SN31,97,52,142,8,136,236,210,90,201,65,10,196,136
A7SNN5,12,13,29,0,16,79,16,16,39,5,12,46,20
A7SNN9,23,8,11,3,18,30,101,15,28,11,0,34,11
A7SNR3,30,31,61,12,62,77,116,30,66,8,17,46,47
A7SPE8,41,12,47,0,44,59,116,44,60,4,16,55,37
A7STV9,20,23,68,5,42,86,28,31,126,9,10,39,37
A7SUU7,191,106,387,29,212,316,804,91,368,48,102,306,152
A7SVT1,15,8,18,0,6,33,86,14,15,8,0,6,1
A7SWD3,11,3,27,2,9,38,48,32,13,11,0,16,7
A7SWH1,121,110,136,37,138,201,409,52,240,50,76,258,123
A7SXZ6,36,78,82,12,173,190,218,102,215,43,50,138,82
A7T0W1,5,5,10,2,5,23,22,14,26,5,0,8,7
A7T167,104,87,292,27,183,297,427,169,438,75,6,338,143
A7T1N0,376,353,964,98,653,1189,1951,456,973,185,448,1213,694
A7T395,265,116,330,32,273,365,547,164,359,122,159,253,185
A7TNS8,51,54,104,17,111,305,207,49,136,18,58,134,153
A7UA95,229,57,246,13,141,265,454,127,129,32,12,180,79
A7UX13,77,4,41,5,57,69,98,31,29,9,0,20,16
A7X3Z4,6,1,6,0,1,5,11,0,0,0,0,0,5
A7X3Z7,0,1,1,0,4,2,16,0,10,5,0,10,1
A7Y2X0,16,65,347,0,222,287,58,0,80,3,0,57,103
A7YSY2,48,31,84,6,63,57,164,1,89,9,42,53,37
A7YVD7,6,11,6,0,9,23,12,12,8,3,0,5,4
A7YVH9,76,20,95,0,17,69,134,0,64,26,0,44,35
A7YVI8,26,9,46,4,5,22,45,16,46,11,0,30,15
A7YWC8,116,51,127,6,150,210,167,200,185,58,10,160,89
A7YY53,188,71,229,20,148,228,507,102,239,56,66,303,104
A7Z017,26,15,35,11,26,92,112,23,96,9,0,48,11
A7Z019,14,3,20,5,8,27,44,35,23,8,0,22,6
A7Z035,0,0,0,0,0,3,9,0,0,5,0,0,0
A7Z052,11,6,42,1,7,21,19,1,29,10,0,2,4
A7Z056,171,56,324,16,145,325,478,111,247,51,28,194,60
A7Z061,0,0,1,0,0,5,1,0,0,1,0,0,1
A7ZA24,29,32,53,6,151,316,77,17,31,6,4,53,119
A8BQB4,0,0,0,3,0,0,0,6,1,0,0,0,0
A8C750,93,159,392,47,189,354,461,123,432,38,139,368,175
A8C752,2,0,5,1,2,10,1,18,6,5,0,5,0
A8CEP3,75,54,131,6,106,226,261,52,151,49,33,106,112
A8CVX7,133,82,313,23,183,310,682,191,427,62,36,401,144
A8DZE7,99,343,1392,88,756,1190,903,121,607,30,188,532,433
A8E4S7,58,56,104,25,129,211,136,69,186,19,77,97,84
A8E534,149,58,196,30,185,272,829,132,332,74,121,821,116
A8E5W8,10,2,1,3,13,6,68,7,3,1,0,26,6
A8E657,63,160,301,24,219,298,1333,163,676,176,71,1457,105
A8E7G4,216,144,557,85,179,225,318,197,483,109,145,571,143
A8HYJ1,344,174,540,37,462,2144,1530,646,2160,458,333,1379,999
A8IUG5,12,3,20,0,5,17,61,9,30,18,2,31,6
A8IW99,6,3,5,0,4,11,3,9,2,1,0,0,4
A8J4S9,97,18,51,2,70,53,2,41,61,9,26,5,30
A8JAM0,0,0,2,1,0,0,0,7,0,0,0,1,0
A8JF70,468,298,631,91,575,857,1755,442,1177,207,371,1617,452
A8K8P3,124,146,514,33,259,385,102,164,392,68,119,103,222
A8MPP1,0,4,3,0,0,2,2,0,1,0,0,4,0
A8MPX8,83,80,151,14,122,212,146,66,210,19,38,95,72
A8MTY0,111,74,189,23,131,437,232,255,266,54,112,164,210
A8MU46,222,145,260,45,326,545,827,157,434,61,97,381,190
A8MW92,187,149,356,43,206,504,636,174,484,70,138,442,184
A8MY62,233,87,347,29,205,476,511,185,536,67,30,420,195
A8SMG2,118,65,281,15,146,392,520,236,314,131,28,292,120
A8TX70,0,0,10,4,0,0,0,0,0,0,0,0,0
A8VU90,45,42,98,11,132,147,88,125,120,45,29,204,72
A8WFT6,0,0,5,0,1,0,0,0,0,0,0,0,0
A8WG43,67,42,115,21,82,125,439,69,213,27,53,324,95
A8WG88,9,19,63,3,29,102,105,14,100,22,0,58,40
A8WGA0,52,8,73,6,30,83,56,67,38,6,0,15,15
A8WGE3,345,208,354,61,471,751,658,343,435,112,29,443,272
A8WGF4,221,177,463,29,383,443,628,185,667,90,97,432,277
A8WGS4,89,19,123,2,34,105,338,101,85,40,0,78,37
A8WH34,215,117,289,27,227,482,785,217,555,92,40,369,133
A8WHP3,4,5,24,3,19,18,3,2,2,5,23,7,10
A8WIP6,118,161,240,28,636,515,692,339,558,269,44,581,244
A8WK63,0,0,0,0,0,0,0,0,0,0,0,0,0
A8WQH2,0,1,30,0,10,7,6,0,9,2,0,3,4
A8WWU0,117,124,1034,47,368,244,459,62,414,44,183,297,86
A8XJ44,16,9,60,12,12,88,2152,30,1193,117,0,6437,37
A8XKV0,208,178,645,34,396,671,373,250,551,137,102,329,181
A8XU68,22,10,41,1,15,35,58,22,28,3,0,20,16
A8XYX3,49,14,35,2,22,45,77,13,49,8,0,20,17
A8Y1P7,6,8,20,0,7,27,64,29,26,3,0,14,4
A8Y5H7,333,290,706,80,428,728,1485,484,709,156,174,1289,341
A8Y5T1,98,78,223,2,112,276,763,188,344,108,37,248,107
A8Y5U1,7,7,32,8,42,58,57,14,46,4,27,13,29
A8Y7N6,173,36,133,23,169,202,275,126,83,21,117,198,108
A9BHC2,12,0,9,1,10,16,24,12,7,0,0,8,2
A9BJC1,28,0,31,7,1,32,10,14,2,1,0,4,6
A9CPT4,52,23,54,8,66,109,72,77,79,19,0,68,47
A9JR78,19,15,21,4,20,73,38,2,112,3,0,29,25
A9JRC7,124,95,222,25,128,291,449,121,316,41,45,265,130
A9JRD8,7,4,16,3,9,24,3,17,17,0,0,3,3
A9JRE2,18,2,19,2,14,33,59,23,3,14,25,20,12
A9JRI0,117,28,153,7,75,404,370,95,127,21,0,61,84
A9JRJ2,15,4,46,5,8,46,61,18,14,14,0,9,3
A9JS51,76,34,115,11,114,182,600,190,313,172,91,504,70
A9JTG5,453,232,828,64,467,1043,1087,466,799,365,113,457,302
A9ULE9,121,88,137,22,103,169,304,178,230,87,39,142,72
A9ULG4,25,3,46,7,11,38,61,25,33,18,0,29,9
A9UMG5,24,9,24,3,10,37,201,36,88,14,34,115,18
A9UMP7,41,6,46,2,19,55,93,35,58,14,0,73,12
A9Y006,102,27,38,9,31,123,10,38,53,13,0,16,28
A9Z1V5,32,29,69,2,49,154,46,11,21,3,0,8,34
A9ZSY3,2977,286,1253,24,1127,1300,980,2069,351,176,60,190,197
B0BLT0,51,18,48,2,39,51,94,53,40,21,40,53,17
B0BM95,28,5,29,4,35,65,43,6,35,11,0,21,30
B0BN95,59,39,176,0,65,239,288,25,245,2,46,242,150
B0BNA9,172,99,229,17,159,369,521,219,500,113,49,385,257
B0BNE2,85,103,159,34,168,270,433,69,311,42,87,280,149
B0BNM9,10,0,59,0,11,25,45,0,0,0,0,39,0
B0CM52,27,9,42,3,12,56,126,24,67,17,19,65,17
B0CQN7,154,287,90,59,95,169,686,475,1167,79,83,1287,149
B0DOB4,63,99,263,20,95,346,106,78,360,27,87,279,161
B0FPE9,18,14,94,6,22,161,81,35,48,2,0,9,16
B0FYY4,674,447,1174,143,940,1700,11422,968,2045,348,214,4687,751
B0G143,7,25,44,2,29,38,40,23,87,8,19,55,48
B0JZG0,618,443,1290,92,715,1404,1096,467,478,178,79,270,408
B0KWE9,18,18,65,2,33,111,95,53,82,7,7,35,17
B0KYV5,144,15,90,1,23,85,178,74,83,0,48,41,21
B0R0I6,2,3,9,7,3,3,28,13,5,6,0,13,5
B0R0T1,290,79,283,13,220,353,893,265,341,110,56,401,142
B0S5D5,8,4,39,0,9,49,44,39,17,4,0,15,11
B0S6T2,636,498,1418,92,832,1922,2256,568,1077,234,181,1124,571
B0SRF0,39,6,40,4,19,58,71,41,56,9,0,24,7
B0URX4,42,54,122,15,90,189,179,107,207,31,35,335,53
B0UYI1,16,39,35,11,27,47,84,34,97,26,0,70,23
B0UYT5,191,77,267,18,90,387,495,151,248,58,95,149,188
B0V1P1,9,7,24,8,28,29,17,10,6,4,17,8,11
B0V2N1,2,0,75,2,7,19,18,14,10,11,0,7,0
B0V2S2,0,1,7,0,4,9,4,0,7,1,0,0,0
B0W0S3,75,161,537,28,300,334,879,35,463,36,141,345,193
B0WWP2,21,17,78,3,46,67,38,12,38,3,0,27,37
B0WYR6,2,4,13,3,1,6,10,1,1,0,0,0,3
B0XDC4,0,1,2,1,0,11,4,0,5,2,0,0,0
B1AJZ9,151,76,198,16,111,303,656,223,267,95,42,244,121
B1AQJ2,12,4,25,3,2,21,38,5,4,4,0,2,1
B1ARD8,13,0,33,0,0,1,20,0,0,13,0,0,0
B1AS42,105,48,137,18,88,176,213,109,209,47,43,71,87
B1AVY7,13,14,62,12,14,27,74,59,19,5,0,16,2
B1AY13,26,2,56,5,13,31,53,85,24,7,0,24,9
B1AZI6,23,27,47,3,43,51,93,24,45,8,0,72,16
B1H116,36,56,8,16,81,174,111,50,161,22,0,146,95
B1H1E4,46,46,112,22,43,130,551,81,267,85,52,343,72
B1H1X1,8,3,16,0,8,4,7,1,9,0,0,4,2
B1H222,48,27,129,4,69,102,152,45,143,18,29,52,32
B1H224,31,8,88,1,40,77,205,31,85,40,0,80,13
B1H283,40,5,68,3,32,72,458,118,104,45,0,84,32
B1H2N3,3,1,42,0,4,26,10,13,5,3,0,8,10
B1H2P5,0,0,0,0,0,0,0,0,0,0,0,0,0
B1PK17,39,8,52,2,19,23,60,2,55,14,0,15,2
B1VEI4,183,48,748,116,106,432,622,367,225,88,98,143,55
B1VTI5,11,0,3,0,0,4,0,6,0,0,0,0,0
B1WAP7,622,249,680,53,525,965,1675,533,670,177,154,633,346
B1WAR9,1,9,11,2,15,19,16,20,41,2,0,37,2
B1WAZ6,172,540,1040,140,982,786,5103,203,512,90,94,2943,325
B1WB17,90,71,141,21,171,286,317,92,172,66,88,106,143
B1WBB4,0,0,3,0,56,42,2,10,1,0,22,0,65
B1WC61,228,88,298,20,174,212,1153,86,198,67,71,212,121
B2D0J4,0,10,31,0,7,18,14,4,38,0,0,0,6
B2DFG5,45,27,89,2,66,119,99,29,114,29,0,93,53
B2GU58,147,73,144,10,76,269,137,110,481,99,29,140,124
B2GUP8,2,2,2,0,0,10,21,0,0,7,0,5,3
B2GUS6,15,3,27,1,4,24,40,14,15,2,0,9,1
B2GUZ1,495,399,853,114,564,1139,2009,539,1217,224,151,1019,495
B2HQV2,22,24,65,17,31,70,84,7,37,4,0,32,5
B2IZD3,190,74,397,37,237,309,321,240,271,69,36,172,55
B2KI97,39,16,128,3,51,124,178,102,101,20,0,76,15
B2LT62,0,3,1,0,2,1,2,0,2,0,0,0,0
B2LT65,177,147,330,43,224,572,1171,330,563,225,80,907,167
B2LU20,5,2,9,5,5,22,20,8,13,0,0,15,0
B2RNN3,3,0,0,0,2,8,7,0,0,0,0,0,12
B2RQA1,16,23,18,3,46,77,3,23,31,2,0,31,21
B2RQL2,85,44,98,5,73,164,65,70,100,25,19,27,49
B2RQR8,130,23,124,11,83,186,94,78,82,22,0,51,51
B2RR83,3,0,5,0,0,8,10,2,0,0,0,0,0
B2RRD7,253,127,364,29,244,416,1108,203,466,84,48,400,161
B2RRE7,1852,479,1350,78,885,1730,2863,2071,1753,893,270,1461,734
B2RRL2,43,20,39,9,13,31,24,0,32,5,0,29,22
B2RS91,1,3,7,0,8,7,10,8,6,4,0,0,0
B2RV13,60,22,152,0,188,147,1005,91,240,109,0,498,120
B2RVL6,336,133,550,31,193,741,738,428,390,84,24,161,249
B2RW38,194,77,418,23,147,203,637,210,467,66,146,487,134
B2RX12,64,79,232,15,45,183,206,81,209,36,0,114,46
B2RX14,240,53,303,26,121,345,522,244,227,80,112,119,93
B2RXF5,2,0,14,0,0,6,7,0,0,2,10,0,0
B2RXR6,24,13,48,1,20,78,41,9,42,8,13,19,26
B2RXZ1,18,22,30,6,35,97,23,19,38,17,0,14,33
B2RY50,112,104,194,28,261,363,416,115,270,74,95,300,234
B2RY56,69,28,258,3,53,266,195,106,105,88,19,63,65
B2RYF1,337,191,409,55,363,559,1176,420,710,166,87,517,250
B2RYG6,43,102,191,21,135,262,223,53,324,36,91,225,123
B2RYN2,89,22,135,8,46,71,173,35,110,43,0,63,42
B2RYR0,22,24,101,10,28,74,95,30,85,17,0,43,39
B2RZ17,6,5,15,0,9,11,6,0,11,3,0,0,9
B2TBH5,0,2,14,0,18,15,7,7,20,3,0,0,1
B2WMJ3,36,63,173,16,140,192,90,10,118,3,37,80,58
B2Z449,412,137,513,29,566,446,1546,402,1210,430,330,747,217
B3DH20,19,40,66,17,74,57,204,17,157,13,128,145,47
B3DIV9,31,21,36,1,37,68,43,23,81,15,0,20,21
B3DJT0,40,20,57,8,42,66,164,91,63,15,0,46,38
B3DK16,17,8,44,8,20,83,171,26,27,10,0,119,14
B3DL53,42,19,71,3,73,80,16,14,23,12,0,11,33
B3DLH6,1519,570,2124,226,1189,2868,818,1838,1740,606,407,670,1128
B3DM66,8,8,4,3,11,12,59,1,7,0,8,58,5
B3DMA2,30,28,159,6,63,57,56,13,101,10,9,94,29
B3EWR1,160,0,420,0,222,54,84,122,0,0,87,0,52
B3EWY6,59,0,0,0,0,0,519,0,0,905,0,0,0
B3EWY7,143,284,347,50,201,1167,18,160,514,52,223,126,103
B3EWY8,77,77,181,30,91,208,99,40,157,42,54,66,58
B3EWY9,2239,2462,4735,501,1818,4364,19075,2347,6346,1052,490,11869,1645
B3EWZ2,29,12,22,2,13,26,520,67,142,37,9,252,14
B3EWZ3,676,752,1133,244,775,1595,4438,890,1430,262,394,1678,370
B3EWZ5,344,143,206,136,138,294,1123,450,421,60,60,693,99
B3EWZ6,2541,1623,7454,590,5241,5318,3650,3019,6345,1331,1073,8007,2015
B3EWZ8,159,291,426,41,235,571,206,200,362,90,281,167,238
B3EWZ9,2031,517,2154,125,2210,2958,4346,2893,3338,1026,656,7154,1115
B3EX00,418,94,302,24,188,687,37,376,170,18,54,26,119
B3EX02,21,17,154,26,12,153,172,301,79,45,5,112,15
B3LVW5,0,0,14,0,0,0,2,0,1,0,0,4,0
B3MFV7,30,24,15,6,19,35,30,40,11,0,0,11,9
B3MIW0,11,59,107,5,67,123,101,16,82,3,45,30,64
B3NPV8,5,13,138,4,9,55,26,22,26,1,22,19,6
B3RNE8,111,73,150,13,132,154,415,111,318,48,23,206,85
B3RXR7,238,68,168,18,195,235,133,94,176,43,83,93,109
B3S3D5,84,23,147,4,85,226,188,155,134,52,16,100,56
B3TP03,117,68,103,25,95,195,82,42,118,26,0,38,54
B4DJY2,127,77,0,14,0,56,22,199,266,0,0,16,22
B4DXR9,110,44,92,16,92,168,454,104,172,48,16,301,66
B4E2M5,28,29,77,17,75,114,174,32,110,20,19,97,76
B4F6N6,0,0,2,0,0,0,0,0,1,0,0,0,0
B4F6Q9,2,6,8,3,4,19,28,17,13,2,0,3,0
B4F6W9,453,197,805,50,366,767,948,375,589,122,28,359,242
B4F766,187,107,296,15,119,315,476,128,289,42,60,133,107
B4F7A1,48,15,59,1,47,77,70,13,108,10,21,55,56
B4G4S8,232,88,457,14,170,471,927,216,321,127,26,531,115
B4GAM1,2,0,6,0,8,17,46,1,0,1,0,0,4
B4GD14,0,0,1,0,0,0,0,0,0,0,0,0,0
B4J045,0,3,28,0,2,23,16,4,0,1,0,11,16
B4J780,9,3,17,5,3,10,25,8,21,3,0,14,0
B4JW99,3,0,5,0,5,6,24,0,0,1,0,0,6
B4KD90,0,0,0,0,1,0,0,0,0,0,0,0,0
B4LMA2,0,0,0,0,3,0,0,1,0,0,0,0,0
B4LQ23,0,0,6,0,0,0,9,0,0,2,0,2,0
B4LVU6,0,2,63,2,5,7,13,2,12,0,0,1,0
B4MR74,118,85,145,24,148,181,242,76,211,42,85,215,85
B4MXW3,13,2,26,0,2,12,28,16,21,14,0,1,1
B4NIN8,70,45,72,10,57,249,1205,144,348,92,104,491,147
B4PEU8,16746,6727,7997,2571,11851,16367,15891,24422,17939,12224,7379,20041,8582
B4UT09,213,130,394,34,205,447,956,213,519,129,89,592,183
B5DE93,15,2,56,0,15,78,136,17,36,18,24,26,5
B5DF45,20,56,56,26,13,75,30,39,71,6,14,87,20
B5DF89,697,349,771,84,513,951,2080,642,1273,361,99,1124,538
B5DF94,0,0,0,0,0,0,0,0,0,0,0,0,0
B5DGI7,361,106,422,34,261,566,595,426,640,214,107,473,273
B5FWC0,83,36,124,12,108,184,191,121,208,45,39,140,118
B5FXJ6,135,64,131,8,117,242,267,117,319,65,32,214,110
B5FYQ0,120,26,87,7,69,143,123,90,93,29,20,23,70
B5KFL3,85,44,132,14,95,175,113,75,209,43,56,144,119
B5L5M7,41,10,45,9,32,43,72,43,79,10,0,38,27
B5MCY1,6,0,25,1,3,36,19,19,18,5,0,0,2
B5X165,17,9,48,4,23,33,54,31,30,1,0,35,13
B5X186,196,57,315,8,164,392,427,255,330,137,104,247,100
B5X2B8,37,27,95,10,59,91,128,48,83,28,26,75,27
B5X4E0,102,675,642,141,1078,1359,840,211,879,77,737,1383,701
B5X4H8,47,22,118,17,47,149,83,102,111,93,25,53,54
B5XAM2,19,9,23,0,31,59,62,9,52,27,15,42,40
B5XBI1,74,60,159,23,125,171,239,92,261,57,36,316,102
B5XCB8,2,11,3,1,2,7,0,0,8,0,0,10,3
B5XF11,9,4,18,1,16,30,12,10,15,6,0,8,7
B5XXL3,62,34,124,11,142,274,96,157,126,76,23,40,137
B6CHA3,20,6,72,4,18,42,31,26,17,2,16,0,29
B6CJY4,25,10,11,2,64,38,31,0,20,0,0,12,20
B6CJY5,44,6,62,5,24,70,118,36,66,10,0,71,14
B6ELU0,165,91,250,20,163,231,233,93,246,44,46,144,163
B6H3T4,19,0,9,0,5,22,25,9,1,2,0,0,5
B6MFW3,8,12,54,1,18,59,88,37,66,1,0,45,12
B6NK32,18,9,29,2,5,35,18,21,42,2,0,27,14
B6NXD5,441,220,674,40,512,828,797,441,802,234,139,545,378
B6RSP1,110,38,268,13,104,226,411,164,154,54,44,113,31
B6ZLK2,94,58,303,15,85,382,336,249,180,40,16,166,21
B7P877,72,86,122,21,109,173,162,20,308,32,16,250,57
B7WFQ1,350,237,520,40,162,573,445,221,318,161,240,129,300
B7ZCC9,18,2,54,2,15,44,143,37,31,0,0,27,3
B8A4W9,57,10,9,4,32,51,54,62,34,12,50,86,33
B8ARK7,41,18,69,4,22,55,133,68,87,16,9,52,20
B8JMH0,13,3,8,0,4,10,13,3,3,0,0,0,8
B8NI22,0,0,0,0,0,4,0,0,2,0,0,0,0
B8UU51,752,174,550,29,518,395,8014,2266,3069,1238,345,6355,660
B8UU59,344,323,721,73,429,655,1697,297,877,96,90,655,276
B8UU78,88,13,99,26,37,146,165,137,79,36,0,60,22
B8V7P3,0,133,71,4,158,4,1,11,11,0,1,5,8
B8V7Q1,651,222,1028,121,532,1677,3259,908,685,203,0,612,270
B8V7R6,9021,11498,23464,1871,19286,32953,2028,5640,10292,1311,5735,3340,5606
B8V7S0,2120,718,937,219,964,1360,3976,3360,1336,533,1437,4678,1222
B8VIU6,837,768,642,250,1276,2370,1774,853,1279,67,354,1442,869
B8VIV4,5,3,1,0,2,9,11,30,11,0,0,17,0
B8VIW9,3007,1208,5444,324,4504,5959,8438,2972,2775,690,364,3427,1277
B8WI85,1143,1104,525,165,193,824,20838,3539,16005,2063,1649,23883,2200
B9EHT4,84,37,165,12,120,187,152,56,173,36,40,73,96
B9EJ80,21,12,122,6,18,40,47,13,51,9,0,6,6
B9EJ86,21,7,51,7,3,66,68,23,14,9,0,10,9
B9EJR8,33,14,47,4,42,58,108,8,63,14,0,78,28
B9EJV3,169,47,214,12,65,262,256,50,103,17,12,51,35
B9EJX3,67,16,79,15,65,64,555,143,191,39,21,237,42
B9F655,0,0,1,0,3,3,0,0,0,0,0,1,0
B9FAF3,69,40,114,10,52,143,462,26,165,35,27,281,63
